symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,cact,ypc,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
MONQ50,Nasdaq Q-50 Total Return Index,94.39,101,94.39,98.9,3.89,4.09,480320,47196243.2,86.0464,104.31,61.31,95.01,0,37.36,-7.94,08-Nov-2024,10-Oct-2025,-,-,44.16909620991255,-3.0582238776710358,5.186463426325373,-61.31136845539064,https://nsearchives.nseindia.com/today/MONQ50EQN.svg,https://nsearchives.nseindia.com/30d/MONQ50-EQ.svg,https://nsearchives.nseindia.com/365d/MONQ50-EQ.svg,"{'symbol': 'MONQ50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nasdaq Q 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AU3', 'slb_isin': 'INF247L01AU3', 'listingDate': '2021-12-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
MON100,Nasdaq100,235.48,242.5,234,240.01,5.95,2.54,1445640,342370921.2,216.8278,258.8,159.3,234.06,0,33.75,-2.04,08-Nov-2024,10-Oct-2025,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,39.44341157332093,-0.8714686932099841,7.260432766615154,-50.66541117388574,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
GROWWSLVR,Commodity-Silver,147.89,149.95,146.01,149.25,3.4,2.33,355515,52893521.7,146.2294,194.21,94.2,145.85,0,0,-10.57,,10-Oct-2025,-,-,Infinity,-4.4861128887751125,23.150198239019623,-58.43949044585987,https://nsearchives.nseindia.com/today/GROWWSLVREQN.svg,https://nsearchives.nseindia.com/30d/GROWWSLVR-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWSLVR-EQ.svg,"{'symbol': 'GROWWSLVR', 'companyName': 'Groww Mutual Fund - Groww Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LA1', 'listingDate': '2025-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
NIFITETF,UTI Nifty IT ETF,362.98,373.26,362.98,373.26,8.46,2.32,1079,399791.08,364.5942,469.99,325,364.8,0,-14.37,-0.4,08-Nov-2024,10-Oct-2025,-,-,-12.066528458349044,3.0109010625086152,20.581288963594975,-14.849230769230767,https://nsearchives.nseindia.com/today/NIFITETFEQN.svg,https://nsearchives.nseindia.com/30d/NIFITETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIFITETF-EQ.svg,"{'symbol': 'NIFITETF', 'companyName': 'UTI Mutual Fund - UTI Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZD8', 'listingDate': '2024-02-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,143.67,146.74,143.67,146.35,3.3,2.31,255880,37345686,143.2113,183,83.3,143.05,0,59.14,-7.1,08-Nov-2024,10-Oct-2025,-,-,65.36723163841806,-2.080824300816281,20.02732240437159,-75.69027611044417,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,144.17,145.92,143.01,145.3,3.25,2.29,27222939,3936981438.18,142.3186,180,77.55,142.05,0,59.37,-7.71,08-Nov-2024,10-Oct-2025,-,-,65.13240140925107,-3.730206055787448,19.27777777777777,-87.3629916183108,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
TATSILV,Tata Silver Exchange Traded Fund,14.81,15.2,14,14.77,0.32,2.21,20862432,306886374.72,14.4292,18.33,8.4,14.45,0,60.2,-9.97,08-Nov-2024,10-Oct-2025,-,-,65.58295964125561,-3.2743942370661427,19.42171303873431,-75.83333333333331,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,"{'symbol': 'TATSILV', 'companyName': 'Tata Mutual Fund Tata Silver Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1984', 'listingDate': '2024-01-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
SILVERCASE,Commodity-Silver,15.47,15.47,15.11,15.39,0.33,2.19,9686161,148101401.69,18.9197,19.7,9,15.06,0,0,-8.84,,10-Oct-2025,-,-,Infinity,-3.6921151439299114,21.87817258883248,-71,https://nsearchives.nseindia.com/today/SILVERCASEEQN.svg,https://nsearchives.nseindia.com/30d/SILVERCASE-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERCASE-EQ.svg,"{'symbol': 'SILVERCASE', 'companyName': 'Zerodha Fund House - Zerodha Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01091', 'listingDate': '2025-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,148.1,151.2,148.1,150.8,3.19,2.16,1928416,288298192,147.8017,194.8,85.51,147.61,0,59.96,-8.47,08-Nov-2024,10-Oct-2025,-,-,64.82675702262544,-4.168784951703103,22.587268993839835,-76.35364284878962,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
HDFCSILVER,HDFC Silver ETF,143,146.23,143,145.51,3.04,2.13,2912143,422318977.86,142.6624,187.1,83.13,142.47,0,59.51,-9.36,08-Nov-2024,10-Oct-2025,-,-,64.77182652021287,-3.0773329780856624,22.228754676643508,-75.03909539275834,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,"{'symbol': 'HDFCSILVER', 'companyName': 'HDFC Mutual Fund - HDFC Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DI2', 'listingDate': '2022-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '10-Nov-2025 16:00:00', 'preOpenTime': '10-Nov-2025 09:07:54', 'QuotePreOpenFlag': False}}"
