symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,226.28,231.83,225.42,230.26,3.89,1.72,26759523,6126860386.08,226.7848,360,112.3,-,-,104.16740556836317,11.668283220174589,226.37,0,102.28,9.78,26-Aug-2025,28-Jul-2026,-,11.668283220174589,-,104.16740556836317,36.03888888888889,-105.04007123775601,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,1000,1000.01,999.99,1000.01,0.01,0.00,4166382,4166340336.18,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.0009999999999990906,1000,0,0,0,26-Aug-2025,28-Jul-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.0009999999999990906,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,129.65,131.08,129.13,130.96,0.91,0.70,26501307,3450205158.33,129.6935,148.14,83.42,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,55.129116323146185,12.094496276641282,130.05,0,55.14,11.32,26-Aug-2025,28-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,12.094496276641282,19-DEC-19,55.129116323146185,11.597137842581327,-56.988731719012236,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1120.45,1120.47,1120.45,1120.46,0.46,0.04,2787105,3122811797.25,1120.0066,1136.66,1062.51,-,-,5.11867905056759,0.4428427997705155,1120,0,5.09,0.4,26-Aug-2025,28-Jul-2026,-,0.4428427997705155,-,5.11867905056759,1.425228300459244,-5.4540663146699835,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.71,115.71,115.69,115.71,0.06,0.05,20472543,2368468499.67,115.6549,115.71,107.56,-,-,5.047662278710838,0.4514280753537599,115.65,0,4.99,0.4,26-Aug-2025,28-Jul-2026,-,0.4514280753537599,-,5.047662278710838,0,-7.577166232800289,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,23.5,23.52,22.39,23.36,0.39,1.70,73180946,1699261566.12,23.0191,35.1,11.14,-,-,104.37445319335083,11.556829035339055,22.97,0,102.92,9.69,26-Aug-2025,28-Jul-2026,-,11.556829035339055,-,104.37445319335083,33.447293447293454,-109.6947935368043,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
NIFTYBEES,Nifty 50,277.49,277.49,274.82,275.9,0.16,0.06,3137920,864151788.8,274.6986,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-0.37193514606580347,0.8664497495704327,275.74,0,-1.19,0.81,26-Aug-2025,28-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,0.8664497495704327,19-DEC-19,-0.37193514606580347,8.717948717948726,-9.614620580055618,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,235.01,241.78,235.01,240.66,4.36,1.85,3174454,758631016.92,236.7937,373.5,116.62,-,-,105.06134969325153,11.789297658862875,236.3,0,103.13,9.76,26-Aug-2025,28-Jul-2026,-,11.789297658862875,-,105.06134969325153,35.566265060240966,-106.3625450180072,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
GOLDIETF,Gold,138,138,133.78,135.69,1.05,0.78,5602015,757000286.95,134.3219,158,84.85,-,-,55.572116487044255,12.149764443342427,134.64,0,55.49,11.28,26-Aug-2025,28-Jul-2026,-,12.149764443342427,-,55.572116487044255,14.120253164556962,-59.91750147318798,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
HDFCSILVER,HDFC Silver ETF,231.88,231.88,225.23,230.44,4.21,1.86,3146569,721697065.84,226.7238,359,112.36,-,-,103.94725196920082,11.820652173913036,226.23,0,101.86,9.78,26-Aug-2025,28-Jul-2026,-,11.820652173913036,-,103.94725196920082,35.81058495821727,-105.09077963688145,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ
ITBEES,Nifty IT TRI,33.71,34.82,33.62,34.7,0.99,2.94,20158995,697299637.05,33.5974,44.27,28.55,-,-,-10.335917312661499,2.753923600829137,33.71,0,-14.14,-0.18,26-Aug-2025,28-Jul-2026,-,2.753923600829137,-,-10.335917312661499,21.617348091258187,-21.541155866900183,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,15.29,15.67,15.07,15.38,0.09,0.59,40398623,617694945.67,15.2382,17.7,9.58,-,-,55.35353535353535,11.935953420669582,15.29,0,55.39,11.28,26-Aug-2025,28-Jul-2026,-,11.935953420669582,-,55.35353535353535,13.107344632768354,-60.54279749478081,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
SETFGOLD,Gold,137.7,137.7,133.31,135.14,0.79,0.59,3984560,536401467.2,133.7458,153.95,84.81,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,55.351189791930096,12.13076667772983,134.35,0,55.57,11.48,26-Aug-2025,28-Jul-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,12.13076667772983,06-JAN-22,55.351189791930096,12.21825267944138,-59.34441693196555,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,1142.55,1142.78,1142.55,1142.57,0.46,0.04,433741,495575116.96,1142.1129,1151.22,1081.65,-,-,5.006938764256636,0.4324704434579919,1142.11,0,4.98,0.39,26-Aug-2025,28-Jul-2026,-,0.4324704434579919,-,5.006938764256636,0.7513768002640756,-5.632136088383473,https://nsearchives.nseindia.com/today/LIQUIDADDEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDADD-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDADD-EQ.svg,EQ
LIQUIDIETF,S&P BSE Liquid Rate Index,1000.01,1000.01,999.99,1000,0.01,0.00,483882,483877161.18,1000,1041.19,955,-,-,0.0010000100000990915,0.0010000100000990915,999.99,0,0,0,26-Aug-2025,28-Jul-2026,-,0.0010000100000990915,-,0.0010000100000990915,3.956050288612074,-4.712041884816754,https://nsearchives.nseindia.com/today/LIQUIDIETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDIETF-EQ.svg,EQ
