symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
EGOLD,Edelweiss Gold ETF,122.55,125,122.55,125,2.45,2.00,56514,6965350.5,122.9024,131.55,76,122.55,0,55.32,0.82,22-Nov-2024,24-Oct-2025,59.846547314578004,1.9160211985324045,-,-,4.979095400988226,-64.47368421052632,https://nsearchives.nseindia.com/today/EGOLDEQN.svg,https://nsearchives.nseindia.com/30d/EGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/EGOLD-EQ.svg,"{'symbol': 'EGOLD', 'companyName': 'Edelweiss Mutual Fund -Edelweiss Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SE6', 'listingDate': '2023-11-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
GROWWSLVR,Commodity-Silver,149.69,151.76,149.69,151.5,2.69,1.81,301378,45414650.82,148.6624,194.21,94.2,148.81,0,0,6.36,,24-Oct-2025,Infinity,6.405394016013489,-,-,21.991658513979715,-60.828025477707,https://nsearchives.nseindia.com/today/GROWWSLVREQN.svg,https://nsearchives.nseindia.com/30d/GROWWSLVR-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWSLVR-EQ.svg,"{'symbol': 'GROWWSLVR', 'companyName': 'Groww Mutual Fund - Groww Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LA1', 'listingDate': '2025-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
SILVER360,Commodity-Silver,150,151.45,149.3,151.44,2.59,1.74,14261,2150273.58,149.1397,178.56,78.4,148.85,0,0,2.61,,24-Oct-2025,Infinity,4.860822600747826,-,-,15.188172043010756,-93.16326530612243,https://nsearchives.nseindia.com/today/SILVER360EQN.svg,https://nsearchives.nseindia.com/30d/SILVER360-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER360-EQ.svg,"{'symbol': 'SILVER360', 'companyName': '360 ONE Mutual Fund - 360 ONE Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BC3', 'listingDate': '2025-04-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
HDFCSILVER,HDFC Silver ETF,146.62,149.95,146.31,147.6,2.48,1.71,1685729,247920164.03,145.0452,187.1,83.13,145.12,0,63.72,4.46,22-Nov-2024,24-Oct-2025,67.3469387755102,4.66600482201105,-,-,21.111704970603956,-77.55322988090943,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,"{'symbol': 'HDFCSILVER', 'companyName': 'HDFC Mutual Fund - HDFC Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DI2', 'listingDate': '2022-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
SILVER1,Kotak Silver ETF,146.77,149.6,146.77,149.27,2.5,1.70,424916,63231749.96,146.5131,178.98,81.8,146.77,0,64.63,4.98,22-Nov-2024,24-Oct-2025,67.73794808405441,5.535916289592769,-,-,16.599620069281475,-82.48166259168705,https://nsearchives.nseindia.com/today/SILVER1EQN.svg,https://nsearchives.nseindia.com/30d/SILVER1-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER1-EQ.svg,"{'symbol': 'SILVER1', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1KU9', 'listingDate': '2022-12-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
ESILVER,Edelweiss Silver ETF,153.7,155.52,152.03,154,2.41,1.59,400567,61611210.27,151.0791,192,86.27,151.59,0,64.11,2.88,22-Nov-2024,24-Oct-2025,67.22771202084917,2.7420108079258214,-,-,19.791666666666668,-78.50933116958387,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,https://nsearchives.nseindia.com/365d/ESILVER-EQ.svg,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'listingDate': '2023-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
SBISILVER,SBI SILVER ETF,149,151.01,149,150.64,2.34,1.58,1075925,161905194,148.1027,180,84.75,148.3,0,63.34,5.97,22-Nov-2024,24-Oct-2025,66.91412742382269,2.3926046764545825,-,-,16.311111111111117,-77.74631268436576,https://nsearchives.nseindia.com/today/SBISILVEREQN.svg,https://nsearchives.nseindia.com/30d/SBISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SBISILVER-EQ.svg,"{'symbol': 'SBISILVER', 'companyName': 'SBI Mutual Fund - SBI SILVER ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1217', 'listingDate': '2024-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,146.97,147.5,145.66,146.96,2.27,1.57,16179399,2372547069.36,144.6921,180,77.55,144.69,0,63.6,4.28,22-Nov-2024,24-Oct-2025,66.81044267877415,3.5367056502747714,-,-,18.35555555555555,-89.5035460992908,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
SILVERIETF,Domestic Price of Silver,152.27,153.46,152.07,153.05,2.32,1.54,1878533,287021057.07,150.6404,190,86.01,150.73,0,63.84,4.22,22-Nov-2024,24-Oct-2025,67.68927358387205,2.9253530598520667,-,-,19.447368421052627,-77.9444250668527,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,"{'symbol': 'SILVERIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Y56', 'listingDate': '2022-01-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
MOSILVER,Domestic Price of Physical Silver,152.67,152.68,151.08,152.44,2.28,1.52,7174,1090017.56,149.8734,193.33,112.32,150.16,0,0,5.12,,24-Oct-2025,Infinity,5.750953867499127,-,-,21.150364661459687,-35.719373219373225,https://nsearchives.nseindia.com/today/MOSILVEREQN.svg,https://nsearchives.nseindia.com/30d/MOSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/MOSILVER-EQ.svg,"{'symbol': 'MOSILVER', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FZ1', 'listingDate': '2025-08-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Nov-2025 16:00:00', 'preOpenTime': '24-Nov-2025 09:07:47', 'QuotePreOpenFlag': False}}"
