symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
MAHKTECH,Hang Seng TECH Total Return Index,20.6,23.45,20.6,21.36,1.23,6.11,2249289,47842377.03,17.6632,24,12.05,-,-,71.0168134507606,19.06354515050166,20.13,0,11.000000000000002,-77.26141078838172,https://nsearchives.nseindia.com/today/MAHKTECHEQN.svg,60.27,02-Feb-2024,https://nsearchives.nseindia.com/365d/MAHKTECH-EQ.svg,03-Jan-2025,9.88,https://nsearchives.nseindia.com/30d/MAHKTECH-EQ.svg,"{'symbol': 'MAHKTECH', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Hang Seng TECH ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HS7', 'slb_isin': 'INF769K01HS7', 'listingDate': '2021-12-10', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
COMMOIETF,ICICI Prudential Nifty Commodities ETF,79.82,83.67,79.82,83.67,4.19,5.27,49922,4029703.84,79.3433,101.33,76.64,-,-,2.5242004656292147,3.219837157660991,79.48,0,17.428204875160365,-9.17275574112735,https://nsearchives.nseindia.com/today/COMMOIETFEQN.svg,-2.29,02-Feb-2024,https://nsearchives.nseindia.com/365d/COMMOIETF-EQ.svg,03-Jan-2025,-4.94,https://nsearchives.nseindia.com/30d/COMMOIETF-EQ.svg,"{'symbol': 'COMMOIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Commodities ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19O8', 'slb_isin': 'INF109KC19O8', 'listingDate': '2022-12-21', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
VAL30IETF,Nifty200 Value 30 Index,11.64,12.07,11.64,12.07,0.49,4.23,293085,3449610.45,11.5449,14.14,10.93,-,-,Infinity,-1.3082583810302546,11.58,0,14.639321074964641,-10.430009149130838,https://nsearchives.nseindia.com/today/VAL30IETFEQN.svg,-,-,-,03-Jan-2025,-8.75,https://nsearchives.nseindia.com/30d/VAL30IETF-EQ.svg,"{'symbol': 'VAL30IETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty200 Value 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16X5', 'listingDate': '2024-10-22', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
HNGSNGBEES,Hang Seng Index,359.16,375,354.6,363.98,12.74,3.63,253994,91735012.98,323.5429,421.38,205,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,58.06661744908151,9.139430284857577,351.24,0,13.621908965779102,-77.55121951219513,https://nsearchives.nseindia.com/today/HNGSNGBEESEQN.svg,52.11,02-Feb-2024,https://nsearchives.nseindia.com/365d/HNGSNGBEES-EQ.svg,03-Jan-2025,2.08,https://nsearchives.nseindia.com/30d/HNGSNGBEES-EQ.svg,"{'symbol': 'HNGSNGBEES', 'companyName': 'NIPPON INDIA ETF HANG SENG BEES', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB19I1', 'slb_isin': 'INF204KB19I1', 'listingDate': '2010-03-18', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,178.5,196.8,178.49,187.52,6.32,3.49,1263,228691.41,181.0451,222.7,167,-,-,10.59212078320359,0.25662959794697293,181.2,0,15.797036371800619,-12.287425149700605,https://nsearchives.nseindia.com/today/MOQUALITYEQN.svg,6.95,02-Feb-2024,https://nsearchives.nseindia.com/365d/MOQUALITY-EQ.svg,03-Jan-2025,-5.33,https://nsearchives.nseindia.com/30d/MOQUALITY-EQ.svg,"{'symbol': 'MOQUALITY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BH8', 'slb_isin': 'INF247L01BH8', 'listingDate': '2022-08-26', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
HDFCNIFTY,Nifty 50,258.52,266.76,258.51,266.76,8.44,3.27,374781,97941518.73,258.4402,292.45,235.7,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 761.25/- PER UNIT TO RS 76.125/- PER UNIT,11.905361188019127,1.9218278378481535,258.32,0,8.784407591041203,-13.177768349596946,https://nsearchives.nseindia.com/today/HDFCNIFTYEQN.svg,7.98,02-Feb-2024,https://nsearchives.nseindia.com/365d/HDFCNIFTY-EQ.svg,03-Jan-2025,-2.7,https://nsearchives.nseindia.com/30d/HDFCNIFTY-EQ.svg,"{'symbol': 'HDFCNIFTY', 'companyName': 'HDFC NIFTY 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1965', 'slb_isin': 'INF179KC1965', 'listingDate': '2015-12-16', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,55.8,57.5,55.8,57.5,1.68,3.01,5618,316967.56,56.0504,66.28,49.6,-,-,13.033221938274037,1.3394430736693654,55.82,0,13.246831623415813,-15.927419354838706,https://nsearchives.nseindia.com/today/HDFCQUALEQN.svg,9.67,02-Feb-2024,https://nsearchives.nseindia.com/365d/HDFCQUAL-EQ.svg,03-Jan-2025,-2.1,https://nsearchives.nseindia.com/30d/HDFCQUAL-EQ.svg,"{'symbol': 'HDFCQUAL', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY100 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DL6', 'slb_isin': 'INF179KC1DL6', 'listingDate': '2022-09-29', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
ABSLNN50ET,Nifty Next 50,65.69,66.89,65.11,66.89,1.85,2.84,17842,1176858.32,65.0731,82.05,57.03,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,16.12847222222222,-4.114105504587163,65.04,0,18.476538695917117,-17.289146063475364,https://nsearchives.nseindia.com/today/ABSLNN50ETEQN.svg,9.92,02-Feb-2024,https://nsearchives.nseindia.com/365d/ABSLNN50ET-EQ.svg,03-Jan-2025,-9.72,https://nsearchives.nseindia.com/30d/ABSLNN50ET-EQ.svg,"{'symbol': 'ABSLNN50ET', 'companyName': 'Aditya Birla Sun Life Nifty Next 50 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB16D7', 'slb_isin': 'INF209KB16D7', 'listingDate': '2018-12-21', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,8.87,9.08,8.79,9.08,0.24,2.71,413031,3713148.69,8.8063,11.82,8.65,-,-,Infinity,-4.8218029350104725,8.84,0,23.18104906937394,-4.97109826589595,https://nsearchives.nseindia.com/today/ABSLPSEEQN.svg,-,-,-,03-Jan-2025,-10.44,https://nsearchives.nseindia.com/30d/ABSLPSE-EQ.svg,"{'symbol': 'ABSLPSE', 'companyName': 'Aditya Birla Sun Life Mutual Fund-Aditya Birla Sun Life Nifty PSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19Z4', 'slb_isin': 'INF209KB19Z4', 'listingDate': '2024-05-23', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
CPSEETF,CPSE ETF,83.32,83.65,80.01,83.55,2.17,2.67,2957831,245174611.59,81.653,106.6,73.71,-,-,5.505745674958959,-1.9826372595025783,81.38,0,21.62288930581613,-13.349613349613355,https://nsearchives.nseindia.com/today/CPSEETFEQN.svg,4.9,02-Feb-2024,https://nsearchives.nseindia.com/365d/CPSEETF-EQ.svg,03-Jan-2025,-7.51,https://nsearchives.nseindia.com/30d/CPSEETF-EQ.svg,"{'symbol': 'CPSEETF', 'companyName': 'CPSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF457M01133', 'slb_isin': 'INF457M01133', 'listingDate': '2014-04-04', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '04-Feb-2025 16:00:00', 'preOpenTime': '04-Feb-2025 09:07:33', 'QuotePreOpenFlag': False}}"
