symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
LIQUIDBEES,Government Securities,1001,1001,999.99,1000,0,0.00,4879279,4879279000,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.0010000100000990915,0,1000,0,0,0,12-Sep-2025,14-Aug-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,19-SEP-17,0.0010000100000990915,2.9116787541626628,-3.093846328312662,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,216.45,216.54,213.83,214.98,-1.74,-0.80,16405242,3531884550.18,217.1373,360,119,-,-,80.20117351215424,-4.7749822820694545,216.72,0,75.25,-2.03,12-Sep-2025,14-Aug-2026,-,-4.7749822820694545,-,80.20117351215424,40.28333333333334,-80.65546218487394,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
GOLDBEES,Gold,124.8,124.8,123.38,123.73,-1.39,-1.11,23136571,2868472072.58,124.6316,148.14,89.92,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,36.537188258662546,-2.151047844998022,125.12,0,37.1,-0.01,12-Sep-2025,14-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,-2.151047844998022,19-DEC-19,36.537188258662546,16.4776562710949,-37.60008896797153,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.91,115.93,115.91,115.93,0.02,0.02,21015069,2436066798.48,115.9065,115.93,107.56,-,-,5.037600797318114,0.43316295590401105,115.91,0,4.97,0.36,12-Sep-2025,14-Aug-2026,-,0.43316295590401105,-,5.037600797318114,0,-7.7817032354035,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
NIFTYBEES,Nifty 50,268.1,269.9,264.24,265.1,-2.04,-0.76,7069412,1880180815.52,266.8817,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-6.169256362156214,-4.749928140270182,267.14,0,-5.77,-4.03,12-Sep-2025,14-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-4.749928140270182,19-DEC-19,-6.169256362156214,12.291149710504541,-5.323798172427507,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
CASHIETF,BSE Liquid Rate Index,1079.5,1079.57,1079.5,1079.57,0.14,0.01,1011652,1092128916.6,1079.4129,1099.28,1027.43,-,-,5.0727529320161455,0.4353933890909615,1079.43,0,5.02,0.37,12-Sep-2025,14-Aug-2026,-,0.4353933890909615,-,5.0727529320161455,1.7929917764354883,-5.074798283094699,https://nsearchives.nseindia.com/today/CASHIETFEQN.svg,https://nsearchives.nseindia.com/30d/CASHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/CASHIETF-EQ.svg,EQ
SETFGOLD,Gold,129,129,127.25,127.87,-1.19,-0.92,8275144,1057397900.32,128.5395,153.95,90.61,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,36.891125147200526,-2.000306560392386,129.06,0,37.27,0,12-Sep-2025,14-Aug-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,-2.000306560392386,06-JAN-22,36.891125147200526,16.94056511854497,-41.12128904094471,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
LIQUIDPLUS,Nifty 1D Rate Index,1103.18,1103.2,1103.18,1103.2,0.13,0.01,903247,996444025.46,1103.0485,1127.08,1046.56,-,-,5.082679265411885,0.4305989239578703,1103.07,0,5.03,0.36,12-Sep-2025,14-Aug-2026,-,0.4305989239578703,-,5.082679265411885,2.118749334563641,-5.412016511236824,https://nsearchives.nseindia.com/today/LIQUIDPLUSEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDPLUS-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDPLUS-EQ.svg,EQ
ITBEES,Nifty IT TRI,32.97,33.78,32.51,32.83,0.66,2.05,26293348,878460756.68,32.1509,44.27,28.55,-,-,-16.33537206931703,-5.2525252525252535,32.17,0,-18.27,-7.58,12-Sep-2025,14-Aug-2026,-,-5.2525252525252535,-,-16.33537206931703,25.84142760334313,-14.991243432574423,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,226.5,226.5,223.33,224.5,-1.89,-0.83,3710345,833714521.5,226.6961,373.5,124.06,-,-,79.57126859702448,-4.71541954925513,226.39,0,76.21,-1.96,12-Sep-2025,14-Aug-2026,-,-4.71541954925513,-,79.57126859702448,39.892904953145916,-80.9608254070611,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
GOLDIETF,Gold,129.62,129.62,127.8,127.98,-1.65,-1.27,6488971,833443435.24,129.1065,158,91.62,-,-,36.686959307914144,-2.350068670837783,129.63,0,37.48,0.02,12-Sep-2025,14-Aug-2026,-,-2.350068670837783,-,36.686959307914144,18.999999999999996,-39.68565815324165,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,1144.73,1144.76,1144.73,1144.76,0.16,0.01,703069,804838237.75,1144.602,1151.22,1086.86,-,-,5.005549491373057,0.42723420680941937,1144.6,0,4.95,0.36,12-Sep-2025,14-Aug-2026,-,0.42723420680941937,-,5.005549491373057,0.561143830023804,-5.327273061847901,https://nsearchives.nseindia.com/today/LIQUIDADDEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDADD-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDADD-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1122.52,1124.45,1122,1122.68,0.16,0.01,702499,788674552.33,1122.5267,1136.66,1062.62,-,-,5.118865928221653,0.4392674700519858,1122.52,0,5.06,0.37,12-Sep-2025,14-Aug-2026,-,0.4392674700519858,-,5.118865928221653,1.2299192370629755,-5.652067531196494,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
HDFCSILVER,HDFC Silver ETF,216.45,216.45,213.72,214.85,-1.63,-0.75,3464974,744900110.52,217.0553,359,119.38,-,-,79.19099249374477,-4.883123782539402,216.48,0,74.43,-2.13,12-Sep-2025,14-Aug-2026,-,-4.883123782539402,-,79.19099249374477,40.15320334261838,-79.97151951750712,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ
