symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
LIQUIDBEES,Government Securities,999.99,1000.01,999.99,1000,0.01,0.00,6909810,6909740901.9,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,0,999.99,0,0,0,17-Sep-2025,18-Aug-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,19-SEP-17,0,2.9116787541626628,-3.093846328312662,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,221.1,225,221.1,224.25,7.61,3.51,28477957,6357134341.11,217.2236,360,121.01,-,-,84.17378449408672,1.1867160003609762,216.64,0,77.92,-2.25,17-Sep-2025,18-Aug-2026,-,1.1867160003609762,-,84.17378449408672,37.708333333333336,-85.3152632013883,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
GOLDBEES,Gold,125.51,126.95,125.47,126.4,1.97,1.58,28783409,3636495893.06,124.3043,148.14,90.45,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,38.520547945205486,-0.023728545440165415,124.43,0,36.36,-1.58,17-Sep-2025,18-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,-0.023728545440165415,19-DEC-19,38.520547945205486,14.675307141892793,-39.745715865118854,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,116.01,116.01,115.99,116,0.05,0.04,13211859,1532575644,115.9502,116.01,107.56,-,-,5.015390186492855,0.4242056964764911,115.95,0,4.97,0.38,17-Sep-2025,18-Aug-2026,-,0.4242056964764911,-,5.015390186492855,0.00861994655633576,-7.846783190777239,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,22.48,22.87,22.47,22.76,0.77,3.50,58813645,1332129059.25,22.0619,35.1,12.22,-,-,84.74025974025976,1.200533570475781,21.99,0,78.49,-2.22,17-Sep-2025,18-Aug-2026,-,1.200533570475781,-,84.74025974025976,35.15669515669516,-86.2520458265139,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
NIFTYBEES,Nifty 50,267.89,267.89,265.94,266.75,0.67,0.25,3645562,970813160.6,265.4269,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-6.724246450800761,-3.3864541832669404,266.08,0,-6.96,-3.63,17-Sep-2025,18-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-3.3864541832669404,19-DEC-19,-6.724246450800761,11.74524400330852,-5.979340484704018,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,231.22,234.96,230.97,234,7.81,3.45,3751667,874363511.02,226.7946,373.5,125.61,-,-,84.62995108095313,1.0842800984923715,226.19,0,78.47,-2.29,17-Sep-2025,18-Aug-2026,-,1.0842800984923715,-,84.62995108095313,37.34939759036145,-86.29090040601864,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
MONQ50,Nasdaq Q-50 Total Return Index,349.99,396.3,330.26,396.3,66.05,20.00,2229451,869686540.59,119.1493,396.3,88.01,-,-,342.5460636515913,162.10317460317464,330.25,0,268.79,118.42,17-Sep-2025,18-Aug-2026,-,162.10317460317464,-,342.5460636515913,0,-350.28973980229523,https://nsearchives.nseindia.com/today/MONQ50EQN.svg,https://nsearchives.nseindia.com/30d/MONQ50-EQ.svg,https://nsearchives.nseindia.com/365d/MONQ50-EQ.svg,EQ
HDFCSILVER,HDFC Silver ETF,221.28,225.17,221.1,224.25,7.78,3.59,3863924,862350558.32,217.132,359,121.25,-,-,83.94717414486097,1.2186865267433935,216.47,0,77.57,-2.29,17-Sep-2025,18-Aug-2026,-,1.2186865267433935,-,83.94717414486097,37.53481894150418,-84.94845360824742,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ
LIQUIDIETF,S&P BSE Liquid Rate Index,1000,1000.01,999.99,1000,0.01,0.00,841690,841681583.1,1000,1041.19,955,-,-,0.0010000100000990915,0.0010000100000990915,999.99,0,0,0,17-Sep-2025,18-Aug-2026,-,0.0010000100000990915,-,0.0010000100000990915,3.956050288612074,-4.712041884816754,https://nsearchives.nseindia.com/today/LIQUIDIETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDIETF-EQ.svg,EQ
