symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,cact,ypc,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
ELM250,Nifty LargeMidcap 250 TRI,16.64,17.5,16.37,17.5,0.9,5.42,36640,605659.2,16.545,19.2,15.85,16.6,0,0,3.62,,23-Jan-2026,-,-,Infinity,8.695652173913034,8.854166666666664,-10.410094637223978,https://nsearchives.nseindia.com/today/ELM250EQN.svg,https://nsearchives.nseindia.com/30d/ELM250-EQ.svg,,EQ,"{'symbol': 'ELM250', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Nifty LargeMidcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01VV4', 'listingDate': '2025-09-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
MOM50,Nifty 50,266.31,274.8,264,273.8,7.09,2.66,5328,1411493.76,267.3691,279.33,218,266.71,0,13.48,2.33,21-Feb-2025,23-Jan-2026,16-OCT-14,FACE VALUE SPLIT FROM RS.10/- TO RS.7/-,17.788771778877187,4.711641425730455,1.9797372283678707,-25.596330275229363,https://nsearchives.nseindia.com/today/MOM50EQN.svg,https://nsearchives.nseindia.com/30d/MOM50-EQ.svg,https://nsearchives.nseindia.com/365d/MOM50-EQ.svg,EQ,"{'symbol': 'MOM50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal M50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01536', 'slb_isin': 'INF247L01536', 'listingDate': '2010-07-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
EVIETF,Nifty EV & New Age Automotive ETF,30.85,31.5,30.4,31.5,0.59,1.91,86657,2648237.92,30.8317,33.75,23.56,30.91,0,0,4.89,,23-Jan-2026,-,-,Infinity,7.4718526100307106,6.666666666666667,-33.7011884550085,https://nsearchives.nseindia.com/today/EVIETFEQN.svg,https://nsearchives.nseindia.com/30d/EVIETF-EQ.svg,,EQ,"{'symbol': 'EVIETF', 'companyName': 'ICICI Prudential MF-ICICI Prudential Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109K1A153', 'slb_isin': 'INF109K1A153', 'listingDate': '2025-04-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,26.04,26.41,25.89,26.41,0.49,1.89,28163,736180.82,26.1501,26.99,24.78,25.92,0,0,-0.31,,23-Jan-2026,-,-,Infinity,1.3819577735124737,2.1489440533530875,-6.577885391444709,https://nsearchives.nseindia.com/today/GILT10BETAEQN.svg,https://nsearchives.nseindia.com/30d/GILT10BETA-EQ.svg,,EQ,"{'symbol': 'GILT10BETA', 'companyName': 'UTI Mutual Fund - UTI Nifty 10 yr Benchmark G-Sec ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZF3', 'slb_isin': 'INF789F1AZF3', 'listingDate': '2024-02-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,21.85,21.85,21.04,21.64,0.39,1.84,28093,593605.09,21.2607,23,17.7,21.25,0,11.78,1.34,21-Feb-2025,23-Jan-2026,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 126.18/- PER SHARE TO RS 12.618/- PER SHARE,15.783841626538251,3.342884431709643,5.913043478260867,-22.259887005649723,https://nsearchives.nseindia.com/today/HDFCLOWVOLEQN.svg,https://nsearchives.nseindia.com/30d/HDFCLOWVOL-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCLOWVOL-EQ.svg,EQ,"{'symbol': 'HDFCLOWVOL', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HU8', 'slb_isin': 'INF179KC1HU8', 'listingDate': '2022-10-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
GOLDBETA,Gold,128.85,134.95,128.85,134.4,2.25,1.70,1585618,211521441.2,132.941,149.35,71.1,132.15,0,0,1.69,,23-Jan-2026,25-MAR-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,Infinity,0.5988023952095893,10.010043521928349,-89.02953586497893,https://nsearchives.nseindia.com/today/GOLDBETAEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBETA-EQ.svg,,EQ,"{'symbol': 'GOLDBETA', 'companyName': 'UTI Mutual Fund - UTI Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUX7', 'listingDate': '2007-04-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
VAL30IETF,Nifty200 Value 30 Index,16.23,17.3,16.11,16.45,0.27,1.67,533421,8636085.99,16.1666,17.6,10.96,16.18,0,38.77,7.87,21-Feb-2025,23-Jan-2026,-,-,42.54766031195841,8.509234828496037,6.534090909090921,-50.0912408759124,https://nsearchives.nseindia.com/today/VAL30IETFEQN.svg,https://nsearchives.nseindia.com/30d/VAL30IETF-EQ.svg,https://nsearchives.nseindia.com/365d/VAL30IETF-EQ.svg,EQ,"{'symbol': 'VAL30IETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty200 Value 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16X5', 'slb_isin': 'INF109KC16X5', 'listingDate': '2024-10-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
GROWWRLTY,Index,9.35,9.35,8.88,9.29,0.14,1.53,394724,3540674.28,9.17,11.3,8.07,9.15,0,0,7.52,,23-Jan-2026,-,-,Infinity,9.037558685446005,17.787610619469042,-15.11771995043369,https://nsearchives.nseindia.com/today/GROWWRLTYEQN.svg,https://nsearchives.nseindia.com/30d/GROWWRLTY-EQ.svg,,EQ,"{'symbol': 'GROWWRLTY', 'companyName': 'Groww Mutual Fund - Groww Nifty Realty ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01MN2', 'listingDate': '2025-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
MOENERGY,Nifty Energy Index,36.97,37.5,36.78,37.5,0.53,1.43,547236,20258676.72,36.8635,42.4,33,36.97,0,0,11.29,,23-Jan-2026,-,-,Infinity,12.680288461538458,11.556603773584904,-13.636363636363637,https://nsearchives.nseindia.com/today/MOENERGYEQN.svg,https://nsearchives.nseindia.com/30d/MOENERGY-EQ.svg,,EQ,"{'symbol': 'MOENERGY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Energy ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01GH7', 'listingDate': '2025-10-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
BSLSENETFG,BSE SENSEX Index,83.99,86.11,81.77,84.47,1.15,1.38,145810,12075984.2,83.41,87.82,64.38,83.32,0,11.41,1.88,21-Feb-2025,23-Jan-2026,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1- PER SHARE,14.442487467822781,2.9494210847044506,3.814620815304025,-31.205343274308802,https://nsearchives.nseindia.com/today/BSLSENETFGEQN.svg,https://nsearchives.nseindia.com/30d/BSLSENETFG-EQ.svg,https://nsearchives.nseindia.com/365d/BSLSENETFG-EQ.svg,EQ,"{'symbol': 'BSLSENETFG', 'companyName': 'Aditya Birla Sun Life BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB10E8', 'slb_isin': 'INF209KB10E8', 'listingDate': '2021-10-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '24-Feb-2026 16:00:00', 'preOpenTime': '24-Feb-2026 09:07:02', 'QuotePreOpenFlag': False}}"
