symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
CASHIETF,BSE Liquid Rate Index,1078.38,1078.49,1077.33,1078.49,0.11,0.01,3401939,3668889153.33,1078.3494,1099.28,1026.89,-,-,5.023858214042255,0.4274140981469334,1078.38,0,5,0.36,05-Sep-2025,07-Aug-2026,-,0.4274140981469334,-,5.023858214042255,1.8912379011716727,-5.024880951221641,https://nsearchives.nseindia.com/today/CASHIETFEQN.svg,https://nsearchives.nseindia.com/30d/CASHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/CASHIETF-EQ.svg,EQ
LIQUIDBEES,Government Securities,1000,1001,999.62,1000.01,0.01,0.00,3518550,3518514814.5,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.0009999999999990906,0.0009999999999990906,1000,0,0,0,05-Sep-2025,07-Aug-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.0009999999999990906,19-SEP-17,0.0009999999999990906,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1122,1122,1121.43,1121.57,0.14,0.01,3065905,3438596411.8,1121.4361,1136.66,1062.62,-,-,5.0739640812808435,0.43340825445720255,1121.43,0,5.05,0.37,05-Sep-2025,07-Aug-2026,-,0.43340825445720255,-,5.0739640812808435,1.3275737687611198,-5.547608740659883,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,220.75,220.75,218.62,220.04,-2.74,-1.23,13898563,3052680377.32,223.1792,360,117.95,-,-,84.86095942199445,3.1163597169501878,222.78,0,87.19,1.05,05-Sep-2025,07-Aug-2026,-,3.1163597169501878,-,84.86095942199445,38.87777777777778,-86.55362441712589,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
GOLDBEES,Gold,125.7,125.92,124.75,125.51,-1.66,-1.31,20788912,2603811228,126.9779,148.14,87.15,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,42.36615245009076,5.126057458748643,127.17,0,43.45,3.06,05-Sep-2025,07-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,5.126057458748643,19-DEC-19,42.36615245009076,15.276090184960163,-44.01606425702811,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,1143.64,1143.81,1143.63,1143.63,0.12,0.01,2275197,2601983545.11,1143.507,1151.22,1086.86,-,-,4.958700440528653,0.41883989252412146,1143.51,0,4.93,0.36,05-Sep-2025,07-Aug-2026,-,0.41883989252412146,-,4.958700440528653,0.6593005680929725,-5.223303829380069,https://nsearchives.nseindia.com/today/LIQUIDADDEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDADD-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDADD-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.8,115.82,115.8,115.81,0.01,0.01,15135867,1752733398.6,115.7955,115.82,107.56,-,-,4.985948690055299,0.42490461325009465,115.8,0,4.96,0.36,05-Sep-2025,07-Aug-2026,-,0.42490461325009465,-,4.985948690055299,0.008634087376956402,-7.670137597619933,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
NIFTYBEES,Nifty 50,273.19,273.78,270.9,271.4,-1.87,-0.68,5921896,1608623829.44,272.5784,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.8354575397393726,-3.0575796542363207,273.27,0,-2.26,-2.34,05-Sep-2025,07-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-3.0575796542363207,19-DEC-19,-2.8354575397393726,10.206782464846988,-7.826777910210564,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
SETFGOLD,Gold,129.94,129.94,128.64,129.45,-1.77,-1.35,7528668,974360212.56,130.9538,153.95,88.11,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,42.50330250990751,4.953786281822592,131.22,0,43.55,3.03,05-Sep-2025,07-Aug-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,4.953786281822592,06-JAN-22,42.50330250990751,15.914257875933746,-46.918624446714325,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,14.87,14.87,14.67,14.77,-0.17,-1.14,57797478,850778876.16,14.9234,17.7,10.24,-,-,42.70531400966184,5.274411974340701,14.94,0,43.65,3.11,05-Sep-2025,07-Aug-2026,-,5.274411974340701,-,42.70531400966184,16.55367231638418,-44.23828124999999,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
