symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
SILVERADD,DSP Silver ETF,148.88,153.5,148.54,153,5.09,3.44,318281,48085893.48,148.0375,183,83.3,147.91,0,69.33,-6.79,18-Nov-2024,17-Oct-2025,75.15741270749858,3.371393824741578,-,-,16.39344262295082,-83.6734693877551,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
SILVERETF,UTI Silver Exchange Traded Fund (UTI Silver ETF),149.08,152.99,149.08,152.95,4.84,3.27,1435808,216634711.04,148.6537,187.04,84.05,148.11,0,68.4,-8.56,18-Nov-2024,17-Oct-2025,73.90562819783966,2.007469654528472,-,-,18.22604790419162,-81.97501487209993,https://nsearchives.nseindia.com/today/SILVERETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERETF-EQ.svg,"{'symbol': 'SILVERETF', 'companyName': 'UTI Mutual Fund - UTI Silver Exchange Traded Fund (UTI Silver ETF)', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AYK6', 'listingDate': '2023-04-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
HDFCSILVER,HDFC Silver ETF,147.89,151.74,147.89,151.74,4.78,3.25,2065693,308759132.71,147.4432,187.1,83.13,146.96,0,68.22,-8.4,18-Nov-2024,17-Oct-2025,73.69505494505496,2.603286226249255,-,-,18.89898450026723,-82.53338145073982,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,"{'symbol': 'HDFCSILVER', 'companyName': 'HDFC Mutual Fund - HDFC Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DI2', 'listingDate': '2022-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
ITIETF,Nifty IT Index,39.56,40.79,39.53,40.7,1.25,3.17,2553471,103619853.18,39.4889,49.53,33.43,39.45,0,-11.41,3.43,18-Nov-2024,17-Oct-2025,-8.600943184370083,5.769230769230785,01-SEP-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,17.827579244902076,-21.74693389171404,https://nsearchives.nseindia.com/today/ITIETFEQN.svg,https://nsearchives.nseindia.com/30d/ITIETF-EQ.svg,https://nsearchives.nseindia.com/365d/ITIETF-EQ.svg,"{'symbol': 'ITIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16I6', 'slb_isin': 'INF109KC16I6', 'listingDate': '2020-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,154.46,157.98,153.65,157.5,4.83,3.16,1661321,258651066.49,153.2147,191.65,86.3,152.67,0,69.01,-8.31,18-Nov-2024,17-Oct-2025,74.36067751577549,2.5123665712054244,-,-,17.818940777458913,-82.50289687137891,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
TATSILV,Tata Silver Exchange Traded Fund,14.92,15.39,14.92,15.39,0.47,3.15,22841585,346278428.6,14.9666,18.33,8.4,14.92,0,69.35,-8.97,18-Nov-2024,17-Oct-2025,74.68785471055618,1.2500000000000084,-,-,16.03927986906709,-83.21428571428571,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,"{'symbol': 'TATSILV', 'companyName': 'Tata Mutual Fund Tata Silver Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1984', 'listingDate': '2024-01-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
MOSILVER,Domestic Price of Physical Silver,151.83,156.89,151.83,156.39,4.74,3.13,34458,5314801.92,152.3332,193.33,112.32,151.65,0,0,-8.69,,17-Oct-2025,Infinity,1.730306381317893,-,-,19.107225986654957,-39.23611111111111,https://nsearchives.nseindia.com/today/MOSILVEREQN.svg,https://nsearchives.nseindia.com/30d/MOSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/MOSILVER-EQ.svg,"{'symbol': 'MOSILVER', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FZ1', 'listingDate': '2025-08-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
EGOLD,Edelweiss Gold ETF,121.9,125.3,121.9,125.3,3.8,3.13,59697,7360043.13,121.8773,131.55,75,121.5,0,59.66,-6.83,18-Nov-2024,17-Oct-2025,64.65177398160316,-1.686936053354261,-,-,4.751045229950599,-67.06666666666666,https://nsearchives.nseindia.com/today/EGOLDEQN.svg,https://nsearchives.nseindia.com/30d/EGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/EGOLD-EQ.svg,"{'symbol': 'EGOLD', 'companyName': 'Edelweiss Mutual Fund -Edelweiss Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SE6', 'listingDate': '2023-11-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,148.02,151.4,147.64,151.15,4.57,3.12,29754382,4436675900.02,147.0931,180,77.55,146.58,0,68.64,-8.73,18-Nov-2024,17-Oct-2025,73.89553612517257,1.5656497782556194,-,-,16.027777777777775,-94.90651192778854,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,153.12,157,153.12,157,4.69,3.08,809752,125406292.24,152.7795,194.8,85.51,152.31,0,68.95,-9.16,18-Nov-2024,17-Oct-2025,74.15418746533554,1.9944130448905302,-,-,19.40451745379877,-83.60425681206875,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '19-Nov-2025 16:00:00', 'preOpenTime': '19-Nov-2025 09:07:26', 'QuotePreOpenFlag': False}}"
