symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,222.25,222.49,218.42,220.8,-1.41,-0.63,17443388,3845569318.48,222.6441,360,126.75,-,-,72.20402433317737,-4.745470232959447,222.21,0,79.71,-4.6,19-Sep-2025,21-Aug-2026,-,-4.745470232959447,-,72.20402433317737,38.666666666666664,-74.20118343195267,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
GOLDBEES,Gold,125.56,125.57,124.28,125.25,-0.32,-0.25,21852347,2730669281.12,125.4698,148.14,91.43,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,34.47498389521151,-5.8412268831754695,125.57,0,37.55,-4.38,19-Sep-2025,21-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,-5.8412268831754695,19-DEC-19,34.47498389521151,15.451599837991083,-36.990047030515136,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,1000,1000.01,999.22,1000.01,0.01,0.00,2523773,2523773000,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.002000020000198183,1000,0,0,0,19-Sep-2025,21-Aug-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLD1,Gold,126.57,126.76,125.4,126.37,-0.28,-0.22,15280316,1928070272.88,126.6994,158,92.4,22-JUL-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,34.70845325658245,-6.030636525877443,126.65,0,37.81,-4.68,19-Sep-2025,21-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,-6.030636525877443,22-JUL-21,34.70845325658245,20.01898734177215,-36.76406926406926,https://nsearchives.nseindia.com/today/GOLD1EQN.svg,https://nsearchives.nseindia.com/30d/GOLD1-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD1-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,116.02,116.04,116.02,116.04,0.03,0.03,14665202,1701603388.06,116.011,116.04,107.56,-,-,4.985071926173894,0.38062283737025254,116.01,0,4.96,0.36,19-Sep-2025,21-Aug-2026,-,0.38062283737025254,-,4.985071926173894,0,-7.8839717367050985,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
NIFTYBEES,Nifty 50,267.85,268.89,266.01,266.68,-1.08,-0.40,5397108,1440973864.92,267.065,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-6.260325494744983,-3.3312792257222594,267.76,0,-6.34,-3.25,19-Sep-2025,21-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-3.3312792257222594,19-DEC-19,-6.260325494744983,11.768403639371378,-5.951529598728652,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,1145.77,1145.79,1145.77,1145.79,0.16,0.01,786773,901468767.94,1145.6264,1151.22,1089.65,-,-,4.938316832589967,0.3608748587595269,1145.63,0,4.94,0.36,19-Sep-2025,21-Aug-2026,-,0.3608748587595269,-,4.938316832589967,0.4716735289519,-5.152113063827822,https://nsearchives.nseindia.com/today/LIQUIDADDEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDADD-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDADD-EQ.svg,EQ
GOLDIETF,Gold,130,130.11,128.7,129.7,-0.31,-0.24,6958233,900117020.88,129.9842,158,94.8,-,-,34.613388687078356,-5.816571055115837,130.01,0,37.88,-4.4,19-Sep-2025,21-Aug-2026,-,-5.816571055115837,-,34.613388687078356,17.911392405063296,-36.814345991561176,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,232.25,232.29,228.11,230.78,-1.22,-0.53,3508319,807755366.56,232.4875,373.5,131.72,-,-,73.11529517665592,-4.660001652482856,232,0,80.28,-4.48,19-Sep-2025,21-Aug-2026,-,-4.660001652482856,-,73.11529517665592,38.21151271753681,-75.20498026116003,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
SETFGOLD,Gold,129.5,129.58,128.12,129.23,-0.3,-0.23,5500775,708884874.25,129.4092,153.95,93.64,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,34.5445080687142,-5.891348674628608,129.53,0,37.68,-4.5,19-Sep-2025,21-Aug-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,-5.891348674628608,06-JAN-22,34.5445080687142,16.05716141604417,-38.007261853908574,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
