symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,206.68,208.59,206.68,208,3.08,1.50,18491420,3837154564.2,204.8841,360,105.42,-,-,94.13851036027627,-11.364895385008731,204.92,0,87.81,-7.45,18-Jul-2025,19-Jun-2026,-,-11.364895385008731,-,94.13851036027627,42.22222222222222,-97.30601403908177,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,980,1002.98,980,999.99,-0.01,-0.00,3677960,3677960000,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,0,1000,0,0,0,18-Jul-2025,19-Jun-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,19-SEP-17,0,2.9126496373751203,-3.0928153898493798,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,116.03,116.94,116.03,116.86,1.07,0.92,13869503,1617600134.89,115.9582,148.14,79.67,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,43.98718580581568,-5.567676767676768,115.79,0,41.67,-3.34,18-Jul-2025,19-Jun-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,-5.567676767676768,19-DEC-19,43.98718580581568,21.115161333873356,-46.680055227814734,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.07,115.09,115.07,115.08,0.01,0.01,12556049,1444824558.43,115.0659,115.09,102,-,-,5.076698319941565,0.4451427075150608,115.07,0,5.03,0.38,18-Jul-2025,19-Jun-2026,-,0.4451427075150608,-,5.076698319941565,0.008688852202628479,-12.823529411764703,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
NIFTYBEES,Nifty 50,276.11,276.19,274.01,275.6,-0.86,-0.31,5182257,1426986287.52,276.9259,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.556305908142687,0.9117205521584743,276.46,0,-1.77,1.29,18-Jul-2025,19-Jun-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,0.9117205521584743,19-DEC-19,-2.556305908142687,8.817204301075261,-9.495431068732634,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1111.68,1114.49,1111.68,1114.29,0.15,0.01,745052,830203993.08,1114.1472,1136.66,1030.28,-,-,5.163366616961441,0.45345545679101135,1114.14,0,5.1,0.38,18-Jul-2025,19-Jun-2026,-,0.45345545679101135,-,5.163366616961441,1.9680467334119365,-8.154094032690143,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
BANKBEES,Nifty Bank,599.59,603.88,595,600.2,-4.7,-0.78,1266129,757892158.11,605.902,638.99,515.98,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,2.5492072170585143,1.1016406697436374,604.9,0,4.16,1.27,18-Jul-2025,19-Jun-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,1.1016406697436374,19-DEC-19,2.5492072170585143,6.070517535485682,-16.322338075119198,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,EQ
GOLDIETF,Gold,121.45,121.45,120.15,121.11,1.22,1.02,6031636,728440679.72,120.0879,158,82.08,-,-,44.53992123165054,-5.530421216848666,119.89,0,41.9,-3.31,18-Jul-2025,19-Jun-2026,-,-5.530421216848666,-,44.53992123165054,23.348101265822784,-47.551169590643276,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,20.85,21.2,20.85,21.14,0.33,1.59,33542248,708076855.28,20.8291,35.1,10.44,-,-,94.65930018416206,-11.25104953820319,20.81,0,88.33,-7.43,18-Jul-2025,19-Jun-2026,-,-11.25104953820319,-,94.65930018416206,39.77207977207977,-102.4904214559387,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
PSUBNKBEES,Nifty PSU Bank,93.76,96.5,93.38,96.3,2.72,2.91,6522285,621051977.7,93.7083,110.4,73.82,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,19.523395804890164,-1.261150415256848,93.58,0,17.19,-4.06,18-Jul-2025,19-Jun-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-1.261150415256848,19-DEC-19,19.523395804890164,12.77173913043479,-30.452451910051487,https://nsearchives.nseindia.com/today/PSUBNKBEESEQN.svg,https://nsearchives.nseindia.com/30d/PSUBNKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBNKBEES-EQ.svg,EQ
