symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,mpc,ypc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,21.96,21.96,21.19,21.3,-0.02,-0.09,2465347,52462584.16,21.3481,26.81,19.2,21.32,0,6.81,-0.84,08-Apr-2025,09-Mar-2026,-0.9302325581395315,6.713426853707414,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,20.552032823573285,-10.937500000000007,https://nsearchives.nseindia.com/today/LOWVOLIETFEQN.svg,https://nsearchives.nseindia.com/30d/LOWVOLIETF-EQ.svg,https://nsearchives.nseindia.com/365d/LOWVOLIETF-EQ.svg,EQ,"{'symbol': 'LOWVOLIETF', 'companyName': 'ICICI Prudential Nifty 100 Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19U5', 'slb_isin': 'INF109KC19U5', 'listingDate': '2017-07-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
FMCGIETF,Nifty FMCG Index,51.51,51.51,50.83,51.03,-0.09,-0.18,976223,49826421.92,51.0122,62.3,48.55,51.12,0,-10.79,-2.89,08-Apr-2025,09-Mar-2026,-3.058510638297871,-10.942408376963343,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,18.089887640449433,-5.108135942327506,https://nsearchives.nseindia.com/today/FMCGIETFEQN.svg,https://nsearchives.nseindia.com/30d/FMCGIETF-EQ.svg,https://nsearchives.nseindia.com/365d/FMCGIETF-EQ.svg,EQ,"{'symbol': 'FMCGIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty FMCG ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19V3', 'slb_isin': 'INF109KC19V3', 'listingDate': '2021-08-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GROWWPOWER,BSE Power Index - TRI,10.67,10.83,10.55,10.8,0.19,1.79,4612829,49587911.75,10.6329,12,7.75,10.61,0,0,3.61,,09-Mar-2026,5.468750000000004,Infinity,-,-,9.999999999999995,-39.35483870967742,https://nsearchives.nseindia.com/today/GROWWPOWEREQN.svg,https://nsearchives.nseindia.com/30d/GROWWPOWER-EQ.svg,,EQ,"{'symbol': 'GROWWPOWER', 'companyName': 'Groww Mutual Fund - Groww BSE Power ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LM6', 'listingDate': '2025-08-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
SETFNN50,Nifty Next 50,706.44,710.98,701.51,709.23,2.78,0.39,61325,43444469.75,706.131,840,632,706.45,0,9.77,0.28,08-Apr-2025,09-Mar-2026,0.6742561889620713,10.200752043258023,02-NOV-17, DIVIDEND - RS 7/- PER UNIT,15.567857142857141,-12.219936708860763,https://nsearchives.nseindia.com/today/SETFNN50EQN.svg,https://nsearchives.nseindia.com/30d/SETFNN50-EQ.svg,https://nsearchives.nseindia.com/365d/SETFNN50-EQ.svg,EQ,"{'symbol': 'SETFNN50', 'companyName': 'SBI-ETF Nifty Next 50', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1598', 'slb_isin': 'INF200KA1598', 'listingDate': '2015-03-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,46.65,47.23,46.5,47.13,0.34,0.73,903856,42526424.8,46.7141,52.62,41.13,46.79,0,11.46,2.99,08-Apr-2025,09-Mar-2026,3.7420206911732397,12.267746545974289,-,-,10.433295324971485,-14.587892049598832,https://nsearchives.nseindia.com/today/MIDSMALLEQN.svg,https://nsearchives.nseindia.com/30d/MIDSMALL-EQ.svg,https://nsearchives.nseindia.com/365d/MIDSMALL-EQ.svg,EQ,"{'symbol': 'MIDSMALL', 'companyName': 'MiraeAssetMF-Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LJ8', 'slb_isin': 'INF769K01LJ8', 'listingDate': '2024-05-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GROWWGOLD,Commodity,14.48,14.6,14.46,14.59,-0.12,-0.82,2858760,41480607.6,14.6666,18,8.58,14.71,0,-83.12,-5.04,08-Apr-2025,09-Mar-2026,-5.81020012911556,-83.25682809272435,06-FEB-26,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,18.944444444444443,-70.04662004662005,https://nsearchives.nseindia.com/today/GROWWGOLDEQN.svg,https://nsearchives.nseindia.com/30d/GROWWGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWGOLD-EQ.svg,EQ,"{'symbol': 'GROWWGOLD', 'companyName': 'Groww Mutual Fund - Groww Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01OE7', 'listingDate': '2024-10-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,1055.54,1055.54,1055.5,1055.5,0.09,0.01,38832,40987176,,1059.7,1005.89,1055.41,0,4.92,0.41,08-Apr-2025,09-Mar-2026,0.41478775424775954,4.9277782748302625,28-FEB-25,CHANGE IN FUNDAMENTAL ATTRIBUTE OF HDFC NIFTY 1D RATE LIQUID ETF,0.39633858639237945,-4.931950809730688,https://nsearchives.nseindia.com/today/HDFCLIQUIDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCLIQUID-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCLIQUID-EQ.svg,EQ,"{'symbol': 'HDFCLIQUID', 'companyName': 'HDFC Nifty 1D Rate Liquid ETF - Growth', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1JG3', 'slb_isin': 'INF179KC1JG3', 'listingDate': '2023-08-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GROWWLIQID,Nifty 1D Rate Index,108.6,108.6,108.57,108.58,0.03,0.03,346918,37664887.26,108.558,108.99,100,108.55,0,4.94,0.38,08-Apr-2025,09-Mar-2026,0.4068799704087273,4.969064191802011,-,-,0.37618130103678926,-8.579999999999998,https://nsearchives.nseindia.com/today/GROWWLIQIDEQN.svg,https://nsearchives.nseindia.com/30d/GROWWLIQID-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWLIQID-EQ.svg,EQ,"{'symbol': 'GROWWLIQID', 'companyName': 'Groww Mutual Fund - Groww Nifty 1D Rate Liquid ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IP5', 'slb_isin': 'INF666M01IP5', 'listingDate': '2024-09-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
NIF100BEES,Nifty 100 TRI,262.73,264.13,257.7,259.89,-1.54,-0.59,139471,36195513.92,260.543,290,240,261.43,0,7.6,0.01,08-Apr-2025,09-Mar-2026,-0.5814620710761021,6.968225222258798,-,-,10.38275862068966,-8.287499999999994,https://nsearchives.nseindia.com/today/NIF100BEESEQN.svg,https://nsearchives.nseindia.com/30d/NIF100BEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIF100BEES-EQ.svg,EQ,"{'symbol': 'NIF100BEES', 'companyName': 'NIPPON INDIA ETF NIFTY 100', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204K014N5', 'slb_isin': 'INF204K014N5', 'listingDate': '2013-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
HDFCNIFBAN,Nifty Bank,56.7,57.14,56.1,56.12,-1.01,-1.77,640061,36093039.79,57.104,65.54,50.44,57.13,0,10.87,-0.75,08-Apr-2025,09-Mar-2026,-2.501737317581662,8.907432563555204,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 223.31/- PER SHARE TO RS 22.331/- PER SHARE,14.372902044552957,-11.2609040444092,https://nsearchives.nseindia.com/today/HDFCNIFBANEQN.svg,https://nsearchives.nseindia.com/30d/HDFCNIFBAN-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCNIFBAN-EQ.svg,EQ,"{'symbol': 'HDFCNIFBAN', 'companyName': 'HDFC NIFTY Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HY0', 'slb_isin': 'INF179KC1HY0', 'listingDate': '2020-08-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,15.7,15.7,15.44,15.6,0.04,0.26,2304699,35861116.44,15.5379,19.38,14.1,15.56,0,7.16,2.77,08-Apr-2025,09-Mar-2026,3.0383091149273387,7.43801652892562,-,-,19.504643962848295,-10.638297872340425,https://nsearchives.nseindia.com/today/MOSMALL250EQN.svg,https://nsearchives.nseindia.com/30d/MOSMALL250-EQ.svg,https://nsearchives.nseindia.com/365d/MOSMALL250-EQ.svg,EQ,"{'symbol': 'MOSMALL250', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01CH6', 'slb_isin': 'INF247L01CH6', 'listingDate': '2024-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,10.28,10.28,9.93,10.17,0.06,0.59,3482975,35212877.25,10.096,12,9.11,10.11,0,0,1.4,,09-Mar-2026,2.0060180541624804,Infinity,-,-,15.25,-11.635565312843037,https://nsearchives.nseindia.com/today/GROWWMOM50EQN.svg,https://nsearchives.nseindia.com/30d/GROWWMOM50-EQ.svg,,EQ,"{'symbol': 'GROWWMOM50', 'companyName': 'Groww Mutual Fund - Groww Nifty 500 Momentum 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01KJ4', 'slb_isin': 'INF666M01KJ4', 'listingDate': '2025-04-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
MOM100,Nifty Midcap 100,61.7,61.78,60.76,61.47,0.14,0.23,537905,33027367,61.1638,69.2,52.16,61.33,0,14.7,1.09,08-Apr-2025,09-Mar-2026,1.3186088676446301,14.961660744342621,-,-,11.17052023121388,-17.848926380368102,https://nsearchives.nseindia.com/today/MOM100EQN.svg,https://nsearchives.nseindia.com/30d/MOM100-EQ.svg,https://nsearchives.nseindia.com/365d/MOM100-EQ.svg,EQ,"{'symbol': 'MOM100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Midcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01023', 'slb_isin': 'INF247L01023', 'listingDate': '2011-02-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
OILIETF,Nifty Oil & Gas Index,11.31,11.4,11.2,11.23,-0.08,-0.71,2834622,31889497.5,11.2934,14,9.8,11.31,0,11.43,-3,08-Apr-2025,09-Mar-2026,-3.6878216123499117,10.64039408866995,-,-,19.78571428571428,-14.591836734693874,https://nsearchives.nseindia.com/today/OILIETFEQN.svg,https://nsearchives.nseindia.com/30d/OILIETF-EQ.svg,https://nsearchives.nseindia.com/365d/OILIETF-EQ.svg,EQ,"{'symbol': 'OILIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18W3', 'slb_isin': 'INF109KC18W3', 'listingDate': '2024-07-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
ITIETF,Nifty IT Index,34.7,34.95,34.35,34.87,0.05,0.14,897534,31108528.44,34.8114,44.3,31.24,34.82,0,-2.74,4.75,08-Apr-2025,09-Mar-2026,4.903730445246676,-2.597765363128491,01-SEP-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,21.28668171557562,-11.619718309859152,https://nsearchives.nseindia.com/today/ITIETFEQN.svg,https://nsearchives.nseindia.com/30d/ITIETF-EQ.svg,https://nsearchives.nseindia.com/365d/ITIETF-EQ.svg,EQ,"{'symbol': 'ITIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16I6', 'slb_isin': 'INF109KC16I6', 'listingDate': '2020-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,31.07,31.07,30.35,30.93,0.16,0.52,932957,28697757.32,30.7155,33.69,25.65,30.77,0,17.26,2.4,08-Apr-2025,09-Mar-2026,2.9284525790349383,17.873475609756103,-,-,8.192341941228845,-20.584795321637433,https://nsearchives.nseindia.com/today/FINIETFEQN.svg,https://nsearchives.nseindia.com/30d/FINIETF-EQ.svg,https://nsearchives.nseindia.com/365d/FINIETF-EQ.svg,EQ,"{'symbol': 'FINIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Pru Nifty Fin Ser Ex-Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC17L8', 'slb_isin': 'INF109KC17L8', 'listingDate': '2022-11-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GROWWEV,Nifty EV and New Age Automotive Index,28.86,29.1,28.35,28.75,-0.11,-0.38,978207,27996284.34,28.7464,32.38,24,28.86,0,16.14,-0.21,08-Apr-2025,09-Mar-2026,-0.5878284923928137,15.694164989939633,-,-,11.210623841877709,-19.791666666666668,https://nsearchives.nseindia.com/today/GROWWEVEQN.svg,https://nsearchives.nseindia.com/30d/GROWWEV-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWEV-EQ.svg,EQ,"{'symbol': 'GROWWEV', 'companyName': 'Groww Mutual Fund - Groww Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IH2', 'slb_isin': 'INF666M01IH2', 'listingDate': '2024-08-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
BANKNIFTY1,Nifty Bank,58.24,58.24,56.58,56.85,-0.79,-1.37,457362,26083354.86,57.5705,65.29,51.29,57.64,0,-88.9,-0.62,08-Apr-2025,09-Mar-2026,-1.9827586206896528,-89.04814194070391,27-FEB-26,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,12.926941338642983,-10.840319750438686,https://nsearchives.nseindia.com/today/BANKNIFTY1EQN.svg,https://nsearchives.nseindia.com/30d/BANKNIFTY1-EQ.svg,https://nsearchives.nseindia.com/365d/BANKNIFTY1-EQ.svg,EQ,"{'symbol': 'BANKNIFTY1', 'companyName': 'Kotak Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1ZB7', 'slb_isin': 'INF174KA1ZB7', 'listingDate': '2014-12-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GOLDBETA,Gold,123.05,125.55,123.05,125.55,-0.65,-0.52,206057,25748882.72,126.2819,149.35,73.35,126.2,0,0,-5.64,,09-Mar-2026,-6.130841121495329,Infinity,25-MAR-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,15.935721459658518,-71.16564417177915,https://nsearchives.nseindia.com/today/GOLDBETAEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBETA-EQ.svg,,EQ,"{'symbol': 'GOLDBETA', 'companyName': 'UTI Mutual Fund - UTI Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUX7', 'listingDate': '2007-04-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,64.23,64.66,64.15,64.42,0.19,0.30,396409,25544595.96,64.4038,66.31,60.12,64.23,0,5.4,0.08,08-Apr-2025,09-Mar-2026,0.37394827048924095,5.710534952412216,-,-,2.850248831247173,-7.152361942781113,https://nsearchives.nseindia.com/today/GILT5YBEESEQN.svg,https://nsearchives.nseindia.com/30d/GILT5YBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GILT5YBEES-EQ.svg,EQ,"{'symbol': 'GILT5YBEES', 'companyName': 'NIPPON INDIA ETF NIFTY 5 YR BENCHMARK GSEC', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1030', 'slb_isin': 'INF204KC1030', 'listingDate': '2021-04-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
SENSEXIETF,SENSEX,896,896,873.55,878,-9.06,-1.02,28786,25279865.2,885.7286,999.84,818.28,887.06,0,5.55,0.2,08-Apr-2025,09-Mar-2026,-0.8223386951021115,4.476546324281873,-,-,12.185949751960317,-7.29823532287237,https://nsearchives.nseindia.com/today/SENSEXIETFEQN.svg,https://nsearchives.nseindia.com/30d/SENSEXIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SENSEXIETF-EQ.svg,EQ,"{'symbol': 'SENSEXIETF', 'companyName': 'ICICI Prudential BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF346A01034', 'slb_isin': 'INF346A01034', 'listingDate': '2014-07-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
DEFENCE,BSE India Defence,66.89,68.06,65.99,67.47,0.91,1.37,352570,23763218,66.4553,72,58.91,66.56,0,0,-2.6,,09-Mar-2026,-1.2730465320456608,Infinity,-,-,6.291666666666668,-14.530639959259892,https://nsearchives.nseindia.com/today/DEFENCEEQN.svg,https://nsearchives.nseindia.com/30d/DEFENCE-EQ.svg,,EQ,"{'symbol': 'DEFENCE', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset BSE India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01QC2', 'listingDate': '2026-02-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '09-Apr-2026 16:00:00', 'preOpenTime': '09-Apr-2026 09:07:11', 'QuotePreOpenFlag': False}}"
