symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
MONIFTY100,Nifty 100 Total Return Index,26.5,27.31,26.28,27.31,0.91,3.45,1622,42901.9,26.4661,27.97,26.16,26.4,0,0,0,,,Infinity,Infinity,-,-,2.3596710761530217,-4.3960244648317985,https://nsearchives.nseindia.com/today/MONIFTY100EQN.svg,https://nsearchives.nseindia.com/30d/MONIFTY100-EQ.svg,https://nsearchives.nseindia.com/365d/MONIFTY100-EQ.svg,"{'symbol': 'MONIFTY100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01GG9', 'listingDate': '2025-10-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
EBANKNIFTY,Edelweiss Nifty Bank ETF,59.46,59.46,57.99,59,0.71,1.22,952,55596.8,58.4593,59.46,47,58.29,0,14.86,5.27,04-Nov-2024,03-Oct-2025,15.347018572825027,4.814354236987033,-,-,0.7736293306424501,-25.53191489361702,https://nsearchives.nseindia.com/today/EBANKNIFTYEQN.svg,https://nsearchives.nseindia.com/30d/EBANKNIFTY-EQ.svg,https://nsearchives.nseindia.com/365d/EBANKNIFTY-EQ.svg,"{'symbol': 'EBANKNIFTY', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01TE4', 'listingDate': '2024-09-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
NIF5GETF,UTI Nifty 5 yr Benchmark G-Sec ETF,63.71,64.08,63.16,64,0.6,0.95,447,28344.27,63.5793,65,58.14,63.4,0,9.01,0.59,04-Nov-2024,03-Oct-2025,10.079119367045063,1.073910296904611,-,-,1.5384615384615385,-10.079119367045063,https://nsearchives.nseindia.com/today/NIF5GETFEQN.svg,https://nsearchives.nseindia.com/30d/NIF5GETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIF5GETF-EQ.svg,"{'symbol': 'NIF5GETF', 'companyName': 'UTI Mutual Fund - UTI Nifty 5 yr Benchmark G-Sec ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZE6', 'slb_isin': 'INF789F1AZE6', 'listingDate': '2024-02-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
GROWWSC250,Nifty Smallcap 250 Index - TRI,9.9,10.3,9.9,10.17,0.08,0.79,245321,2460569.63,10.0425,10.47,9.9,10.09,0,0,0,,,Infinity,Infinity,-,-,2.8653295128939895,-2.727272727272723,https://nsearchives.nseindia.com/today/GROWWSC250EQN.svg,https://nsearchives.nseindia.com/30d/GROWWSC250-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWSC250-EQ.svg,"{'symbol': 'GROWWSC250', 'companyName': 'Groww Mutual Fund - Groww Nifty Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01MO0', 'listingDate': '2025-10-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,258.96,260.9,257.84,260.89,1.76,0.68,13859,3595440.37,259.1076,265.21,237,259.13,0,8.38,0.61,04-Nov-2024,03-Oct-2025,8.935654933400132,1.1162358048137653,-,-,1.6288978545303696,-10.080168776371302,https://nsearchives.nseindia.com/today/SETF10GILTEQN.svg,https://nsearchives.nseindia.com/30d/SETF10GILT-EQ.svg,https://nsearchives.nseindia.com/365d/SETF10GILT-EQ.svg,"{'symbol': 'SETF10GILT', 'companyName': 'SBI Mutual Fund - SBI-ETF 10 YEAR GILT ', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1JT1', 'slb_isin': 'INF200KA1JT1', 'listingDate': '2016-06-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
EVIETF,Nifty EV & New Age Automotive ETF,31.26,31.46,30.96,31.4,0.2,0.64,148602,4621522.2,31.2157,33.75,23.56,31.2,0,0,-0.74,,03-Oct-2025,Infinity,0.6732927220262818,-,-,6.962962962962967,-33.276740237691,https://nsearchives.nseindia.com/today/EVIETFEQN.svg,https://nsearchives.nseindia.com/30d/EVIETF-EQ.svg,https://nsearchives.nseindia.com/365d/EVIETF-EQ.svg,"{'symbol': 'EVIETF', 'companyName': 'ICICI Prudential MF-ICICI Prudential Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109K1A153', 'listingDate': '2025-04-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,63.51,63.77,63.07,63.52,0.37,0.59,32664,2078410.32,63.2991,65.85,59.48,63.15,0,0,2.4,,03-Oct-2025,Infinity,2.4516129032258114,-,-,3.5383447228549603,-6.792199058507072,https://nsearchives.nseindia.com/today/MOMIDMTMEQN.svg,https://nsearchives.nseindia.com/30d/MOMIDMTM-EQ.svg,https://nsearchives.nseindia.com/365d/MOMIDMTM-EQ.svg,"{'symbol': 'MOMIDMTM', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Midcap150 Momentum 50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FQ0', 'listingDate': '2025-07-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
MAFANG,NYSE FANG+ Total Return Index,177.2,177.2,177.2,177.2,0.97,0.55,297834,52776184.8,148.2822,178.78,96.02,176.23,0,82.59,4.58,04-Nov-2024,03-Oct-2025,82.58629572385368,4.709566861667553,-,-,0.8837677592571946,-84.54488648198291,https://nsearchives.nseindia.com/today/MAFANGEQN.svg,https://nsearchives.nseindia.com/30d/MAFANG-EQ.svg,https://nsearchives.nseindia.com/365d/MAFANG-EQ.svg,"{'symbol': 'MAFANG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset NYSE FANG+ ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HF4', 'slb_isin': 'INF769K01HF4', 'listingDate': '2021-05-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
NIFMID150,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),223.24,224.37,222.84,224.37,1.12,0.50,610,136420.4,223.7183,235.48,174.82,223.25,0,7.45,3.88,04-Nov-2024,03-Oct-2025,7.451750395096021,3.7933108201878234,-,-,4.718022762018,-28.343438965793393,https://nsearchives.nseindia.com/today/NIFMID150EQN.svg,https://nsearchives.nseindia.com/30d/NIFMID150-EQ.svg,https://nsearchives.nseindia.com/365d/NIFMID150-EQ.svg,"{'symbol': 'NIFMID150', 'companyName': 'UTI Mutual Fund - UTI Nifty Midcap 150 Exchange Traded Fund (ETF)', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AYX9', 'slb_isin': 'INF789F1AYX9', 'listingDate': '2023-09-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
MASPTOP50,S&P 500 Top 50 Total Return Index,69.34,71.44,69.34,71.44,0.32,0.45,302952,21633802.32,59.8089,71.8,40.86,71.12,0,56.69,3.87,04-Nov-2024,03-Oct-2025,56.804214223002624,3.701553200754822,-,-,0.5013927576601663,-74.84092021536955,https://nsearchives.nseindia.com/today/MASPTOP50EQN.svg,https://nsearchives.nseindia.com/30d/MASPTOP50-EQ.svg,https://nsearchives.nseindia.com/365d/MASPTOP50-EQ.svg,"{'symbol': 'MASPTOP50', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset S&P 500 Top 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HP3', 'slb_isin': 'INF769K01HP3', 'listingDate': '2021-09-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,13.1,13.1,12.97,13.03,0.05,0.39,34160,444080,13.0315,14.5,11.7,12.98,0,7.43,0.31,04-Nov-2024,03-Oct-2025,7.50825082508251,0.3852080123266482,-,-,10.137931034482763,-11.367521367521368,https://nsearchives.nseindia.com/today/AXISBPSETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISBPSETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISBPSETF-EQ.svg,"{'symbol': 'AXISBPSETF', 'companyName': 'AXIS MUTUAL FUND - Axis Nifty AAA Bond Plus SDL Apr 2026 50-50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Z04', 'slb_isin': 'INF846K01Z04', 'listingDate': '2021-05-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
LICNETFGSC,GSEC10 NSE Index,28.69,28.69,28.56,28.66,0.11,0.39,32962,943372.44,28.5849,30,26,28.55,0,8.65,0.99,04-Nov-2024,03-Oct-2025,8.684110731892298,0.7027406886858724,-,-,4.466666666666667,-10.23076923076923,https://nsearchives.nseindia.com/today/LICNETFGSCEQN.svg,https://nsearchives.nseindia.com/30d/LICNETFGSC-EQ.svg,https://nsearchives.nseindia.com/365d/LICNETFGSC-EQ.svg,"{'symbol': 'LICNETFGSC', 'companyName': 'LIC MF - LIC MF G-sec LT ETF - GO', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01MV5', 'slb_isin': 'INF767K01MV5', 'listingDate': '2015-01-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,110.58,111.04,110.58,111.04,0.4,0.36,24,2662.56,110.7933,113.03,102.76,110.64,0,7.4,0.84,04-Nov-2024,03-Oct-2025,7.399168198084927,0.3071364046973834,-,-,1.7605945324250154,-8.057609964966915,https://nsearchives.nseindia.com/today/ABGSECEQN.svg,https://nsearchives.nseindia.com/30d/ABGSEC-EQ.svg,https://nsearchives.nseindia.com/365d/ABGSEC-EQ.svg,"{'symbol': 'ABGSEC', 'companyName': 'AdityaBirlaSunLifeMF-Aditya Birla Sun Life CRISIL Broad Based Gilt ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KC1134', 'listingDate': '2024-07-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
SBIBPB,BSE PSU Bank Index TRI,49.87,49.87,48.29,48.78,0.12,0.25,39571,1921567.76,48.6211,53.29,34.37,48.66,0,0,10.01,,03-Oct-2025,Infinity,10.013531799729359,-,-,8.463126290110711,-41.926098341576974,https://nsearchives.nseindia.com/today/SBIBPBEQN.svg,https://nsearchives.nseindia.com/30d/SBIBPB-EQ.svg,https://nsearchives.nseindia.com/365d/SBIBPB-EQ.svg,"{'symbol': 'SBIBPB', 'companyName': 'SBI Mutual Fund - SBI BSE PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1712', 'listingDate': '2025-03-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
ELM250,Nifty LargeMidcap 250 TRI,16.7,17.01,16.55,16.73,0.04,0.24,300335,5015594.5,16.7207,19.2,15.89,16.69,0,0,3.59,,03-Oct-2025,Infinity,2.638036809815949,-,-,12.864583333333329,-5.286343612334801,https://nsearchives.nseindia.com/today/ELM250EQN.svg,https://nsearchives.nseindia.com/30d/ELM250-EQ.svg,https://nsearchives.nseindia.com/365d/ELM250-EQ.svg,"{'symbol': 'ELM250', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Nifty LargeMidcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01VV4', 'listingDate': '2025-09-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,63.33,63.56,63.2,63.37,0.15,0.24,194156,12292016.36,63.3435,71,57.6,63.22,0,8.87,0.05,04-Nov-2024,03-Oct-2025,8.901873174084894,0.12640227524095166,-,-,10.74647887323944,-10.017361111111104,https://nsearchives.nseindia.com/today/GILT5YBEESEQN.svg,https://nsearchives.nseindia.com/30d/GILT5YBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GILT5YBEES-EQ.svg,"{'symbol': 'GILT5YBEES', 'companyName': 'NIPPON INDIA ETF NIFTY 5 YR BENCHMARK GSEC', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1030', 'slb_isin': 'INF204KC1030', 'listingDate': '2021-04-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '04-Nov-2025 16:00:00', 'preOpenTime': '04-Nov-2025 09:07:57', 'QuotePreOpenFlag': False}}"
