symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,222.12,223.74,221.25,222.75,2.87,1.31,16085668,3580669696.8,220.1134,360,117.95,-,-,87.24781439139207,7.427055702917774,219.88,0,84.84,6.04,03-Sep-2025,04-Aug-2026,-,7.427055702917774,-,87.24781439139207,38.125,-88.85120813904196,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,1020,1020,999.99,1000.01,0.01,0.00,2607097,2607097000,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.002000020000198183,1000,0,0,0,03-Sep-2025,04-Aug-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,126.85,127.72,126.78,127.09,0.86,0.68,20415178,2597218945.16,125.9629,148.14,87.15,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,44.61766044606283,8.484848484848483,126.23,0,43.64,7.75,03-Sep-2025,04-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,8.484848484848483,19-DEC-19,44.61766044606283,14.209531524233823,-45.82903040734366,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.81,115.81,115.79,115.79,0.03,0.03,18435860,2134688229.4,115.7576,115.81,107.56,-,-,5.034470246734408,0.4162691874078605,115.76,0,5.01,0.39,03-Sep-2025,04-Aug-2026,-,0.4162691874078605,-,5.034470246734408,0.017269665831962714,-7.65154332465601,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
NIFTYBEES,Nifty 50,278.08,278.08,272.56,273.23,0.6,0.22,3162846,864500697.18,272.261,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.047035204703513,-1.9943326518167803,272.63,0,-2.26,-2.21,03-Sep-2025,04-Aug-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-1.9943326518167803,19-DEC-19,-2.047035204703513,9.601323407775014,-8.553833929280902,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,22.35,22.79,22.35,22.64,0.3,1.34,34470366,779374975.26,22.3522,35.1,11.63,-,-,88.03986710963457,7.502374169040844,22.34,0,85.55,6.08,03-Sep-2025,04-Aug-2026,-,7.502374169040844,-,88.03986710963457,35.4985754985755,-94.66895958727429,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1121.04,1121.45,1121.04,1121.44,0.4,0.04,616507,691369445.01,1121.0377,1136.66,1062.62,-,-,5.1218597675290685,0.43435817981534286,1121.04,0,5.08,0.4,03-Sep-2025,04-Aug-2026,-,0.43435817981534286,-,5.1218597675290685,1.3390107859870168,-5.5353748282547075,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,14.82,15.04,14.82,14.95,0.13,0.88,44264152,661306430.88,14.8049,17.7,10.18,-,-,44.864341085271306,8.569353667392882,14.82,0,43.6,7.63,03-Sep-2025,04-Aug-2026,-,8.569353667392882,-,44.864341085271306,15.536723163841808,-46.8565815324165,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
SETFGOLD,Gold,133.47,133.47,130.75,131.22,1,0.77,4422415,580220848,129.9071,153.95,88.11,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,44.72262049189367,8.473175167396874,130.22,0,43.62,7.65,03-Sep-2025,04-Aug-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,8.473175167396874,06-JAN-22,44.72262049189367,14.764533939590772,-48.92747701736466,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,232.88,233.46,230.51,232.34,2.4,1.04,2490162,578663845.56,229.8072,373.5,122.61,-,-,88.09909326424871,7.415626444752654,229.94,0,86.16,6.31,03-Sep-2025,04-Aug-2026,-,7.415626444752654,-,88.09909326424871,37.79384203480589,-89.49514721474594,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
