symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,251.99,252.99,247.52,251.6,2.06,0.83,18283196,4594567154.8,249.7213,360,93.81,-,-,165.9057281758613,9.22035075533946,249.54,0,164.48,9.69,30-May-2025,30-Apr-2026,-,9.22035075533946,-,165.9057281758613,30.11111111111111,-168.20168425540987,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,974.99,1000.01,974.99,1000.01,0.02,0.00,2706538,2706538000,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.002000020000198183,999.99,0,0,0,30-May-2025,30-Apr-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,126.91,128.9,126.91,128.77,1.28,1.00,19572407,2512509886.59,127.6451,148.14,79,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,59.92300049677102,5.221441411995436,127.49,0,60.38,3.29,30-May-2025,30-Apr-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,5.221441411995436,19-DEC-19,59.92300049677102,13.07546915080328,-63.000000000000014,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
NIFTYBEES,Nifty 50,264.88,266.8,263.52,266.3,0.78,0.29,9033966,2395988462.52,265.0419,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-4.070605187319888,-2.4970708845928504,265.52,0,-4.48,-2.39,30-May-2025,30-Apr-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.4970708845928504,19-DEC-19,-4.070605187319888,11.894127377998343,-5.8005562177195165,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,114.35,114.35,114.33,114.35,0.02,0.02,18647238,2131938720.54,114.3252,114.35,102,-,-,5.072130846274002,0.39508340649691714,114.33,0,5.05,0.4,30-May-2025,30-Apr-2026,-,0.39508340649691714,-,5.072130846274002,0,-12.107843137254898,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
ITBEES,Nifty IT TRI,33.32,34.65,33.32,34.51,1.38,4.17,52695766,1805883900.82,33.1076,44.27,29.98,-,-,-14.367245657568237,7.240522063393406,33.13,0,-18.26,2.13,30-May-2025,30-Apr-2026,-,7.240522063393406,-,-14.367245657568237,22.04653264061442,-15.110073382254829,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,25.4,25.65,25.03,25.53,0.22,0.87,47890764,1220256666.72,25.3328,35.1,9.34,-,-,166.49269311064717,9.102564102564115,25.31,0,164.75,9.52,30-May-2025,30-Apr-2026,-,9.102564102564115,-,166.49269311064717,27.264957264957264,-173.3404710920771,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,261.09,264.09,258.54,262.62,2.2,0.84,3711264,973984124.16,260.6865,373.5,97.65,-,-,166.64636003655195,9.311134235171698,260.42,0,164.82,9.84,30-May-2025,30-Apr-2026,-,9.311134235171698,-,166.64636003655195,29.686746987951807,-168.94009216589862,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1107,1107,1106.98,1107,0.15,0.01,818201,905740324.99,1106.845,1136.18,1030.28,-,-,5.133197207844622,0.3945041490953529,1106.85,0,5.14,0.39,30-May-2025,30-Apr-2026,-,0.3945041490953529,-,5.133197207844622,2.5682550300128555,-7.4465193927864295,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
LIQUIDIETF,S&P BSE Liquid Rate Index,1000,1041.19,999.99,1000,0.01,0.00,882236,882288934.16,1000,1041.19,969.99,-,-,0,0.0010000100000990915,999.99,0,0,0,30-May-2025,30-Apr-2026,-,0.0010000100000990915,-,0,3.956050288612074,-3.093846328312662,https://nsearchives.nseindia.com/today/LIQUIDIETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDIETF-EQ.svg,EQ
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,169.49,171.89,167.8,171.18,1.55,0.91,4568974,774349713.52,169.6213,183.18,142.7,-,-,0.47543581616481906,1.0090281465746196,169.63,0,0.38,0.59,30-May-2025,30-Apr-2026,-,1.0090281465746196,-,0.47543581616481906,6.550933508024893,-19.95795374912405,https://nsearchives.nseindia.com/today/HDFCSML250EQN.svg,https://nsearchives.nseindia.com/30d/HDFCSML250-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSML250-EQ.svg,EQ
BANKBEES,Nifty Bank,552.8,557.82,548.14,556.15,2.64,0.48,1250063,691772363.57,553.913,638.99,515.98,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-3.0286650857860242,-1.6186095878294673,553.51,0,-3.25,-2.38,30-May-2025,30-Apr-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-1.6186095878294673,19-DEC-19,-3.0286650857860242,12.964209142553097,-7.78518547230512,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,14.99,15.12,14.88,15.1,0.15,1.00,44278903,666840279.18,14.9833,17.7,8,-,-,59.78835978835979,5.1532033426183865,14.95,0,60.06,3.25,30-May-2025,30-Apr-2026,-,5.1532033426183865,-,59.78835978835979,14.68926553672316,-88.75,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
HDFCSILVER,HDFC Silver ETF,249.49,252.89,247.64,251.94,2.26,0.91,2627749,660405878.68,249.6704,359,93.3,-,-,165.33965244865718,9.1121697704634,249.68,0,163.9,9.63,30-May-2025,30-Apr-2026,-,9.1121697704634,-,165.33965244865718,29.821727019498606,-170.032154340836,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ
HDFCGOLD,Gold,131.69,137.09,131.42,134.99,3.23,2.45,4530029,602448556.71,131.8337,152.3,81.19,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,62.442839951865245,6.627172195892587,131.76,0,60.35,3.35,30-May-2025,30-Apr-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,6.627172195892587,17-FEB-21,62.442839951865245,11.365725541694026,-66.26431826579629,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,EQ
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,1083.97,1085,1083.97,1084.1,0.13,0.01,532914,577732067.4,1083.9455,1207.5,1002.17,-,-,4.945741086727129,0.37684138403562273,1083.97,0,4.95,0.38,30-May-2025,30-Apr-2026,-,0.37684138403562273,-,4.945741086727129,10.219461697722576,-8.175259686480333,https://nsearchives.nseindia.com/today/LIQUIDBETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBETF-EQ.svg,EQ
GOLDIETF,Gold,131.89,133.49,131.29,133.45,1.55,1.18,3558633,473333775.33,132.1083,158,81.26,-,-,60.531697341513286,5.3691275167785095,131.9,0,60.35,3.08,30-May-2025,30-Apr-2026,-,5.3691275167785095,-,60.531697341513286,15.53797468354431,-64.22594142259412,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
SETFGOLD,Gold,131.49,132.94,131.12,132.82,1.33,1.01,3549051,470675143.62,131.5803,153.95,79.79,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,59.9470134874759,5.104059507794562,131.49,0,60.31,3.18,30-May-2025,30-Apr-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,5.104059507794562,06-JAN-22,59.9470134874759,13.725235466060408,-66.46196265196139,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
