symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
SILVER360,Commodity-Silver,149.24,165,147.7,165,18.76,12.83,84625,12654822.5,143.349,165,78.4,146.24,0,0,19.17,,05-Sep-2025,Infinity,35.39016985312218,-,-,0,-110.45918367346938,https://nsearchives.nseindia.com/today/SILVER360EQN.svg,https://nsearchives.nseindia.com/30d/SILVER360-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER360-EQ.svg,"{'symbol': 'SILVER360', 'companyName': '360 ONE Mutual Fund - 360 ONE Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BC3', 'listingDate': '2025-04-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
MAHKTECH,Hang Seng TECH Total Return Index,30.4,35.59,30.25,33.1,3.44,11.60,13675066,446354154.24,25.3111,35.59,16.91,29.66,0,36.81,14.96,04-Oct-2024,05-Sep-2025,61.62109375,25.664388762338653,-,-,6.996347288564208,-95.74216439976347,https://nsearchives.nseindia.com/today/MAHKTECHEQN.svg,https://nsearchives.nseindia.com/30d/MAHKTECH-EQ.svg,https://nsearchives.nseindia.com/365d/MAHKTECH-EQ.svg,"{'symbol': 'MAHKTECH', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Hang Seng TECH ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HS7', 'slb_isin': 'INF769K01HS7', 'listingDate': '2021-12-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
GOLD360,Commodity-Gold,120.7,129,119,126.7,6.75,5.63,112763,13692811.09,114.424,129,78.2,119.95,0,0,14.08,,05-Sep-2025,Infinity,21.4765100671141,-,-,1.7829457364341064,-62.02046035805626,https://nsearchives.nseindia.com/today/GOLD360EQN.svg,https://nsearchives.nseindia.com/30d/GOLD360-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD360-EQ.svg,"{'symbol': 'GOLD360', 'companyName': '360 ONE Mutual Fund - 360 ONE Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BB5', 'listingDate': '2025-03-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
MON100,Nasdaq100,230.98,242.97,228.26,241.25,11.64,5.07,1941993,462893451.48,214.8326,242.97,159.2,229.61,0,41.39,12.09,04-Oct-2024,05-Sep-2025,48.73612823674477,18.56784783997641,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,0.7079063258838535,-51.53894472361811,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
HNGSNGBEES,Hang Seng Index,536.88,579.92,536.88,562.55,25.67,4.78,578375,323710703.75,451.7994,579.92,309.05,536.88,0,37.48,11.3,04-Oct-2024,05-Sep-2025,44.58466125218463,18.03151423595811,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,2.9952407228583264,-82.02556220676263,https://nsearchives.nseindia.com/today/HNGSNGBEESEQN.svg,https://nsearchives.nseindia.com/30d/HNGSNGBEES-EQ.svg,https://nsearchives.nseindia.com/365d/HNGSNGBEES-EQ.svg,"{'symbol': 'HNGSNGBEES', 'companyName': 'NIPPON INDIA ETF HANG SENG BEES', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB19I1', 'slb_isin': 'INF204KB19I1', 'listingDate': '2010-03-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,147.93,149.99,147.57,149.99,5.66,3.92,1610806,239526852.2,144.7055,149.99,85.51,144.33,0,55.73,16.4,04-Oct-2024,05-Sep-2025,63.63735544403231,21.69574036511157,-,-,0,-75.40638521810314,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
HDFCSILVER,HDFC Silver ETF,143.95,144.59,142.87,144.49,4.47,3.19,5998560,862892856,139.5873,144.59,83.13,140.02,0,55.6,17.35,04-Oct-2024,05-Sep-2025,63.02606340968072,21.25713326619672,-,-,0.0691610761463409,-73.81210152772768,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,"{'symbol': 'HDFCSILVER', 'companyName': 'HDFC Mutual Fund - HDFC Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DI2', 'listingDate': '2022-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,141.41,144.9,141.4,144.9,4.48,3.19,647006,93233564.6,140.0564,144.9,83.3,140.42,0,55.83,17.41,04-Oct-2024,05-Sep-2025,63.52556144904639,21.234939759036152,-,-,0,-73.94957983193278,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,142.51,144.25,142.32,144.19,4.43,3.17,41869635,5984008234.2,139.3446,144.25,77.55,139.76,0,55.53,17.44,04-Oct-2024,05-Sep-2025,63.018654607122656,21.208809683927374,-,-,0.04159445407279187,-85.93165699548679,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
GOLDSHARE,Gold,100.9,101.45,98.55,101.45,3,3.05,1261398,126619131.24,98.0569,101.45,62.2,98.45,0,52.16,9.39,04-Oct-2024,05-Sep-2025,57.65345765345767,13.733183856502242,25-MAR-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,0,-63.10289389067524,https://nsearchives.nseindia.com/today/GOLDSHAREEQN.svg,https://nsearchives.nseindia.com/30d/GOLDSHARE-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDSHARE-EQ.svg,"{'symbol': 'GOLDSHARE', 'companyName': 'UTI Mutual Fund - UTI Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUX7', 'listingDate': '2007-04-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Oct-2025 16:00:00', 'preOpenTime': '06-Oct-2025 09:07:31', 'QuotePreOpenFlag': False}}"
