symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
MASPTOP50,S&P 500 Top 50 Total Return Index,60,61.98,58.49,61.7,3.21,5.49,607201,36838884.67,49.2112,61.99,35.88,-,-,71.15117891816922,7.942617214835561,58.49,0,0.46781738990159566,-71.96209587513935,https://nsearchives.nseindia.com/today/MASPTOP50EQN.svg,64.34,19-Jan-2024,https://nsearchives.nseindia.com/365d/MASPTOP50-EQ.svg,20-Dec-2024,4.39,https://nsearchives.nseindia.com/30d/MASPTOP50-EQ.svg,"{'symbol': 'MASPTOP50', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset S&P 500 Top 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HP3', 'slb_isin': 'INF769K01HP3', 'listingDate': '2021-09-24', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,85.06,88.8,84.03,88.8,3.75,4.41,39310,3332308.7,84.9885,100.1,76.08,-,-,15.942028985507237,1.8699093724905305,85.05,0,11.288711288711287,-16.7192429022082,https://nsearchives.nseindia.com/today/INFRAIETFEQN.svg,8.84,19-Jan-2024,https://nsearchives.nseindia.com/365d/INFRAIETF-EQ.svg,20-Dec-2024,-2.03,https://nsearchives.nseindia.com/30d/INFRAIETF-EQ.svg,"{'symbol': 'INFRAIETF', 'companyName': 'ICICI Prudential Mutual Fund-ICICI Prudential Nifty Infrastructure ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16E5', 'slb_isin': 'INF109KC16E5', 'listingDate': '2022-08-23', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
MAFANG,NYSE FANG+ Total Return Index,140.16,147.7,137.06,142,5.91,4.34,1713385,243746150.1,114.5293,149.39,72.89,-,-,92.15155615696885,7.1132232028362425,136.09,0,4.946783586585439,-94.81410344354506,https://nsearchives.nseindia.com/today/MAFANGEQN.svg,87.63,19-Jan-2024,https://nsearchives.nseindia.com/365d/MAFANG-EQ.svg,20-Dec-2024,3.19,https://nsearchives.nseindia.com/30d/MAFANG-EQ.svg,"{'symbol': 'MAFANG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset NYSE FANG+ ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HF4', 'slb_isin': 'INF769K01HF4', 'listingDate': '2021-05-14', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
MOLOWVOL,Nifty Midcap 100 TRI,35.53,36.75,35.42,36.75,1.22,3.43,67118,2386044.9,35.4975,41.85,32.81,11-AUG-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RS 2/- PER UNIT,11.634264884568646,1.6035388443461385,35.53,0,12.186379928315414,-12.008533983541595,https://nsearchives.nseindia.com/today/MOLOWVOLEQN.svg,5.96,19-Jan-2024,https://nsearchives.nseindia.com/365d/MOLOWVOL-EQ.svg,20-Dec-2024,-2.2,https://nsearchives.nseindia.com/30d/MOLOWVOL-EQ.svg,"{'symbol': 'MOLOWVOL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Low Volatility ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BL0', 'slb_isin': 'INF247L01BL0', 'listingDate': '2022-03-30', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
MON100,Nasdaq100,211.95,213.45,207.02,213.15,6.69,3.24,939415,198695666.65,181.1735,218.74,134.25,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,52.35882773409578,2.0344662517951173,206.46,0,2.5555453963609778,-58.770949720670394,https://nsearchives.nseindia.com/today/MON100EQN.svg,50.07,19-Jan-2024,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,20-Dec-2024,2.74,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
SBIETFPB,Nifty Private Bank Index,248.7,248.7,240.32,248.65,6.11,2.52,4456,1081114.72,241.9794,277.2,226.25,-,-,6.260683760683762,-1.4154309729601116,242.54,0,10.299422799422793,-9.900552486187847,https://nsearchives.nseindia.com/today/SBIETFPBEQN.svg,1.97,19-Jan-2024,https://nsearchives.nseindia.com/365d/SBIETFPB-EQ.svg,20-Dec-2024,-3,https://nsearchives.nseindia.com/30d/SBIETFPB-EQ.svg,"{'symbol': 'SBIETFPB', 'companyName': 'SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1S22', 'slb_isin': 'INF200KA1S22', 'listingDate': '2020-10-22', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
HDFCNIFIT,HDFC NIFTY IT ETF,43.36,44.4,43.16,44.4,1.04,2.40,15059,660487.74,43.2636,47.74,32.59,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 299.92/- PER SHARE TO RS 29.992/- PER SHARE,-88.09108709063112,-1.682905225863592,43.36,0,6.996229576874745,-36.23810984964712,https://nsearchives.nseindia.com/today/HDFCNIFITEQN.svg,-88.47,19-Jan-2024,https://nsearchives.nseindia.com/365d/HDFCNIFIT-EQ.svg,20-Dec-2024,-4.18,https://nsearchives.nseindia.com/30d/HDFCNIFIT-EQ.svg,"{'symbol': 'HDFCNIFIT', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1IA8', 'slb_isin': 'INF179KC1IA8', 'listingDate': '2022-11-22', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
ITETFADD,DSP Nifty IT ETF,42.86,43.76,42.86,43.76,0.99,2.31,3132,135897.48,42.8639,48.66,32,-,-,Infinity,-2.4085637823372106,42.77,0,10.069872585285655,-36.74999999999999,https://nsearchives.nseindia.com/today/ITETFADDEQN.svg,-,-,-,20-Dec-2024,-4.64,https://nsearchives.nseindia.com/30d/ITETFADD-EQ.svg,"{'symbol': 'ITETFADD', 'companyName': 'DSP Mutual Fund - DSP Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SX1', 'slb_isin': 'INF740KA1SX1', 'listingDate': '2023-07-13', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
TECH,Nifty IT TRI Index,43.97,44.96,43.97,44.94,0.97,2.21,8388,374188.68,43.9672,49.77,33.2,-,-,19.014830508474578,-2.091503267973858,43.97,0,9.70464135021098,-35.36144578313252,https://nsearchives.nseindia.com/today/TECHEQN.svg,14.68,19-Jan-2024,https://nsearchives.nseindia.com/365d/TECH-EQ.svg,20-Dec-2024,-4.6,https://nsearchives.nseindia.com/30d/TECH-EQ.svg,"{'symbol': 'TECH', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB11D8', 'slb_isin': 'INF209KB11D8', 'listingDate': '2021-11-03', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,182.86,187.5,180.68,187.5,3.97,2.16,784,142515.52,181.7862,222.7,162,-,-,15.179065053135949,0.2834679360325192,183.53,0,15.806017063313872,-15.74074074074074,https://nsearchives.nseindia.com/today/MOQUALITYEQN.svg,10.75,19-Jan-2024,https://nsearchives.nseindia.com/365d/MOQUALITY-EQ.svg,20-Dec-2024,-2.01,https://nsearchives.nseindia.com/30d/MOQUALITY-EQ.svg,"{'symbol': 'MOQUALITY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BH8', 'slb_isin': 'INF247L01BH8', 'listingDate': '2022-08-26', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '22-Jan-2025 16:00:00', 'preOpenTime': '22-Jan-2025 09:07:17', 'QuotePreOpenFlag': False}}"
