symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
HDFCNIFIT,HDFC NIFTY IT ETF,43.94,44.1,43.45,44.1,0.78,1.80,22094,967275.32,43.3749,47.4,30.57,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 299.92/- PER SHARE TO RS 29.992/- PER SHARE,-86.55036750129617,-0.8097165991902822,43.32,0,6.962025316455691,-44.25907752698724,https://nsearchives.nseindia.com/today/HDFCNIFITEQN.svg,-86.63,17-Oct-2023,https://nsearchives.nseindia.com/365d/HDFCNIFIT-EQ.svg,16-Sep-2024,-1.39,https://nsearchives.nseindia.com/30d/HDFCNIFIT-EQ.svg,"{'symbol': 'HDFCNIFIT', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1IA8', 'slb_isin': 'INF179KC1IA8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
AXISTECETF,NIFTY IT Index,450.97,455.66,448.79,452.1,6.39,1.43,1578,712530.12,447.8677,465.98,315,-,-,36.08042621075761,-1.8773738469886005,445.71,0,2.9786686123867967,-43.52380952380953,https://nsearchives.nseindia.com/today/AXISTECETFEQN.svg,36.13,17-Oct-2023,https://nsearchives.nseindia.com/365d/AXISTECETF-EQ.svg,16-Sep-2024,-1.84,https://nsearchives.nseindia.com/30d/AXISTECETF-EQ.svg,"{'symbol': 'AXISTECETF', 'companyName': 'AXIS MUTUAL FUND - AXIS NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Y96', 'slb_isin': 'INF846K01Y96', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
ITIETF,Nifty IT Index,45.5,45.75,45.22,45.72,0.61,1.35,369657,16823090.07,45.0904,47.15,28.2,01-SEP-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,Infinity,-1.0603765418740576,45.11,0,3.032873806998939,-62.12765957446808,https://nsearchives.nseindia.com/today/ITIETFEQN.svg,-,-,-,16-Sep-2024,-1.21,https://nsearchives.nseindia.com/30d/ITIETF-EQ.svg,"{'symbol': 'ITIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16I6', 'slb_isin': 'INF109KC16I6', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
MIDCAP,Nifty Midcap 50 Index,169.62,172.6,167,171.9,2.28,1.34,53291,8947558.9,169.0167,173.65,109.59,-,-,Infinity,0.4088785046729072,169.62,0,1.0077742585660812,-56.85737749794689,https://nsearchives.nseindia.com/today/MIDCAPEQN.svg,-,-,-,16-Sep-2024,-1.38,https://nsearchives.nseindia.com/30d/MIDCAP-EQ.svg,"{'symbol': 'MIDCAP', 'companyName': 'Kotak Nifty Midcap 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1IB3', 'slb_isin': 'INF174KA1IB3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
ITETF,Mirae Asset Nifty IT ETF,43.23,43.66,42.81,43.56,0.54,1.26,194160,8426544,42.9582,46.14,30.4,-,-,Infinity,-1.3586956521739002,43.02,0,5.591677503250971,-43.28947368421054,https://nsearchives.nseindia.com/today/ITETFEQN.svg,-,-,-,16-Sep-2024,-1.54,https://nsearchives.nseindia.com/30d/ITETF-EQ.svg,"{'symbol': 'ITETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KV5', 'slb_isin': 'INF769K01KV5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
NIFITETF,UTI Nifty IT ETF,427.52,433.95,427.52,430.6,5.36,1.26,374,161096.76,426.3402,450,321.68,-,-,Infinity,-1.658064221440641,425.24,0,4.3111111111111065,-33.859736383984085,https://nsearchives.nseindia.com/today/NIFITETFEQN.svg,-,-,-,16-Sep-2024,-1.65,https://nsearchives.nseindia.com/30d/NIFITETF-EQ.svg,"{'symbol': 'NIFITETF', 'companyName': 'UTI Mutual Fund - UTI Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZD8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
TECH,Nifty IT TRI Index,44.24,44.75,44.15,44.7,0.55,1.25,8593,381786.99,44.0738,49,26.63,-,-,36.69724770642202,-1.1280690112806857,44.15,0,8.775510204081627,-67.85580172737517,https://nsearchives.nseindia.com/today/TECHEQN.svg,36.18,17-Oct-2023,https://nsearchives.nseindia.com/365d/TECH-EQ.svg,16-Sep-2024,-1.5,https://nsearchives.nseindia.com/30d/TECH-EQ.svg,"{'symbol': 'TECH', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB11D8', 'slb_isin': 'INF209KB11D8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
NV20BEES,Nifty50 Value20 TRI,162.57,164,161.2,164,1.74,1.07,11741,1901337.54,162.0174,175,112.2,-,-,38.30325518637207,-0.8344418914016177,162.26,0,6.285714285714286,-46.16755793226381,https://nsearchives.nseindia.com/today/NV20BEESEQN.svg,36.37,17-Oct-2023,https://nsearchives.nseindia.com/365d/NV20BEES-EQ.svg,16-Sep-2024,-2.22,https://nsearchives.nseindia.com/30d/NV20BEES-EQ.svg,"{'symbol': 'NV20BEES', 'companyName': 'Nippon India ETF Nifty 50 Value 20', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB18I3', 'slb_isin': 'INF204KB18I3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
SBIETFIT,Nifty IT Index,453.14,457.96,452,456.41,4.74,1.05,5281,2404122.44,450.6943,473.25,317,-,-,36.63742777594829,-1.4914098247431513,451.67,0,3.558372952984675,-43.97791798107256,https://nsearchives.nseindia.com/today/SBIETFITEQN.svg,36.35,17-Oct-2023,https://nsearchives.nseindia.com/365d/SBIETFIT-EQ.svg,16-Sep-2024,-1.7,https://nsearchives.nseindia.com/30d/SBIETFIT-EQ.svg,"{'symbol': 'SBIETFIT', 'companyName': 'SBI Mutual Fund-SBI ETF IT', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1S14', 'slb_isin': 'INF200KA1S14', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
ITBEES,Nifty IT TRI,45.65,45.8,45.15,45.67,0.44,0.97,4502286,205034104.44,45.1487,46.89,31.79,-,-,36.61381992222555,-1.3393821559732069,45.23,0,2.6018340797611406,-43.661528782636054,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,36.46,17-Oct-2023,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,16-Sep-2024,-1.45,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,"{'symbol': 'ITBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India ETF Nifty IT', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15V2', 'slb_isin': 'INF204KB15V2', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2024 16:00:00', 'preOpenTime': '17-Oct-2024 09:07:54', 'QuotePreOpenFlag': False}}"
