symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
CONSUMIETF,Nifty India Consumption Index,118.44,131.85,117.02,131.85,13.41,11.32,145818,17139447.72,118.1124,133.81,101.23,118.44,0,7.32,-6.21,27-Jan-2025,26-Dec-2025,19.472635012685753,5.043021032504779,-,-,1.4647634705926373,-30.24795021238762,https://nsearchives.nseindia.com/today/CONSUMIETFEQN.svg,https://nsearchives.nseindia.com/30d/CONSUMIETF-EQ.svg,https://nsearchives.nseindia.com/365d/CONSUMIETF-EQ.svg,EQ,"{'symbol': 'CONSUMIETF', 'companyName': 'ICICI Prudential Nifty India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1V42', 'slb_isin': 'INF109KC1V42', 'listingDate': '2021-11-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
MOPSE,Nifty PSE Total Return Index,99.98,108,99.98,108,9.66,9.82,15264,1567765.44,98.2157,108,92.55,98.34,0,0,-0.48,,26-Dec-2025,Infinity,10.147883732789396,-,-,0,-16.6936790923825,https://nsearchives.nseindia.com/today/MOPSEEQN.svg,https://nsearchives.nseindia.com/30d/MOPSE-EQ.svg,,EQ,"{'symbol': 'MOPSE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty PSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FO5', 'listingDate': '2025-06-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
GROWWDEFNC,Nifty India Defence Index- Total Return Index,76.7,82.2,76.7,82.2,5.68,7.42,1665861,133035659.46,76.1752,93.89,49.83,76.52,0,29.69,-1.71,27-Jan-2025,26-Dec-2025,39.322033898305094,6.39399430494434,-,-,12.450740227926294,-64.96086694762192,https://nsearchives.nseindia.com/today/GROWWDEFNCEQN.svg,https://nsearchives.nseindia.com/30d/GROWWDEFNC-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWDEFNC-EQ.svg,EQ,"{'symbol': 'GROWWDEFNC', 'companyName': 'Groww Mutual Fund - Groww Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IO8', 'slb_isin': 'INF666M01IO8', 'listingDate': '2024-10-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
MODEFENCE,Nifty India Defence Total Return Index,84.45,90,84.31,90,6.13,7.31,18492246,1623064431.42,83.7072,102,55.21,83.87,0,30.05,-1.69,27-Jan-2025,26-Dec-2025,39.556520390758266,6.06953447259871,-,-,11.764705882352942,-63.01394674877739,https://nsearchives.nseindia.com/today/MODEFENCEEQN.svg,https://nsearchives.nseindia.com/30d/MODEFENCE-EQ.svg,https://nsearchives.nseindia.com/365d/MODEFENCE-EQ.svg,EQ,"{'symbol': 'MODEFENCE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01DJ0', 'slb_isin': 'INF247L01DJ0', 'listingDate': '2024-08-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,12.18,12.65,11.89,12.65,0.76,6.39,67211627,815277035.51,11.8685,12.65,7.35,11.89,0,44.82,9.59,27-Jan-2025,26-Dec-2025,54.080389768574896,16.80517082179132,-,-,0,-72.10884353741498,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,https://nsearchives.nseindia.com/365d/METALIETF-EQ.svg,EQ,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'slb_isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
CPSEETF,CPSE ETF,93.8,99,93.04,98.6,5.19,5.56,9932538,959383845.42,93.2136,99,74.9,93.41,0,14.28,2.54,27-Jan-2025,26-Dec-2025,20.626376315145585,9.227871939736344,-,-,0.4040404040404098,-31.642189586114807,https://nsearchives.nseindia.com/today/CPSEETFEQN.svg,https://nsearchives.nseindia.com/30d/CPSEETF-EQ.svg,https://nsearchives.nseindia.com/365d/CPSEETF-EQ.svg,EQ,"{'symbol': 'CPSEETF', 'companyName': 'CPSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF457M01133', 'slb_isin': 'INF457M01133', 'listingDate': '2014-04-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,339.08,351.78,336,349.1,18.29,5.53,2768279,963637919.9,339.0836,351.78,86.48,330.81,0,264.01,45.51,27-Jan-2025,26-Dec-2025,284.1329225352113,52.64538696982949,-,-,0.761839786230016,-303.67715078630897,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,EQ,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
SILVERCASE,Commodity-Silver,35.1,36.08,34.29,35.72,1.83,5.40,64515022,2295444482.76,25.0002,36.08,9,33.89,0,0,45.89,,26-Dec-2025,Infinity,53.23895323895324,-,-,0.9977827050997767,-296.8888888888889,https://nsearchives.nseindia.com/today/SILVERCASEEQN.svg,https://nsearchives.nseindia.com/30d/SILVERCASE-EQ.svg,,EQ,"{'symbol': 'SILVERCASE', 'companyName': 'Zerodha Fund House - Zerodha Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01091', 'listingDate': '2025-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,10.1,10.56,10.1,10.54,0.54,5.40,954050,9893498.5,10.0208,10.9,8,10,0,12.11,-0.6,27-Jan-2025,26-Dec-2025,18.161434977578466,5.294705294705288,-,-,3.3027522935779925,-31.74999999999999,https://nsearchives.nseindia.com/today/ABSLPSEEQN.svg,https://nsearchives.nseindia.com/30d/ABSLPSE-EQ.svg,https://nsearchives.nseindia.com/365d/ABSLPSE-EQ.svg,EQ,"{'symbol': 'ABSLPSE', 'companyName': 'Aditya Birla Sun Life Mutual Fund-Aditya Birla Sun Life Nifty PSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19Z4', 'slb_isin': 'INF209KB19Z4', 'listingDate': '2024-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
SBISILVER,SBI SILVER ETF,329,351,329,344,16.81,5.14,9160568,3133555495.76,334.1219,351,86,327.19,0,265.74,45.66,27-Jan-2025,26-Dec-2025,284.5293986139057,52.09125475285171,-,-,1.9943019943019944,-300,https://nsearchives.nseindia.com/today/SBISILVEREQN.svg,https://nsearchives.nseindia.com/30d/SBISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SBISILVER-EQ.svg,EQ,"{'symbol': 'SBISILVER', 'companyName': 'SBI Mutual Fund - SBI SILVER ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1217', 'listingDate': '2024-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,340.01,354,340.01,349.9,16.84,5.06,11237917,3933158570.83,340.8307,354,89,333.06,0,264.72,45.63,27-Jan-2025,26-Dec-2025,283.1581252737626,54.7134771842943,-,-,1.1581920903954865,-293.1460674157303,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,EQ,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,340,349.7,330.03,339.2,16.01,4.95,1367939,462568572.85,329.6137,349.7,84.26,323.19,0,267.43,46.68,27-Jan-2025,26-Dec-2025,285.6298317417008,54.81515289821999,-,-,3.0025736345438947,-302.5634939473059,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,EQ,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '28-Jan-2026 16:00:00', 'preOpenTime': '28-Jan-2026 09:07:01', 'QuotePreOpenFlag': False}}"
