symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,cact,xdt,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
BSE500IETF,S&P BSE 500 index,40.13,40.13,39.38,39.75,-0.05,-0.13,444880,17617248,39.7018,41.51,33,39.8,0,2.74,1.17,06-Nov-2024,07-Oct-2025,2.607124419204951,1.0421962379257665, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,28-OCT-21,4.239942182606597,-20.454545454545453,https://nsearchives.nseindia.com/today/BSE500IETFEQN.svg,https://nsearchives.nseindia.com/30d/BSE500IETF-EQ.svg,https://nsearchives.nseindia.com/365d/BSE500IETF-EQ.svg,"{'symbol': 'BSE500IETF', 'companyName': 'ICICI Prudential BSE 500 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1V59', 'slb_isin': 'INF109KC1V59', 'listingDate': '2018-05-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
QUALITY30,Nifty200 Quality 30 Index,20.95,21,20.9,21,-0.03,-0.14,2256,47285.76,20.984,21.78,19.51,21.03,0,0,0.86,,07-Oct-2025,Infinity,0.7194244604316478,-,-,3.581267217630859,-7.637109174782154,https://nsearchives.nseindia.com/today/QUALITY30EQN.svg,https://nsearchives.nseindia.com/30d/QUALITY30-EQ.svg,https://nsearchives.nseindia.com/365d/QUALITY30-EQ.svg,"{'symbol': 'QUALITY30', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty200 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1WT6', 'listingDate': '2025-07-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
SETFGOLD,Gold,103.1,103.14,102.59,103.06,-0.14,-0.14,3599601,370722906.99,102.8701,112.23,62.85,103.2,0,52.53,0.56,06-Nov-2024,07-Oct-2025,52.32042565770028,0.4189808048329015,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,06-JAN-22,8.170720841129825,-63.977724741447894,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,"{'symbol': 'SETFGOLD', 'companyName': 'SBI-ETF Gold', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA16D8', 'listingDate': '2009-05-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,32.9,32.9,32.58,32.85,-0.05,-0.15,5098,166347.74,32.7192,34.4,29.78,32.9,0,0,1.64,,07-Oct-2025,Infinity,1.4828544949027,-,-,4.505813953488364,-10.308932169241102,https://nsearchives.nseindia.com/today/MON50EQUALEQN.svg,https://nsearchives.nseindia.com/30d/MON50EQUAL-EQ.svg,https://nsearchives.nseindia.com/365d/MON50EQUAL-EQ.svg,"{'symbol': 'MON50EQUAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FC0', 'listingDate': '2025-05-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
GOLDBEES,Gold,99.98,100.07,99.33,99.92,-0.15,-0.15,18104481,1807913472.66,99.8383,108.69,61.67,100.07,0,52.57,0.41,06-Nov-2024,07-Oct-2025,52.34029577679524,0.2608870158539084, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,19-DEC-19,8.068819578618085,-62.023674395978595,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,"{'symbol': 'GOLDBEES', 'companyName': 'NIPPON INDIA ETF GOLD BEES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB17I5', 'listingDate': '2007-03-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
UTISENSETF,SENSEX,917.6,917.6,910.38,916.18,-1.42,-0.15,1177,1075177.73,915.7204,942,779.95,917.6,0,5.2,1.78,06-Nov-2024,07-Oct-2025,5.033991768603754,1.627269802886264, INTERIM DIVIDEND - RS 13.56 PER UNIT,26-FEB-21,2.7409766454352495,-17.466504263093775,https://nsearchives.nseindia.com/today/UTISENSETFEQN.svg,https://nsearchives.nseindia.com/30d/UTISENSETF-EQ.svg,https://nsearchives.nseindia.com/365d/UTISENSETF-EQ.svg,"{'symbol': 'UTISENSETF', 'companyName': 'UTI BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789FB1X58', 'slb_isin': 'INF789FB1X58', 'listingDate': '2015-09-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
MOLOWVOL,Nifty Midcap 100 TRI,38.36,38.36,38.05,38.3,-0.06,-0.16,96902,3692935.22,38.2394,39.58,33.05,38.36,0,2.24,1.29,06-Nov-2024,07-Oct-2025,2.0788912579957195,1.135463427515183,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RS 2/- PER UNIT,11-AUG-22,3.233956543708947,-15.885022692889562,https://nsearchives.nseindia.com/today/MOLOWVOLEQN.svg,https://nsearchives.nseindia.com/30d/MOLOWVOL-EQ.svg,https://nsearchives.nseindia.com/365d/MOLOWVOL-EQ.svg,"{'symbol': 'MOLOWVOL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Low Volatility ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BL0', 'slb_isin': 'INF247L01BL0', 'listingDate': '2022-03-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
BSLGOLDETF,Gold,106.39,106.39,105.18,106.18,-0.17,-0.16,362298,38457932.7,105.9037,121.47,65,106.35,0,53.2,0.29,06-Nov-2024,07-Oct-2025,52.953039469893405,0.13202565069785038, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 0.10/- PER SHARE,25-NOV-21,12.587470157240464,-63.35384615384617,https://nsearchives.nseindia.com/today/BSLGOLDETFEQN.svg,https://nsearchives.nseindia.com/30d/BSLGOLDETF-EQ.svg,https://nsearchives.nseindia.com/365d/BSLGOLDETF-EQ.svg,"{'symbol': 'BSLGOLDETF', 'companyName': 'Aditya Birla Sun Life Gold ETF - Growth', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB18D3', 'listingDate': '2011-05-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,133.51,134.36,133.41,133.81,-0.23,-0.17,2275,304258.5,134.346,137.34,124.85,134.04,0,6.77,0.58,06-Nov-2024,07-Oct-2025,6.587541819340445,0.4051924664215442,-,-,2.570263579437892,-7.176611934321192,https://nsearchives.nseindia.com/today/SDL26BEESEQN.svg,https://nsearchives.nseindia.com/30d/SDL26BEES-EQ.svg,https://nsearchives.nseindia.com/365d/SDL26BEES-EQ.svg,"{'symbol': 'SDL26BEES', 'companyName': 'Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1022', 'slb_isin': 'INF204KC1022', 'listingDate': '2021-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
GOLDIETF,Gold,103.27,103.45,102.91,103.16,-0.19,-0.18,5095474,525852916.8,103.174,114,63.51,103.35,0,52.19,0.23,06-Nov-2024,07-Oct-2025,51.90693565012517,0.04849190185238789,-,-,9.508771929824565,-62.43111321051803,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,"{'symbol': 'GOLDIETF', 'companyName': 'ICICI Prudential Gold ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1NT3', 'listingDate': '2010-09-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
GROWWNXT50,Index,69.56,69.56,68.34,69.39,-0.13,-0.19,5750,395945,69.2714,71.46,64,69.52,0,0,1.59,,07-Oct-2025,Infinity,1.4028934677772813,-,-,2.896725440806036,-8.421875,https://nsearchives.nseindia.com/today/GROWWNXT50EQN.svg,https://nsearchives.nseindia.com/30d/GROWWNXT50-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWNXT50-EQ.svg,"{'symbol': 'GROWWNXT50', 'companyName': 'Groww Mutual Fund - Groww Nifty Next 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LZ8', 'listingDate': '2025-08-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,148,148,146.5,147.36,-0.28,-0.19,351406,51705878.84,147.2364,194.8,85.51,147.64,0,56.85,-0.71,06-Nov-2024,07-Oct-2025,56.549452884308955,-0.9011432414256726,-,-,24.35318275154004,-72.33072155303473,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
NETF,Tata Nifty 50 Exchange Traded Fund,275.47,275.48,273.22,274.97,-0.51,-0.19,8201,2248140.13,275.5055,285.7,227.05,275.48,0,5.2,1.54,06-Nov-2024,07-Oct-2025,5.002482147630512,1.356481993438758,-,-,3.755687784389206,-21.10548337370624,https://nsearchives.nseindia.com/today/NETFEQN.svg,https://nsearchives.nseindia.com/30d/NETF-EQ.svg,https://nsearchives.nseindia.com/365d/NETF-EQ.svg,"{'symbol': 'NETF', 'companyName': 'Tata Nifty 50 Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277K015R5', 'slb_isin': 'INF277K015R5', 'listingDate': '2019-01-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
EQUAL50,Nifty50 Equal Weight,325.23,327.85,325,327.85,-0.64,-0.19,1108,361861.72,326.9449,335.24,303.44,328.49,0,0,1.67,,07-Oct-2025,Infinity,1.4701330857319714,-,-,2.2043908841426996,-8.044423938834704,https://nsearchives.nseindia.com/today/EQUAL50EQN.svg,https://nsearchives.nseindia.com/30d/EQUAL50-EQ.svg,https://nsearchives.nseindia.com/365d/EQUAL50-EQ.svg,"{'symbol': 'EQUAL50', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty50 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01OO2', 'listingDate': '2025-05-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
TNIDETF,Nifty India Digital Index,94.94,94.94,93.58,94.77,-0.18,-0.19,22575,2126790.75,94.7982,104.78,76.95,94.95,0,-0.49,1.2,06-Nov-2024,07-Oct-2025,-0.6811989100817498,1.0125772756341962,-,-,9.553349875930525,-23.157894736842096,https://nsearchives.nseindia.com/today/TNIDETFEQN.svg,https://nsearchives.nseindia.com/30d/TNIDETF-EQ.svg,https://nsearchives.nseindia.com/365d/TNIDETF-EQ.svg,"{'symbol': 'TNIDETF', 'companyName': 'Tata Mutual Fund - Tata Nifty India Digital Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1364', 'slb_isin': 'INF277KA1364', 'listingDate': '2022-04-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
SILVERAG,Mirae Asset Silver ETF,144.95,144.98,143.62,144.66,-0.29,-0.20,330466,47745727.68,144.2905,185.7,83.55,144.95,0,0,-0.95,,07-Oct-2025,Infinity,-1.1480114801148058,-,-,22.100161550888526,-73.14183123877918,https://nsearchives.nseindia.com/today/SILVERAGEQN.svg,https://nsearchives.nseindia.com/30d/SILVERAG-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERAG-EQ.svg,"{'symbol': 'SILVERAG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KG6', 'listingDate': '2023-06-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,80.64,80.77,77.56,79.8,-0.16,-0.20,47244,3763457.04,79.8539,87.95,68.3,79.96,0,-4.98,2.25,06-Nov-2024,07-Oct-2025,-5.16934046345812,2.046035805626591,-,-,9.26662876634452,-16.83748169838946,https://nsearchives.nseindia.com/today/DIVOPPBEESEQN.svg,https://nsearchives.nseindia.com/30d/DIVOPPBEES-EQ.svg,https://nsearchives.nseindia.com/365d/DIVOPPBEES-EQ.svg,"{'symbol': 'DIVOPPBEES', 'companyName': 'Nippon India ETF Nifty Dividend Opportunities 50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KA1MS3', 'slb_isin': 'INF204KA1MS3', 'listingDate': '2014-04-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,171.95,172,169.4,171.6,-0.35,-0.20,933188,159276527.84,171.6623,186.88,135.21,171.95,0,-5.16,0.29,06-Nov-2024,07-Oct-2025,-5.355468534554083,0.08748906386701995,-,-,8.176369863013699,-26.913689815842012,https://nsearchives.nseindia.com/today/HDFCSML250EQN.svg,https://nsearchives.nseindia.com/30d/HDFCSML250-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSML250-EQ.svg,"{'symbol': 'HDFCSML250', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1FB2', 'slb_isin': 'INF179KC1FB2', 'listingDate': '2023-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,143,143.3,141.89,142.83,-0.3,-0.21,172091,24571152.98,142.6631,183,83.3,143.13,0,57.18,-1.09,06-Nov-2024,07-Oct-2025,56.852624643092476,-1.2923289564616285,-,-,21.95081967213114,-71.46458583433376,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
CONS,Kotak Nifty India Consumption ETF,127.01,127.01,125.19,126.12,-0.26,-0.21,5459,685650.4,126.1096,132,102.46,126.38,0,6.99,0.9,06-Nov-2024,07-Oct-2025,6.772773450728073,0.6946107784431174,-,-,4.4545454545454515,-23.091938317392163,https://nsearchives.nseindia.com/today/CONSEQN.svg,https://nsearchives.nseindia.com/30d/CONS-EQ.svg,https://nsearchives.nseindia.com/365d/CONS-EQ.svg,"{'symbol': 'CONS', 'companyName': 'Kotak Nifty India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1JE5', 'listingDate': '2022-08-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
NIF100BEES,Nifty 100 TRI,274.65,277.21,272.12,276,-0.59,-0.21,41825,11506057.5,276.2961,290,230.35,276.59,0,3.87,1.79,06-Nov-2024,07-Oct-2025,3.646400540763821,1.5714127994700553,-,-,4.827586206896552,-19.81766876492295,https://nsearchives.nseindia.com/today/NIF100BEESEQN.svg,https://nsearchives.nseindia.com/30d/NIF100BEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIF100BEES-EQ.svg,"{'symbol': 'NIF100BEES', 'companyName': 'NIPPON INDIA ETF NIFTY 100', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204K014N5', 'slb_isin': 'INF204K014N5', 'listingDate': '2013-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
FMCGIETF,Nifty FMCG Index,59.41,59.67,59.09,59.28,-0.13,-0.22,422829,25052618.25,59.4404,62.3,53,59.41,0,-3.73,1.49,06-Nov-2024,07-Oct-2025,-3.9377734564900333,1.264092927912542,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,10-MAY-24,4.847512038523268,-11.849056603773587,https://nsearchives.nseindia.com/today/FMCGIETFEQN.svg,https://nsearchives.nseindia.com/30d/FMCGIETF-EQ.svg,https://nsearchives.nseindia.com/365d/FMCGIETF-EQ.svg,"{'symbol': 'FMCGIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty FMCG ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19V3', 'slb_isin': 'INF109KC19V3', 'listingDate': '2021-08-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
HDFCGOLD,Gold,103.3,103.38,102.41,103.1,-0.24,-0.23,3068027,316436304.78,102.9835,112.8,63.6,103.34,0,52.69,0.42,06-Nov-2024,07-Oct-2025,52.33451536643023,0.18462734428140873, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,17-FEB-21,8.599290780141846,-62.10691823899369,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,"{'symbol': 'HDFCGOLD', 'companyName': 'HDFC Mutual Fund-HDFC Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1981', 'listingDate': '2010-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
EGOLD,Edelweiss Gold ETF,121.3,121.3,119,120.4,-0.3,-0.25,58714,7048028.56,120.583,131.55,75,120.7,0,51.35,0.33,06-Nov-2024,07-Oct-2025,50.9717868338558,0.08312551953450419,-,-,8.475864690231854,-60.533333333333346,https://nsearchives.nseindia.com/today/EGOLDEQN.svg,https://nsearchives.nseindia.com/30d/EGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/EGOLD-EQ.svg,"{'symbol': 'EGOLD', 'companyName': 'Edelweiss Mutual Fund -Edelweiss Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SE6', 'listingDate': '2023-11-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '07-Nov-2025 16:00:00', 'preOpenTime': '07-Nov-2025 09:07:53', 'QuotePreOpenFlag': False}}"
