symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,217.78,217.97,215.11,216.56,-5.06,-2.28,21476282,4644460745.32,221.5218,360,106.64,-,-,96.76540069053243,4.17047477031123,221.62,0,101.36,8.15,18-Aug-2025,17-Jul-2026,-,4.17047477031123,-,96.76540069053243,39.84444444444444,-103.07576894223556,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,1000,1000.01,999.99,999.99,-0.01,-0.00,2458263,2458238417.37,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0,-0.0009999999999990906,1000,0,0,0,18-Aug-2025,17-Jul-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,-0.0009999999999990906,19-SEP-17,0,2.9126496373751203,-3.0928153898493798,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,125.63,125.9,125,125.88,-0.55,-0.44,16219822,2034614471.68,126.3798,148.14,80.02,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,52.120845921450154,7.737076343717898,126.43,0,52.79,9.19,18-Aug-2025,17-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,7.737076343717898,19-DEC-19,52.120845921450154,15.026326447954633,-57.310672331917026,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
NIFTYBEES,Nifty 50,276.38,276.38,274.45,274.68,-1.42,-0.51,6107344,1678237057.76,275.4298,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.273455011207168,-0.3265839320705339,276.1,0,-1.77,-0.13,18-Aug-2025,17-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-0.3265839320705339,19-DEC-19,-2.273455011207168,9.121588089330022,-9.129916567342082,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.54,115.54,115.52,115.54,0.03,0.03,13984358,1615473036.16,115.5198,115.54,102,-,-,5.0268157440232715,0.40844703224125584,115.51,0,5,0.38,18-Aug-2025,17-Jul-2026,-,0.40844703224125584,-,5.0268157440232715,0,-13.274509803921575,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,799.86,806.06,799.1,801,-4.9,-0.61,1560194,1249169326.1,804.1207,823.97,632.34,10-MAR-14,DIVIDEND-RS.1 PER UNIT,10.57274195552243,2.496513071184531,805.9,0,11.25,3.84,18-Aug-2025,17-Jul-2026,DIVIDEND-RS.1 PER UNIT,2.496513071184531,10-MAR-14,10.57274195552243,2.7877228539874057,-26.672359806433242,https://nsearchives.nseindia.com/today/JUNIORBEESEQN.svg,https://nsearchives.nseindia.com/30d/JUNIORBEES-EQ.svg,https://nsearchives.nseindia.com/365d/JUNIORBEES-EQ.svg,EQ
MID150BEES,Nifty Midcap 150 TRI,244.75,244.75,240.9,241.8,-0.55,-0.23,5112200,1233880592,241.6637,245,190.43,-,-,10.15945330296128,1.2011886326539172,242.35,0,10.41,1.93,18-Aug-2025,17-Jul-2026,-,1.2011886326539172,-,10.15945330296128,1.3061224489795873,-26.975791629470145,https://nsearchives.nseindia.com/today/MID150BEESEQN.svg,https://nsearchives.nseindia.com/30d/MID150BEES-EQ.svg,https://nsearchives.nseindia.com/365d/MID150BEES-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,22.54,22.54,21.85,22,-0.49,-2.18,53645390,1177516310.5,22.4942,35.1,10.56,-,-,97.48653500897666,4.216011369019425,22.49,0,101.89,8.07,18-Aug-2025,17-Jul-2026,-,4.216011369019425,-,97.48653500897666,37.32193732193733,-108.33333333333333,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1118.81,1118.83,1118.81,1118.83,0.17,0.02,667480,746783298.8,1118.6713,1136.66,1061.5,-,-,5.115654183656195,0.406533249573721,1118.66,0,5.1,0.41,18-Aug-2025,17-Jul-2026,-,0.406533249573721,-,5.115654183656195,1.5686309010610169,-5.400847856806399,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
HDFCSILVER,HDFC Silver ETF,217.94,217.94,215.01,216.55,-5,-2.26,2714611,587061774.86,221.5403,359,106.78,-,-,96.23923878568195,3.9756085850098435,221.55,0,100.77,8.18,18-Aug-2025,17-Jul-2026,-,3.9756085850098435,-,96.23923878568195,39.67966573816155,-102.80014984079418,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,14.84,14.85,14.51,14.79,-0.06,-0.40,32916616,485190919.84,14.8505,17.7,9.45,-,-,51.848049281314154,7.720320466132547,14.85,0,52.46,9.11,18-Aug-2025,17-Jul-2026,-,7.720320466132547,-,51.848049281314154,16.440677966101696,-56.50793650793651,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,229.98,229.98,224.68,226.16,-5.33,-2.30,2123216,479613262.24,231.259,373.5,111.17,-,-,97.4506722542343,4.269248501613642,231.49,0,102.1,8.2,18-Aug-2025,17-Jul-2026,-,4.269248501613642,-,97.4506722542343,39.44846050870147,-103.43617882522263,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
GOLDIETF,Gold,133,134.22,129.44,130.33,-0.62,-0.47,2955605,384080869.75,130.8894,158,82.87,-,-,52.27246173618414,7.657359986783422,130.95,0,53,9.23,18-Aug-2025,17-Jul-2026,-,7.657359986783422,-,52.27246173618414,17.512658227848092,-57.27042355496562,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
SETFGOLD,Gold,133.63,133.63,128.88,129.83,-0.55,-0.42,2794216,362046567.12,130.3269,153.95,82.51,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,51.93680514921007,7.662326892777187,130.38,0,52.58,9.19,18-Aug-2025,17-Jul-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,7.662326892777187,06-JAN-22,51.93680514921007,15.66742448847027,-57.35062416676767,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ
MON100,Nasdaq100,336.38,336.38,327.92,336.38,0.05,0.01,966987,325226737.71,275.8292,342.55,198.73,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,63.46583730197298,2.567386266617885,336.33,0,63.44,1.03,18-Aug-2025,17-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,2.567386266617885,17-JUN-21,63.46583730197298,1.8011969055612365,-69.26483168117547,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,EQ
LIQUIDPLUS,Nifty 1D Rate Index,1099.45,1099.51,1099.45,1099.5,0.14,0.01,264816,291162543.84,1099.3551,1127.08,1046.26,-,-,5.08759689181569,0.39720586221064774,1099.36,0,5.07,0.4,18-Aug-2025,17-Jul-2026,-,0.39720586221064774,-,5.08759689181569,2.447031266635902,-5.088601303691244,https://nsearchives.nseindia.com/today/LIQUIDPLUSEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDPLUS-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDPLUS-EQ.svg,EQ
HDFCGOLD,Gold,133.97,133.97,129.19,130.19,-0.52,-0.40,2160183,280197336.93,130.5892,152.3,83.43,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,52.14444314596238,7.782101167315167,130.71,0,52.75,9.18,18-Aug-2025,17-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,7.782101167315167,17-FEB-21,52.14444314596238,14.517399868680243,-56.046985496823666,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,EQ
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,1095.05,1095.21,1095.05,1095.21,0.16,0.01,231942,254022878.4,1095.0482,1116.24,1009.94,-,-,4.912206757158044,0.38864496732265863,1095.05,0,4.9,0.39,18-Aug-2025,17-Jul-2026,-,0.38864496732265863,-,4.912206757158044,1.8840034401204018,-8.443075826286709,https://nsearchives.nseindia.com/today/LIQUIDBETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBETF-EQ.svg,EQ
