symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,cact,xdt,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
MON100,Nasdaq100,235.99,235.99,228.66,232.5,2.26,0.98,824201,191173421.95,218.8718,258.8,159.3,230.24,0,12.07,-2.25,14-Feb-2025,16-Jan-2026,12.43834026501596,-0.7385902745164965, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,17-JUN-21,10.162287480680066,-45.95103578154425,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,EQ,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
BANKETF,Mirae Asset Nifty Bank ETF,609.95,618.32,608.85,617.9,5.95,0.97,13313,8150351.73,610.6768,624.37,481.38,611.95,0,23.51,0.42,14-Feb-2025,16-Jan-2026,24.11867504971577,2.3267367723772385,-,-,1.0362445344907711,-28.360131289210184,https://nsearchives.nseindia.com/today/BANKETFEQN.svg,https://nsearchives.nseindia.com/30d/BANKETF-EQ.svg,https://nsearchives.nseindia.com/365d/BANKETF-EQ.svg,EQ,"{'symbol': 'BANKETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KR3', 'slb_isin': 'INF769K01KR3', 'listingDate': '2023-07-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
HDFCNIFBAN,Nifty Bank,61.82,62.59,61.31,62.5,0.6,0.97,57783,3592369.11,61.7249,63.63,48.51,61.9,0,23.58,0.58,14-Feb-2025,16-Jan-2026,24.180409298629055,2.2745868106692857,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 223.31/- PER SHARE TO RS 22.331/- PER SHARE,02-FEB-24,1.7758918749017798,-28.839414553700273,https://nsearchives.nseindia.com/today/HDFCNIFBANEQN.svg,https://nsearchives.nseindia.com/30d/HDFCNIFBAN-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCNIFBAN-EQ.svg,EQ,"{'symbol': 'HDFCNIFBAN', 'companyName': 'HDFC NIFTY Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HY0', 'slb_isin': 'INF179KC1HY0', 'listingDate': '2020-08-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
GOLDCASE,Zerodha Gold ETF,23.27,24.71,23.27,24.22,0.23,0.96,9701838,233523240.66,24.0016,27.94,12.83,23.99,0,74.73,7.19,14-Feb-2025,16-Jan-2026,77.56598240469206,8.028545941123983,-,-,13.31424481030781,-88.77630553390489,https://nsearchives.nseindia.com/today/GOLDCASEEQN.svg,https://nsearchives.nseindia.com/30d/GOLDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDCASE-EQ.svg,EQ,"{'symbol': 'GOLDCASE', 'companyName': 'Zerodha Fund House - Zerodha Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01042', 'listingDate': '2024-03-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,734.02,763.12,734.02,747.79,6.9,0.93,323804,240770940.28,739.8685,777,595,740.89,0,16.22,0.03,14-Feb-2025,16-Jan-2026,14.70227321532655,0.8741282324533621,DIVIDEND-RS.1 PER UNIT,10-MAR-14,3.759330759330764,-25.67899159663865,https://nsearchives.nseindia.com/today/JUNIORBEESEQN.svg,https://nsearchives.nseindia.com/30d/JUNIORBEES-EQ.svg,https://nsearchives.nseindia.com/365d/JUNIORBEES-EQ.svg,EQ,"{'symbol': 'JUNIORBEES', 'companyName': 'Nippon India ETF Nifty Next 50 Junior BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF732E01045', 'slb_isin': 'INF732E01045', 'listingDate': '2003-03-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
PHARMABEES,Nifty Pharma TRI,22.75,23,22.5,22.96,0.21,0.92,2743878,62917122.54,22.7619,26.52,19.47,22.75,0,6.71,-0.22,14-Feb-2025,16-Jan-2026,4.601366742596818,-0.5630142919012516,-,-,13.423831070889891,-17.92501284026709,https://nsearchives.nseindia.com/today/PHARMABEESEQN.svg,https://nsearchives.nseindia.com/30d/PHARMABEES-EQ.svg,https://nsearchives.nseindia.com/365d/PHARMABEES-EQ.svg,EQ,"{'symbol': 'PHARMABEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty Pharma ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1089', 'slb_isin': 'INF204KC1089', 'listingDate': '2021-07-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
SENSEXBETA,SENSEX,920,920,900.8,919,8.33,0.91,2318,2117191.66,909.2012,952.91,779.95,910.67,0,0,-1.22,,16-Jan-2026,Infinity,-0.1304064333840519, INTERIM DIVIDEND - RS 13.56 PER UNIT,26-FEB-21,3.5585732125804084,-17.828065901660356,https://nsearchives.nseindia.com/today/SENSEXBETAEQN.svg,https://nsearchives.nseindia.com/30d/SENSEXBETA-EQ.svg,,EQ,"{'symbol': 'SENSEXBETA', 'companyName': 'UTI BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789FB1X58', 'slb_isin': 'INF789FB1X58', 'listingDate': '2015-09-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
BSE500IETF,S&P BSE 500 index,39.76,39.76,38.96,39.71,0.35,0.89,106474,4207852.48,39.3317,41.64,33,39.36,0,13.23,-0.93,14-Feb-2025,16-Jan-2026,12.97297297297298,-0.10062893081760792, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,28-OCT-21,4.634966378482228,-20.333333333333336,https://nsearchives.nseindia.com/today/BSE500IETFEQN.svg,https://nsearchives.nseindia.com/30d/BSE500IETF-EQ.svg,https://nsearchives.nseindia.com/365d/BSE500IETF-EQ.svg,EQ,"{'symbol': 'BSE500IETF', 'companyName': 'ICICI Prudential BSE 500 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1V59', 'slb_isin': 'INF109KC1V59', 'listingDate': '2018-05-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,69.31,70.79,69.31,70.79,0.62,0.88,64157,4506387.68,70.0023,73,57,70.17,0,16.19,0.06,14-Feb-2025,16-Jan-2026,14.398836457659993,1.4619463952988538,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 418.18/- PER SHARE TO RS 41.81/- PER SHARE,20-OCT-23,3.027397260273964,-24.192982456140363,https://nsearchives.nseindia.com/today/HDFCNEXT50EQN.svg,https://nsearchives.nseindia.com/30d/HDFCNEXT50-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCNEXT50-EQ.svg,EQ,"{'symbol': 'HDFCNEXT50', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY NEXT 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HS2', 'slb_isin': 'INF179KC1HS2', 'listingDate': '2022-08-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
BANKBETA,Nifty Bank,61.73,62.78,61.73,62.76,0.54,0.87,27482,1716250.9,62.0211,63.71,48.71,62.22,0,0,0.66,,16-Jan-2026,Infinity,2.3149657645907964, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,17-FEB-21,1.4911316904724576,-28.844179839868605,https://nsearchives.nseindia.com/today/BANKBETAEQN.svg,https://nsearchives.nseindia.com/30d/BANKBETA-EQ.svg,,EQ,"{'symbol': 'BANKBETA', 'companyName': 'UTI Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUV1', 'slb_isin': 'INF789F1AUV1', 'listingDate': '2020-09-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
GROWWN200,Nifty 200 Index- Total Return Index,11.59,11.69,11.32,11.64,0.1,0.87,82621,955098.76,11.5042,12.45,9,11.54,0,0,-0.35,,16-Jan-2026,Infinity,0.8665511265164768,-,-,6.5060240963855325,-29.33333333333334,https://nsearchives.nseindia.com/today/GROWWN200EQN.svg,https://nsearchives.nseindia.com/30d/GROWWN200-EQ.svg,,EQ,"{'symbol': 'GROWWN200', 'companyName': 'Groww Mutual Fund - Groww Nifty 200 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01JV1', 'slb_isin': 'INF666M01JV1', 'listingDate': '2025-02-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
GROWWPSE,Nifty PSE Index � TRI,102.12,103.9,100.04,103.01,0.89,0.87,9951,1016395.14,101.7357,105.97,100.04,102.12,0,0,0,,,Infinity,Infinity,-,-,2.793243370765305,-2.9688124750099947,https://nsearchives.nseindia.com/today/GROWWPSEEQN.svg,,,EQ,"{'symbol': 'GROWWPSE', 'companyName': 'Groww Mutual Fund - Groww Nifty PSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01NQ3', 'listingDate': '2026-02-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
NIFTYBETA,Nifty 50,278.08,283.46,278.08,283.46,2.39,0.85,70084,19755277.92,280.415,297.48,235,281.07,0,0,-0.76,,16-Jan-2026,Infinity,0.18024385933910264,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,25-SEP-23,4.712921877100994,-20.621276595744675,https://nsearchives.nseindia.com/today/NIFTYBETAEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBETA-EQ.svg,,EQ,"{'symbol': 'NIFTYBETA', 'companyName': 'UTI Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZC0', 'slb_isin': 'INF789F1AZC0', 'listingDate': '2015-09-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
GOLDADD,DSP Gold ETF,149.74,149.74,147.69,149.01,1.26,0.85,233055,34583031.45,147.9927,181,81.15,147.75,0,0,6.89,,16-Jan-2026,Infinity,7.6661849710982555,-,-,17.674033149171276,-83.62292051756005,https://nsearchives.nseindia.com/today/GOLDADDEQN.svg,https://nsearchives.nseindia.com/30d/GOLDADD-EQ.svg,,EQ,"{'symbol': 'GOLDADD', 'companyName': 'DSP Mutual Fund - DSP Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SW3', 'listingDate': '2023-05-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
BSLSENETFG,BSE SENSEX Index,83.34,83.82,81.03,83.62,0.69,0.83,1561,130031.3,82.743,87.82,64.38,82.93,0,10.35,-0.67,14-Feb-2025,16-Jan-2026,10.975447909754493,0.2637889688249387, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1- PER SHARE,25-NOV-21,4.782509678888624,-29.885057471264385,https://nsearchives.nseindia.com/today/BSLSENETFGEQN.svg,https://nsearchives.nseindia.com/30d/BSLSENETFG-EQ.svg,https://nsearchives.nseindia.com/365d/BSLSENETFG-EQ.svg,EQ,"{'symbol': 'BSLSENETFG', 'companyName': 'Aditya Birla Sun Life BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB10E8', 'slb_isin': 'INF209KB10E8', 'listingDate': '2021-10-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
EQUAL200,BSE 200 Equal Weight,13.39,13.66,13.29,13.43,0.11,0.83,30121,403018.98,11.35,13.96,11.03,13.32,0,0,0.38,,16-Jan-2026,Infinity,0.8258258258258215,-,-,3.796561604584535,-21.758839528558482,https://nsearchives.nseindia.com/today/EQUAL200EQN.svg,https://nsearchives.nseindia.com/30d/EQUAL200-EQ.svg,,EQ,"{'symbol': 'EQUAL200', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset BSE 200 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01OA1', 'slb_isin': 'INF769K01OA1', 'listingDate': '2025-03-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
SETFNIFBK,Nifty Bank,616.59,624.39,614.42,622.8,5.12,0.83,145461,90578564.7,615.9902,636.47,465.64,617.68,0,23.55,0.45,14-Feb-2025,16-Jan-2026,23.925501432664745,2.162002558971154, DIVIDEND - RS 3.50 PER UNIT,02-NOV-17,2.147783870410243,-33.751395928184856,https://nsearchives.nseindia.com/today/SETFNIFBKEQN.svg,https://nsearchives.nseindia.com/30d/SETFNIFBK-EQ.svg,https://nsearchives.nseindia.com/365d/SETFNIFBK-EQ.svg,EQ,"{'symbol': 'SETFNIFBK', 'companyName': 'SBI-ETF Nifty Bank', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1580', 'slb_isin': 'INF200KA1580', 'listingDate': '2015-03-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
LICNFNHGP,Nifty 100,277.91,287.39,277.91,287.39,2.35,0.82,252,71998.92,284.3495,296.41,242.47,285.04,0,11.1,-0.21,14-Feb-2025,16-Jan-2026,11.305189775367932,0.7961560044893314,-,-,3.0430822171991627,-18.526003216892807,https://nsearchives.nseindia.com/today/LICNFNHGPEQN.svg,https://nsearchives.nseindia.com/30d/LICNFNHGP-EQ.svg,https://nsearchives.nseindia.com/365d/LICNFNHGP-EQ.svg,EQ,"{'symbol': 'LICNFNHGP', 'companyName': 'LIC MF - LIC MF ETF - Nifty 100', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01PC8', 'slb_isin': 'INF767K01PC8', 'listingDate': '2016-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
MOMENTUM30,Nifty 200 Momentum 30 Index,31.36,31.66,31.24,31.66,0.25,0.80,7926,248717.88,31.366,37.38,29.02,31.41,0,0,1.03,,16-Jan-2026,Infinity,2.6256077795786017,-,-,15.302300695559127,-9.097174362508618,https://nsearchives.nseindia.com/today/MOMENTUM30EQN.svg,https://nsearchives.nseindia.com/30d/MOMENTUM30-EQ.svg,,EQ,"{'symbol': 'MOMENTUM30', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty 200 Momentum 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1XS6', 'listingDate': '2025-10-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,22.82,22.87,22.54,22.75,0.18,0.80,1239637,28052985.31,22.5367,26.81,19.03,22.57,0,9.94,-1.87,14-Feb-2025,16-Jan-2026,10.276296655356283,-1.0869565217391304,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,01-MAR-24,15.143603133159266,-19.548081975827632,https://nsearchives.nseindia.com/today/LOWVOLIETFEQN.svg,https://nsearchives.nseindia.com/30d/LOWVOLIETF-EQ.svg,https://nsearchives.nseindia.com/365d/LOWVOLIETF-EQ.svg,EQ,"{'symbol': 'LOWVOLIETF', 'companyName': 'ICICI Prudential Nifty 100 Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19U5', 'slb_isin': 'INF109KC19U5', 'listingDate': '2017-07-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
SBIETFQLTY,Nifty 200 Quality 30 Index,215.94,222.98,215.94,222.08,1.77,0.80,2829,625407.03,219.8084,240,191.5,220.31,0,6.97,-4.59,14-Feb-2025,16-Jan-2026,6.630815767993471,-3.636205849171221,-,-,7.466666666666661,-15.968668407310712,https://nsearchives.nseindia.com/today/SBIETFQLTYEQN.svg,https://nsearchives.nseindia.com/30d/SBIETFQLTY-EQ.svg,https://nsearchives.nseindia.com/365d/SBIETFQLTY-EQ.svg,EQ,"{'symbol': 'SBIETFQLTY', 'companyName': 'SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1WX6', 'slb_isin': 'INF200KA1WX6', 'listingDate': '2018-12-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
NIFTYCASE,Nifty Index 50 Index,9.89,10.29,9.89,10.23,0.08,0.79,495515,5049297.85,10.1399,10.97,9.8,10.15,0,0,-0.68,,16-Jan-2026,Infinity,0.09784735812132864,-,-,6.745670009115773,-4.387755102040813,https://nsearchives.nseindia.com/today/NIFTYCASEEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYCASE-EQ.svg,,EQ,"{'symbol': 'NIFTYCASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01166', 'listingDate': '2025-10-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
SENSEXADD,DSP S&P BSE Sensex ETF,85.26,85.56,84.58,85.51,0.67,0.79,2300,195753,84.614,88.2,72,84.84,0,7.41,-0.68,14-Feb-2025,16-Jan-2026,10.85040186673581,0.023394549070078645,-,-,3.0498866213151903,-18.763888888888896,https://nsearchives.nseindia.com/today/SENSEXADDEQN.svg,https://nsearchives.nseindia.com/30d/SENSEXADD-EQ.svg,https://nsearchives.nseindia.com/365d/SENSEXADD-EQ.svg,EQ,"{'symbol': 'SENSEXADD', 'companyName': 'DSP BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SZ6', 'slb_isin': 'INF740KA1SZ6', 'listingDate': '2023-08-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '16-Feb-2026 16:00:00', 'preOpenTime': '16-Feb-2026 09:07:41', 'QuotePreOpenFlag': False}}"
