symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,213.4,215.54,210.34,213.3,-1.76,-0.82,30471926,6490215518.74,215.9115,360,101.35,-,-,105.57054741711642,-16.68945045502479,215.06,0,107.27,-14.84,23-Jun-2025,22-May-2026,-,-16.68945045502479,-,105.57054741711642,40.74999999999999,-110.45880611741492,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,999.11,1003,999.11,1000.01,0.01,0.00,4855377,4855328446.23,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.002000020000198183,1000,0,0,0,23-Jun-2025,22-May-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,118.9,118.9,116.01,117.48,-1.42,-1.19,29175055,3433320472.4,118.998,148.14,79,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,42.12436486813454,-9.983909278982443,118.9,0,43.84,-8.89,23-Jun-2025,22-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,-9.983909278982443,19-DEC-19,42.12436486813454,20.69663831510732,-48.708860759493675,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
NIFTYBEES,Nifty 50,273,273.35,268,272.71,1.9,0.70,8659000,2356893210,270.8382,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.901801609342745,0.2647156145446415,270.81,0,-3.58,0.64,23-Jun-2025,22-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,0.2647156145446415,19-DEC-19,-2.901801609342745,9.773366418527715,-8.347238776321014,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,21.82,22.22,21.36,21.66,-0.16,-0.73,87036326,1883466094.64,21.9368,35.1,10.11,-,-,105.89353612167301,-16.628175519630485,21.82,0,107.41,-14.83,23-Jun-2025,22-May-2026,-,-16.628175519630485,-,105.89353612167301,38.2905982905983,-114.2433234421365,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
HDFCSILVER,HDFC Silver ETF,218.8,218.8,210.3,212.95,-1.86,-0.87,7474600,1593360482,215.966,359,101.66,-,-,104.73992885299488,-16.91377292235662,214.81,0,106.53,-14.98,23-Jun-2025,22-May-2026,-,-16.91377292235662,-,104.73992885299488,40.6824512534819,-109.47275231162699,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,114.67,114.69,114.67,114.69,0.03,0.03,13373505,1533673553.4,114.6625,114.69,102,-,-,5.075584058634899,0.4114866047977577,114.66,0,5.05,0.4,23-Jun-2025,22-May-2026,-,0.4114866047977577,-,5.075584058634899,0,-12.441176470588234,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,223.99,224.95,219.67,222.55,-2.28,-1.01,5521282,1227270562.96,225.3083,373.5,105.15,-,-,105.89323711721713,-16.71967967668301,224.83,0,108,-14.73,23-Jun-2025,22-May-2026,-,-16.71967967668301,-,105.89323711721713,40.414993306559566,-111.65002377555872,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1111.5,1111.5,1109,1110.34,0.16,0.01,860475,955411206.75,1110.1808,1136.66,1030.28,-,-,5.140855073149942,0.4132866690179636,1110.18,0,5.13,0.41,23-Jun-2025,22-May-2026,-,0.4132866690179636,-,5.140855073149942,2.31555610296836,-7.770703109834215,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
PVTBANIETF,Nifty Private Bank Index,28.07,28.7,28,28.63,0.56,2.00,30063178,855898677.66,28.0243,30.32,24.18,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,2.5062656641603986,5.490051584377296,28.07,0,0.5,5.53,23-Jun-2025,22-May-2026,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,5.490051584377296,01-MAR-24,2.5062656641603986,5.573878627968341,-18.403639371381306,https://nsearchives.nseindia.com/today/PVTBANIETFEQN.svg,https://nsearchives.nseindia.com/30d/PVTBANIETF-EQ.svg,https://nsearchives.nseindia.com/365d/PVTBANIETF-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,13.94,13.94,13.7,13.82,-0.15,-1.07,57975033,801794706.39,13.9807,17.7,8,-,-,42.474226804123724,-9.732201175702157,13.97,0,44.02,-8.75,23-Jun-2025,22-May-2026,-,-9.732201175702157,-,42.474226804123724,21.920903954802256,-72.75,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
LIQUIDPLUS,Nifty 1D Rate Index,1091.23,1091.25,1091.23,1091.25,0.15,0.01,710414,775225069.22,1091.0913,1091.54,1018.24,-,-,5.124993979095424,0.41130679622370925,1091.1,0,5.11,0.41,23-Jun-2025,22-May-2026,-,0.41130679622370925,-,5.124993979095424,0.026567968191725785,-7.170215273412947,https://nsearchives.nseindia.com/today/LIQUIDPLUSEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDPLUS-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDPLUS-EQ.svg,EQ
BANKBEES,Nifty Bank,591.51,603.2,591.33,603,10.48,1.77,1207783,724693955.66,592.0469,638.99,515.98,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,4.891455608126915,5.600504360617845,592.52,0,3.07,5.88,23-Jun-2025,22-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,5.600504360617845,19-DEC-19,4.891455608126915,5.632326014491621,-16.864994767239036,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,EQ
GOLDIETF,Gold,122.45,122.98,121.26,121.67,-1.38,-1.12,5894084,717958372.04,123.2011,158,81.26,-,-,42.370699742569634,-9.874074074074072,123.05,0,43.99,-8.93,23-Jun-2025,22-May-2026,-,-9.874074074074072,-,42.370699742569634,22.99367088607595,-49.72926409057346,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,EQ
CASHIETF,BSE Liquid Rate Index,1067.64,1067.81,1067.64,1067.79,0.14,0.01,643271,686878341.09,1067.6515,1068,1001.71,-,-,5.091234769600223,0.4081056937326549,1067.65,0,5.08,0.41,23-Jun-2025,22-May-2026,-,0.4081056937326549,-,5.091234769600223,0.019662921348318013,-6.596719609467803,https://nsearchives.nseindia.com/today/CASHIETFEQN.svg,https://nsearchives.nseindia.com/30d/CASHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/CASHIETF-EQ.svg,EQ
