symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,mpc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
ESILVER,Edelweiss Silver ETF,243.4,249.99,241.92,248.08,6.24,2.58,351557,86296696.79,239.955,252,86.27,241.84,0,168.89,36.56,06-Jan-2025,05-Dec-2025,175.8283299977763,38.72392775261421,-,-,1.5555555555555507,-187.5623043931842,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,https://nsearchives.nseindia.com/365d/ESILVER-EQ.svg,EQ,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'listingDate': '2023-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
HEALTHY,Nifty Healthcare TRI,15.39,15.66,15.25,15.65,0.34,2.22,601603,9258670.17,15.3328,16.25,12.2,15.31,0,1.19,0.53,06-Jan-2025,05-Dec-2025,3.4368803701255755,3.164139749505606,-,-,3.6923076923076903,-28.278688524590176,https://nsearchives.nseindia.com/today/HEALTHYEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHY-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHY-EQ.svg,EQ,"{'symbol': 'HEALTHY', 'companyName': 'Aditya Birla Sun Life MF-Aditya Birla Sun Life Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB10C2', 'slb_isin': 'INF209KB10C2', 'listingDate': '2021-10-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
ITIETF,Nifty IT Index,41.79,42.46,41.66,42.46,0.87,2.09,2572993,108760414.11,41.6768,48.25,33.43,41.59,0,-11.4,-2.21,06-Jan-2025,05-Dec-2025,-9.54409884959522,0.40198628517380397,01-SEP-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,11.999999999999998,-27.011666168112477,https://nsearchives.nseindia.com/today/ITIETFEQN.svg,https://nsearchives.nseindia.com/30d/ITIETF-EQ.svg,https://nsearchives.nseindia.com/365d/ITIETF-EQ.svg,EQ,"{'symbol': 'ITIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16I6', 'slb_isin': 'INF109KC16I6', 'listingDate': '2020-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
IT,NIFTY IT Index,41.62,42.49,41.52,42.46,0.84,2.02,144776,6103756.16,41.58,48.48,32.55,41.62,0,-11.09,-1.89,06-Jan-2025,05-Dec-2025,-9.292886135441147,0.5208333333333306,-,-,12.417491749174909,-30.445468509984654,https://nsearchives.nseindia.com/today/ITEQN.svg,https://nsearchives.nseindia.com/30d/IT-EQ.svg,https://nsearchives.nseindia.com/365d/IT-EQ.svg,EQ,"{'symbol': 'IT', 'companyName': 'Kotak Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1GC5', 'slb_isin': 'INF174KA1GC5', 'listingDate': '2021-03-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
AXISTECETF,NIFTY IT Index,414.23,422.48,414.23,422.48,8.25,1.99,131255,54957781.05,413.5925,475.8,341,414.23,0,-10.85,-2.1,06-Jan-2025,05-Dec-2025,-9.077605130633152,0.5617442635437526,-,-,11.206389239176122,-23.894428152492672,https://nsearchives.nseindia.com/today/AXISTECETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISTECETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISTECETF-EQ.svg,EQ,"{'symbol': 'AXISTECETF', 'companyName': 'AXIS MUTUAL FUND - AXIS NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Y96', 'slb_isin': 'INF846K01Y96', 'listingDate': '2021-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
SILVERBND,Commodity - Silver,248,249.8,242,246.53,4.81,1.99,53954,13266209.52,240.0174,261.42,180,241.72,0,0,0,,,Infinity,Infinity,-,-,5.695815163338693,-36.96111111111111,https://nsearchives.nseindia.com/today/SILVERBNDEQN.svg,,,EQ,"{'symbol': 'SILVERBND', 'companyName': 'Bandhan Mutual Fund - Bandhan Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF194KB1KI9', 'listingDate': '2025-12-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
TECH,Nifty IT TRI Index,40.95,41.6,40.88,41.6,0.8,1.96,32163,1330904.94,40.8568,47.3,33.41,40.8,0,-10.96,-1.9,06-Jan-2025,05-Dec-2025,-9.209951986032298,0.3376748673420178,-,-,12.050739957716694,-24.513618677042817,https://nsearchives.nseindia.com/today/TECHEQN.svg,https://nsearchives.nseindia.com/30d/TECH-EQ.svg,https://nsearchives.nseindia.com/365d/TECH-EQ.svg,EQ,"{'symbol': 'TECH', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB11D8', 'slb_isin': 'INF209KB11D8', 'listingDate': '2021-11-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
ITBEES,Nifty IT TRI,42.89,42.89,41.5,42.45,0.81,1.95,10654719,449842236.18,41.7051,48.33,33.63,41.64,0,-11.1,-1.91,06-Jan-2025,05-Dec-2025,-9.372331340734416,0.18881283927308332,-,-,12.166356300434504,-26.22658340767172,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,EQ,"{'symbol': 'ITBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India ETF Nifty IT', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15V2', 'slb_isin': 'INF204KB15V2', 'listingDate': '2020-07-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
ITETF,Mirae Asset Nifty IT ETF,39.92,40.56,39.79,40.49,0.77,1.94,365633,14691133.94,39.7417,46,31.7,39.72,0,-11.04,-1.88,06-Jan-2025,05-Dec-2025,-9.31690929451287,0.42162698412698835,-,-,11.978260869565213,-27.728706624605685,https://nsearchives.nseindia.com/today/ITETFEQN.svg,https://nsearchives.nseindia.com/30d/ITETF-EQ.svg,https://nsearchives.nseindia.com/365d/ITETF-EQ.svg,EQ,"{'symbol': 'ITETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KV5', 'slb_isin': 'INF769K01KV5', 'listingDate': '2023-10-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
HDFCNIFIT,HDFC NIFTY IT ETF,40.27,40.9,40.06,40.79,0.73,1.82,99456,4037913.6,40.0841,46.35,32.24,40.06,0,-10.54,-1.79,06-Jan-2025,05-Dec-2025,-8.91022778025905,0.0981595092024519,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 299.92/- PER SHARE TO RS 29.992/- PER SHARE,11.995685005393748,-26.5198511166253,https://nsearchives.nseindia.com/today/HDFCNIFITEQN.svg,https://nsearchives.nseindia.com/30d/HDFCNIFIT-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCNIFIT-EQ.svg,EQ,"{'symbol': 'HDFCNIFIT', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1IA8', 'slb_isin': 'INF179KC1IA8', 'listingDate': '2022-11-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '07-Jan-2026 16:00:00', 'preOpenTime': '07-Jan-2026 09:07:03', 'QuotePreOpenFlag': False}}"
