symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
MID150,Nifty Midcap 150 Index,21.8,21.91,21.23,21.91,0.49,2.29,26256,561878.4,,22.95,17.98,-,-,Infinity,8.250988142292499,21.42,0,4.531590413943351,-21.85761957730812,https://nsearchives.nseindia.com/today/MID150EQN.svg,-,-,-,28-Apr-2025,5.83,https://nsearchives.nseindia.com/30d/MID150-EQ.svg,"{'symbol': 'MID150', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1VW2', 'listingDate': '2025-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,30.49,30.89,30.29,30.89,0.66,2.18,368718,11297519.52,30.5099,39.5,25.5,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 190.61/- PER SHARE TO RS 19.061/- PER SHARE,-11.337543053960971,4.996600951733511,30.23,0,21.79746835443038,-21.137254901960784,https://nsearchives.nseindia.com/today/HDFCMOMENTEQN.svg,-13.23,28-May-2024,https://nsearchives.nseindia.com/365d/HDFCMOMENT-EQ.svg,28-Apr-2025,2.75,https://nsearchives.nseindia.com/30d/HDFCMOMENT-EQ.svg,"{'symbol': 'HDFCMOMENT', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY200 Momentum 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HV6', 'slb_isin': 'INF179KC1HV6', 'listingDate': '2022-10-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
METAL,Nifty Metal Total Return Index,9.29,9.39,9.29,9.39,0.15,1.62,520087,4852411.71,9.2445,10.84,7.73,-,-,Infinity,7.931034482758636,9.24,0,13.376383763837634,-21.474773609314358,https://nsearchives.nseindia.com/today/METALEQN.svg,-,-,-,28-Apr-2025,6.21,https://nsearchives.nseindia.com/30d/METAL-EQ.svg,"{'symbol': 'METAL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LY7', 'listingDate': '2024-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,9.34,9.37,9.26,9.35,0.13,1.41,4056191,37763138.21,9.2398,10.67,7.35,-,-,Infinity,7.594936708860762,9.22,0,12.371134020618559,-27.2108843537415,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,-,-,-,28-Apr-2025,6.1,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
NIFITETF,UTI Nifty IT ETF,387.4,387.4,383.77,386.95,4.99,1.31,438,168393.48,382.789,469.99,321.68,-,-,13.792089398617845,6.741882982538413,381.96,0,17.668461031085773,-20.290350659040033,https://nsearchives.nseindia.com/today/NIFITETFEQN.svg,12.32,28-May-2024,https://nsearchives.nseindia.com/365d/NIFITETF-EQ.svg,28-Apr-2025,5.37,https://nsearchives.nseindia.com/30d/NIFITETF-EQ.svg,"{'symbol': 'NIFITETF', 'companyName': 'UTI Mutual Fund - UTI Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AZD8', 'listingDate': '2024-02-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
MON100,Nasdaq100,178.01,181.5,178,180.55,2.31,1.30,1398177,252315021.42,177.7371,221.7,142.11,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,19.017798286090986,5.720810399344192,178.24,0,18.56111862877762,-27.04946872141299,https://nsearchives.nseindia.com/today/MON100EQN.svg,17.5,28-May-2024,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,28-Apr-2025,4.37,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
TECH,Nifty IT TRI Index,40.21,40.34,39.69,40.08,0.51,1.29,10388,415000.6,39.5556,49.77,33.2,-,-,13.702127659574463,6.851506264996002,39.57,0,19.469559975889098,-20.722891566265044,https://nsearchives.nseindia.com/today/TECHEQN.svg,12.26,28-May-2024,https://nsearchives.nseindia.com/365d/TECH-EQ.svg,28-Apr-2025,5.49,https://nsearchives.nseindia.com/30d/TECH-EQ.svg,"{'symbol': 'TECH', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB11D8', 'slb_isin': 'INF209KB11D8', 'listingDate': '2021-11-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
MOREALTY,Motilal Oswal Nifty Realty ETF,94.28,95.54,92.33,95.44,1.2,1.27,378815,35801805.65,94.3795,115.79,77,-,-,-5.831277750370002,9.524902455818221,94.24,0,17.57492011399949,-23.948051948051944,https://nsearchives.nseindia.com/today/MOREALTYEQN.svg,-7.02,28-May-2024,https://nsearchives.nseindia.com/365d/MOREALTY-EQ.svg,28-Apr-2025,8.15,https://nsearchives.nseindia.com/30d/MOREALTY-EQ.svg,"{'symbol': 'MOREALTY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Realty ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01CI4', 'slb_isin': 'INF247L01CI4', 'listingDate': '2024-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
AXISHCETF,Nifty Healthcare Index,144.16,144.16,140.56,142.98,1.65,1.17,2731,385944.92,141.0432,159.99,116,-,-,16.65170922738027,-0.041946308724833806,141.33,0,10.631914494655927,-23.258620689655164,https://nsearchives.nseindia.com/today/AXISHCETFEQN.svg,15.31,28-May-2024,https://nsearchives.nseindia.com/365d/AXISHCETF-EQ.svg,28-Apr-2025,-1.2,https://nsearchives.nseindia.com/30d/AXISHCETF-EQ.svg,"{'symbol': 'AXISHCETF', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Z12', 'slb_isin': 'INF846K01Z12', 'listingDate': '2021-05-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
TNIDETF,Nifty India Digital Index,89.55,90.88,89.55,90.5,0.95,1.06,24945,2253281.85,89.8044,104.78,74.12,-,-,14.224409945727622,4.757495080449125,89.55,0,13.628555067761022,-22.09929843497031,https://nsearchives.nseindia.com/today/TNIDETFEQN.svg,13.03,28-May-2024,https://nsearchives.nseindia.com/365d/TNIDETF-EQ.svg,28-Apr-2025,3.66,https://nsearchives.nseindia.com/30d/TNIDETF-EQ.svg,"{'symbol': 'TNIDETF', 'companyName': 'Tata Mutual Fund - Tata Nifty India Digital Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1364', 'slb_isin': 'INF277KA1364', 'listingDate': '2022-04-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '29-May-2025 15:59:29', 'preOpenTime': '29-May-2025 09:07:43', 'QuotePreOpenFlag': False}}"
