symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,cact,ypc,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,150.93,165,148.91,156.45,5.52,3.66,123576606,19507803023.16,146.5866,165,77.55,150.93,0,72.18,25.51,08-Oct-2024,08-Sep-2025,-,-,78.47364818617385,30.103950103950098,5.181818181818189,-101.74081237911024,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
MOSILVER,Domestic Price of Physical Silver,154.8,164.55,154.04,158,5.4,3.54,1006843,163632124.36,151.8294,164.55,112.32,152.6,0,0,20.67,,08-Sep-2025,-,-,Infinity,24.94069270915705,3.9805530233971504,-40.66951566951568,https://nsearchives.nseindia.com/today/MOSILVEREQN.svg,https://nsearchives.nseindia.com/30d/MOSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/MOSILVER-EQ.svg,"{'symbol': 'MOSILVER', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FZ1', 'listingDate': '2025-08-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
SILVERIETF,Domestic Price of Silver,154,170,153,159,5.17,3.36,28505872,4578043043.2,152.5721,170,86.01,153.83,0,68.58,23.14,08-Oct-2024,08-Sep-2025,-,-,74.24657534246575,27.28146013448607,6.470588235294118,-84.86222532263689,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,"{'symbol': 'SILVERIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Y56', 'listingDate': '2022-01-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,158.43,173.26,157.99,162.95,4.52,2.85,6429524,1067622460.2,152.6567,173.26,86.3,158.43,0,73.74,26.63,08-Oct-2024,08-Sep-2025,-,-,78.69283912709726,30.245384062025412,5.950594482280967,-88.81807647740439,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
SILVER1,Kotak Silver ETF,151.71,168,151.08,156,4.29,2.83,4543210,725777797.5,148.4141,168,81.8,151.71,0,70.92,24.83,08-Oct-2024,08-Sep-2025,-,-,75.7548445245606,28.363367069859294,7.142857142857143,-90.70904645476773,https://nsearchives.nseindia.com/today/SILVER1EQN.svg,https://nsearchives.nseindia.com/30d/SILVER1-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER1-EQ.svg,"{'symbol': 'SILVER1', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1KU9', 'listingDate': '2022-12-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
MOCAPITAL,Nifty Capital Market Total Return Index,42.6,44.3,42.6,44.28,1.15,2.67,663087,29082995.82,43.2475,51.13,29.2,43.13,0,0,-0.6,,08-Sep-2025,-,-,Infinity,2.051163862641163,13.397222765499707,-51.643835616438366,https://nsearchives.nseindia.com/today/MOCAPITALEQN.svg,https://nsearchives.nseindia.com/30d/MOCAPITAL-EQ.svg,https://nsearchives.nseindia.com/365d/MOCAPITAL-EQ.svg,"{'symbol': 'MOCAPITAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Capital Market ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01EV3', 'listingDate': '2025-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,75.84,77.6,75.81,77.6,1.89,2.50,34875,2662008.75,75.839,77.6,55.68,75.71,0,14.19,9.05,08-Oct-2024,08-Sep-2025,-,-,17.043740573152334,11.767247587498181,0,-39.36781609195401,https://nsearchives.nseindia.com/today/HDFCPSUBKEQN.svg,https://nsearchives.nseindia.com/30d/HDFCPSUBK-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCPSUBK-EQ.svg,"{'symbol': 'HDFCPSUBK', 'companyName': 'HDFC Mutual Fund -HDFC NIFTY PSU BANK ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HW4', 'slb_isin': 'INF179KC1HW4', 'listingDate': '2024-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,10.25,10.45,10.19,10.44,0.25,2.45,22541549,233755863.13,10.1749,10.6,7.35,10.19,0,3.87,4.3,08-Oct-2024,08-Sep-2025,-,-,6.422018348623843,6.857727737973388,1.5094339622641524,-42.04081632653062,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,https://nsearchives.nseindia.com/365d/METALIETF-EQ.svg,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'slb_isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,23.23,23.31,22.69,23.31,0.54,2.37,73494,1694771.64,22.7932,26.77,17.13,22.77,0,0,0.13,,08-Sep-2025,-,-,Infinity,2.506596306068603,12.924915950691076,-36.07705779334501,https://nsearchives.nseindia.com/today/ECAPINSUREEQN.svg,https://nsearchives.nseindia.com/30d/ECAPINSURE-EQ.svg,https://nsearchives.nseindia.com/365d/ECAPINSURE-EQ.svg,"{'symbol': 'ECAPINSURE', 'companyName': 'Edelweiss Mutual Fund - Edelweiss BSE Capital Markets & Insurance ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01TX4', 'slb_isin': 'INF754K01TX4', 'listingDate': '2025-01-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
METAL,Nifty Metal Total Return Index,10.28,10.45,10.2,10.41,0.23,2.26,7180910,74394227.6,10.1834,11.5,7.73,10.18,0,0,3.98,,08-Sep-2025,-,-,Infinity,6.332992849846793,9.478260869565217,-34.67011642949547,https://nsearchives.nseindia.com/today/METALEQN.svg,https://nsearchives.nseindia.com/30d/METAL-EQ.svg,https://nsearchives.nseindia.com/365d/METAL-EQ.svg,"{'symbol': 'METAL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LY7', 'slb_isin': 'INF769K01LY7', 'listingDate': '2024-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
MODEFENCE,Nifty India Defence Total Return Index,88.09,89.4,87.2,89.3,1.76,2.01,5222342,460453894.14,87.6317,102,55.21,87.54,0,22.81,5.61,08-Oct-2024,08-Sep-2025,-,-,25.280583613916942,7.7331403064302044,12.450980392156865,-61.746060496286894,https://nsearchives.nseindia.com/today/MODEFENCEEQN.svg,https://nsearchives.nseindia.com/30d/MODEFENCE-EQ.svg,https://nsearchives.nseindia.com/365d/MODEFENCE-EQ.svg,"{'symbol': 'MODEFENCE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01DJ0', 'slb_isin': 'INF247L01DJ0', 'listingDate': '2024-08-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
UNIONGOLD,Commodity Gold,119.45,122.55,119,121.2,2.3,1.93,578891,69710054.22,119.7986,125.9,82,118.9,0,0,11.75,,08-Sep-2025,-,-,Infinity,13.909774436090222,3.7331215250198593,-47.804878048780495,https://nsearchives.nseindia.com/today/UNIONGOLDEQN.svg,https://nsearchives.nseindia.com/30d/UNIONGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/UNIONGOLD-EQ.svg,"{'symbol': 'UNIONGOLD', 'companyName': 'Union Mutual Fund - Union Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF582M01KS4', 'listingDate': '2025-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
HNGSNGBEES,Hang Seng Index,543.92,565,541.13,547.8,9.27,1.72,415559,230884580.4,446.4676,579.92,309.05,538.53,0,43.23,9.82,08-Oct-2024,08-Sep-2025,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,45.695364238410576,11.707008707355364,5.538694992412748,-77.25287170360781,https://nsearchives.nseindia.com/today/HNGSNGBEESEQN.svg,https://nsearchives.nseindia.com/30d/HNGSNGBEES-EQ.svg,https://nsearchives.nseindia.com/365d/HNGSNGBEES-EQ.svg,"{'symbol': 'HNGSNGBEES', 'companyName': 'NIPPON INDIA ETF HANG SENG BEES', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB19I1', 'slb_isin': 'INF204KB19I1', 'listingDate': '2010-03-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
AXISCETF,NIFTY India Consumption Index,124.93,126.98,124.59,126.98,2.05,1.64,3157,395382.68,125.0672,131.26,101,124.93,0,-1.71,-2.28,08-Oct-2024,08-Sep-2025,-,-,-0.0944138473642725,-0.6727158948685853,3.2607039463659815,-25.722772277227726,https://nsearchives.nseindia.com/today/AXISCETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISCETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISCETF-EQ.svg,"{'symbol': 'AXISCETF', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K016C7', 'slb_isin': 'INF846K016C7', 'listingDate': '2021-09-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '09-Oct-2025 16:00:00', 'preOpenTime': '09-Oct-2025 09:07:57', 'QuotePreOpenFlag': False}}"
