symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,246.26,247.36,245.1,246.52,-0.27,-0.11,15888597,3911137037.52,248.2913,360,96.05,-,-,153.72581309180734,7.015106789373153,246.79,0,154,7.13,03-Jun-2025,04-May-2026,-,7.015106789373153,-,153.72581309180734,31.52222222222222,-156.65799062988032,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,1000,1000.01,975.01,1000.01,0.01,0.00,2273252,2273115604.88,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.002000020000198183,1000,0,0,0,03-Jun-2025,04-May-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
NIFTYBEES,Nifty 50,266.99,266.99,263.12,265.92,0.37,0.14,7277541,1930003873.2,265.3022,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-3.5718170939550955,-2.636203866432333,265.55,0,-3.71,-2.77,03-Jun-2025,04-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.636203866432333,19-DEC-19,-3.5718170939550955,12.019851116625304,-5.649582836710381,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
GOLDBEES,Gold,130.83,130.83,127.65,128.53,0.89,0.70,14853246,1906562656.56,127.3325,148.14,79,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,58.737804124984564,5.025330936427526,127.64,0,57.64,4.3,03-Jun-2025,04-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,5.025330936427526,19-DEC-19,58.737804124984564,13.237478061293363,-62.69620253164557,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,114.38,114.38,114.36,114.38,0.03,0.03,12001059,1372561117.83,114.3557,114.38,102,-,-,5.070733051625937,0.42142230026337996,114.35,0,5.04,0.4,03-Jun-2025,04-May-2026,-,0.42142230026337996,-,5.070733051625937,0,-12.13725490196078,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
BANKBEES,Nifty Bank,559.67,563.15,554.52,561.54,1.87,0.33,1701573,954395279.97,559.5032,638.99,515.98,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-1.4738393515107011,-0.6651335574031472,559.67,0,-1.8,-1,03-Jun-2025,04-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-0.6651335574031472,19-DEC-19,-1.4738393515107011,12.120690464639516,-8.829799604635827,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,25.3,25.35,24.87,24.99,-0.04,-0.16,35321063,881966943.11,25.1892,35.1,9.34,-,-,154.22177009155644,6.794871794871796,25.03,0,154.63,6.97,03-Jun-2025,04-May-2026,-,6.794871794871796,-,154.22177009155644,28.80341880341881,-167.55888650963595,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,263.4,263.4,256,257.26,-0.64,-0.25,2759179,709495288.06,259.1893,373.5,99.8,-,-,154.83902922238732,7.080124869927156,257.9,0,155.47,7.35,03-Jun-2025,04-May-2026,-,7.080124869927156,-,154.83902922238732,31.12182061579652,-157.7755511022044,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
CASHIETF,BSE Liquid Rate Index,1064.9,1064.92,1064.9,1064.9,0.13,0.01,602536,641646611.76,1064.7617,1066.75,1001.71,-,-,5.097458672588215,0.4158455053795964,1064.77,0,5.08,0.4,03-Jun-2025,04-May-2026,-,0.4158455053795964,-,5.097458672588215,0.17342395125379978,-6.30821295584551,https://nsearchives.nseindia.com/today/CASHIETFEQN.svg,https://nsearchives.nseindia.com/30d/CASHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/CASHIETF-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,15.14,15.14,14.97,15.09,0.11,0.73,38984244,587102714.64,14.9472,17.7,8,-,-,59.00948366701791,5.083565459610031,14.98,0,57.85,4.32,03-Jun-2025,04-May-2026,-,5.083565459610031,-,59.00948366701791,14.745762711864405,-88.625,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
