symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,ypc,cact,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
SETFGOLD,Gold,128,129,127.02,127.2,2.11,1.69,7385242,941692207.42,124.8911,153.95,64.96,125.09,0,63.2,-7.89,28-Mar-2025,27-Feb-2026,06-JAN-22,62.4728573253289,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,-10.90565244799328,17.375771354335814,-95.81280788177342,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,EQ,"{'symbol': 'SETFGOLD', 'companyName': 'SBI-ETF Gold', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA16D8', 'listingDate': '2009-05-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
GOLD1,Gold,125.13,125.94,123.85,124.42,2.34,1.92,7223041,897318383.43,122.1798,158,68.01,122.08,0,62.9,-8.07,28-Mar-2025,27-Feb-2026,22-JUL-21,61.68940870695256, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,-10.816428929825811,21.253164556962027,-82.9436847522423,https://nsearchives.nseindia.com/today/GOLD1EQN.svg,https://nsearchives.nseindia.com/30d/GOLD1-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD1-EQ.svg,EQ,"{'symbol': 'GOLD1', 'companyName': 'Kotak Mutual Fund - Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1HJ8', 'listingDate': '2007-08-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
HDFCGOLD,Gold,128.2,128.7,126.9,127.49,2.72,2.18,6973028,889409721.4,124.59,152.3,70.1,124.77,0,62.21,-8.28,28-Mar-2025,27-Feb-2026,17-FEB-21,61.70725520040587, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,-10.658724597056759,16.29021667760999,-81.86875891583453,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,EQ,"{'symbol': 'HDFCGOLD', 'companyName': 'HDFC Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1981', 'listingDate': '2010-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
BANKBEES,Nifty Bank,530,537,528.17,534.97,14.07,2.70,1536840,818997404.4,518.4481,638.99,505.3,520.9,0,-1.53,-16.52,28-Mar-2025,27-Feb-2026,19-DEC-19,2.5121680144099976, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-13.396037039435342,16.27881500492965,-5.8717593508806685,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,EQ,"{'symbol': 'BANKBEES', 'companyName': 'Nippon India ETF Nifty Bank BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15I9', 'slb_isin': 'INF204KB15I9', 'listingDate': '2004-06-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,1120.1,1120.1,1120.08,1120.1,0.02,0.00,691489,774522999.12,1119.9,1151.22,1052.08,1120.08,0,5.15,0.42,28-Mar-2025,27-Feb-2026,-,5.1510002534663775,-,0.39167182024323904,2.7032191935511993,-6.465287810812865,https://nsearchives.nseindia.com/today/LIQUIDADDEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDADD-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDADD-EQ.svg,EQ,"{'symbol': 'LIQUIDADD', 'companyName': 'DSP BSE Liquid Rate ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1UM0', 'slb_isin': 'INF740KA1UM0', 'listingDate': '2024-04-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,229.65,237.21,229.65,234.4,9.49,4.22,2921040,687174660,226.865,371.89,89,224.91,0,121.54,-14.58,28-Mar-2025,27-Feb-2026,-,132.9093799682035,-,-17.92142306884235,36.97060958885692,-163.37078651685394,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,EQ,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1095.7,1098.04,1095.7,1097.89,0,0.00,588915,646569778.5,1097.7297,1123.29,1006.15,1097.89,0,5.26,0.42,28-Mar-2025,27-Feb-2026,-,5.261694518748632,-,0.39320037674084274,2.261214824310718,-9.11792476270935,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ,"{'symbol': 'LIQUID1', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty 1D Rate Liquid ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1LV5', 'slb_isin': 'INF174KA1LV5', 'listingDate': '2023-02-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
LIQUIDPLUS,Nifty 1D Rate Index,1079.13,1079.15,1079.13,1079.14,0,0.00,586270,632667407.8,1078.9135,1240.88,994.83,1079.14,0,5.25,0.42,28-Mar-2025,27-Feb-2026,-,5.2521725560573245,-,0.3944552981672722,13.034298239958737,-8.474814792477112,https://nsearchives.nseindia.com/today/LIQUIDPLUSEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDPLUS-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDPLUS-EQ.svg,EQ,"{'symbol': 'LIQUIDPLUS', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 1D Rate Liquid ETF-Growth', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01MY5', 'slb_isin': 'INF769K01MY5', 'listingDate': '2024-11-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
SBISILVER,SBI SILVER ETF,225.8,232.91,225.8,230.19,8.68,3.92,2612071,602578658.99,228.0211,362,86,221.51,0,121.47,-14.41,28-Mar-2025,27-Feb-2026,-,132.35086302614314,-,-18.18957244908839,36.41160220994475,-167.6627906976744,https://nsearchives.nseindia.com/today/SBISILVEREQN.svg,https://nsearchives.nseindia.com/30d/SBISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SBISILVER-EQ.svg,EQ,"{'symbol': 'SBISILVER', 'companyName': 'SBI Mutual Fund - SBI SILVER ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1217', 'listingDate': '2024-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,1075.34,1075.62,1072.21,1075.34,0,0.00,486404,523044813.32,1075.2862,1207.5,1002.17,1075.34,0,5.06,0.4,28-Mar-2025,27-Feb-2026,-,5.055735206479146,-,0.3743011023680837,10.94492753623189,-7.301156490415794,https://nsearchives.nseindia.com/today/LIQUIDBETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBETF-EQ.svg,EQ,"{'symbol': 'LIQUIDBETF', 'companyName': 'Bajaj Finserv Nifty 1D Rate Liquid ETF-Growth', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0QA701854', 'slb_isin': 'INF0QA701854', 'listingDate': '2024-06-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
NIFTYADD,Nifty 50 Index,239.96,240.5,237.38,238.73,4.62,1.97,2180105,522527566.4,233.6613,300,225.66,234.11,0,0,-11.31,,27-Feb-2026,-,Infinity,-,-8.272496734035196,20.423333333333336,-5.791899317557384,https://nsearchives.nseindia.com/today/NIFTYADDEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYADD-EQ.svg,,EQ,"{'symbol': 'NIFTYADD', 'companyName': 'DSP  Mutual Fund - DSP Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1CL0', 'slb_isin': 'INF740KA1CL0', 'listingDate': '2021-12-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
ITBEES,Nifty IT TRI,31.99,33.35,31.98,33,1.01,3.16,15685477,518405014.85,32.0646,44.27,31.25,31.99,0,-19.56,-5.41,28-Mar-2025,27-Feb-2026,-,-15.079773546062789,-,-1.374775851763302,25.45742037497177,-5.6,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,EQ,"{'symbol': 'ITBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India ETF Nifty IT', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15V2', 'slb_isin': 'INF204KB15V2', 'listingDate': '2020-07-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
AXISGOLD,Gold,124.71,126.14,123.71,125.13,3.49,2.87,4082216,510317822.16,122.0704,150,68.1,121.64,0,62.86,-8.46,28-Mar-2025,27-Feb-2026,23-JUL-20,62.08549222797926, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RE 1/- PER SHARE,-11.116635885779234,16.580000000000002,-83.7444933920705,https://nsearchives.nseindia.com/today/AXISGOLDEQN.svg,https://nsearchives.nseindia.com/30d/AXISGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/AXISGOLD-EQ.svg,EQ,"{'symbol': 'AXISGOLD', 'companyName': 'Axis Mutual Fund - Axis Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W80', 'listingDate': '2010-11-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '01-Apr-2026 15:59:49', 'preOpenTime': '01-Apr-2026 09:07:51', 'QuotePreOpenFlag': False}}"
