symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,cact,xdt,ypc,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
MOMENTUM30,Nifty 200 Momentum 30 Index,33.2,37.38,31.15,34.5,3.35,10.75,15935,515497.25,31.721,37.38,31.15,31.15,0,0,0,,,-,-,Infinity,Infinity,7.704654895666137,-10.754414125200647,https://nsearchives.nseindia.com/today/MOMENTUM30EQN.svg,https://nsearchives.nseindia.com/30d/MOMENTUM30-EQ.svg,https://nsearchives.nseindia.com/365d/MOMENTUM30-EQ.svg,"{'symbol': 'MOMENTUM30', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty 200 Momentum 30 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1XS6', 'listingDate': '2025-10-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,63.77,66.45,63.33,66.45,2.9,4.56,11481,733291.47,63.4481,66.7,57.32,63.55,0,8.87,1.03,16-Oct-2024,16-Sep-2025,-,-,13.842727428473541,5.643879173290945,0.3748125937031484,-15.928122819260297,https://nsearchives.nseindia.com/today/GSEC5IETFEQN.svg,https://nsearchives.nseindia.com/30d/GSEC5IETF-EQ.svg,https://nsearchives.nseindia.com/365d/GSEC5IETF-EQ.svg,"{'symbol': 'GSEC5IETF', 'companyName': 'ICICI Prudential Nifty 5 Yr Benchmark G-SEC ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC14A8', 'slb_isin': 'INF109KC14A8', 'listingDate': '2022-03-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
LICMFGOLD,Gold,11633.1,12100,11633.1,12000,487.5,4.23,10999,129929427.16,,12100,6690,11512.5,0,65.64,14.57,16-Oct-2024,16-Sep-2025,-,-,72.64944967987914,19.42080907598149,0.8264462809917356,-79.37219730941705,https://nsearchives.nseindia.com/today/LICMFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/LICMFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/LICMFGOLD-EQ.svg,"{'symbol': 'LICMFGOLD', 'companyName': 'LIC MF Gold EXCHANGE TRADED FUND', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF397L01554', 'listingDate': '2011-11-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
IVZINGOLD,Gold,11300,11499,11155.05,11443,392.95,3.56,3878,44204662.74,11019.3747,12272.75,6460,11050.05,0,64.43,14.11,16-Oct-2024,16-Sep-2025,-,-,70.2789372261036,18.169472972205448,6.7609134057159155,-77.13622291021672,https://nsearchives.nseindia.com/today/IVZINGOLDEQN.svg,https://nsearchives.nseindia.com/30d/IVZINGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/IVZINGOLD-EQ.svg,"{'symbol': 'IVZINGOLD', 'companyName': 'Invesco India Gold Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF205K01361', 'listingDate': '2010-03-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLD360,Commodity-Gold,124,128,123.15,127.35,4.1,3.33,203159,25730087.35,124.2445,139.9,78.2,123.25,0,0,12.76,,16-Sep-2025,-,-,Infinity,16.514181152790485,8.970693352394575,-62.85166240409206,https://nsearchives.nseindia.com/today/GOLD360EQN.svg,https://nsearchives.nseindia.com/30d/GOLD360-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD360-EQ.svg,"{'symbol': 'GOLD360', 'companyName': '360 ONE Mutual Fund - 360 ONE Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BB5', 'listingDate': '2025-03-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
MOGOLD,Domestic Price of Physical Gold,127.85,129.95,125.85,129.45,4.15,3.31,3079145,398934026.2,125.9895,134.4,96.3,125.3,0,0,14.53,,16-Sep-2025,-,-,Infinity,18.327239488116984,3.683035714285727,-34.42367601246105,https://nsearchives.nseindia.com/today/MOGOLDEQN.svg,https://nsearchives.nseindia.com/30d/MOGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/MOGOLD-EQ.svg,"{'symbol': 'MOGOLD', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FY4', 'listingDate': '2025-07-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
AXISGOLD,Gold,109.33,109.92,107.73,109.57,3.42,3.22,3449002,377286328.78,106.0645,109.92,62.01,106.15,0,63.94,13.89,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RE 1/- PER SHARE,23-JUL-20,69.2200772200772,17.564377682403425,0.3184133915575041,-76.69730688598612,https://nsearchives.nseindia.com/today/AXISGOLDEQN.svg,https://nsearchives.nseindia.com/30d/AXISGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/AXISGOLD-EQ.svg,"{'symbol': 'AXISGOLD', 'companyName': 'Axis Mutual Fund - Axis Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W80', 'listingDate': '2010-11-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
BSLGOLDETF,Gold,114.06,116.48,114,115.45,3.55,3.17,1168483,134702720.24,111.7064,121.47,56.57,111.9,0,64.27,14.02,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 0.10/- PER SHARE,25-NOV-21,69.48032883147387,17.638068066028126,4.9559562031777356,-104.08343645041542,https://nsearchives.nseindia.com/today/BSLGOLDETFEQN.svg,https://nsearchives.nseindia.com/30d/BSLGOLDETF-EQ.svg,https://nsearchives.nseindia.com/365d/BSLGOLDETF-EQ.svg,"{'symbol': 'BSLGOLDETF', 'companyName': 'Aditya Birla Sun Life Gold ETF - Growth', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB18D3', 'listingDate': '2011-05-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
TATAGOLD,Tata Gold Exchange Traded Fund,12.48,12.75,12.47,12.7,0.37,3.00,113676552,1440281913.84,12.4023,13.48,7.11,12.33,0,63.31,13.85,16-Oct-2024,16-Sep-2025,-,-,68.21192052980133,17.26685133887349,5.786350148367961,-78.62165963431784,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,"{'symbol': 'TATAGOLD', 'companyName': 'Tata Mutual Fund Tata Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1976', 'listingDate': '2024-01-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDIETF,Gold,111.37,112.65,110.77,111.99,3.17,2.91,13291036,1487798569.84,108.8198,112.65,63.51,108.82,0,63.89,13.8,16-Oct-2024,16-Sep-2025,-,-,68.65963855421685,17.119849403890388,0.5858854860186513,-76.33443552196505,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDIETF-EQ.svg,"{'symbol': 'GOLDIETF', 'companyName': 'ICICI Prudential Gold ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1NT3', 'listingDate': '2010-09-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
LICNETFSEN,SENSEX,924.62,942.64,924.62,942.64,26.41,2.88,335,312266.9,934.788,989,783.28,916.23,0,0.29,-1.02,16-Oct-2024,16-Sep-2025,-,-,3.1763752982640465,1.8354669691568097,4.687563195146614,-20.345214993361253,https://nsearchives.nseindia.com/today/LICNETFSENEQN.svg,https://nsearchives.nseindia.com/30d/LICNETFSEN-EQ.svg,https://nsearchives.nseindia.com/365d/LICNETFSEN-EQ.svg,"{'symbol': 'LICNETFSEN', 'companyName': 'LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01OT5', 'listingDate': '2015-12-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
QGOLDHALF,Gold,107,109.5,106.73,108.45,3.03,2.87,413317,44774630.61,105.1196,109.5,61.41,105.42,0,64.13,14.41,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100 PER SHARE TO RS 2 PER SHARE,16-DEC-21,68.84633348902382,17.701324072064253,0.9589041095890385,-76.59990229604301,https://nsearchives.nseindia.com/today/QGOLDHALFEQN.svg,https://nsearchives.nseindia.com/30d/QGOLDHALF-EQ.svg,https://nsearchives.nseindia.com/365d/QGOLDHALF-EQ.svg,"{'symbol': 'QGOLDHALF', 'companyName': 'Quantum Gold Fund -Exchange Traded Fund (ETF)', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF082J01408', 'listingDate': '2008-02-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLD1,Gold,107.33,109.9,107.33,108.99,3.04,2.87,5164673,562897710.27,106.068,109.9,62.07,105.95,0,63.48,14.15,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,22-JUL-21,68.16849251658692,17.42081447963801,0.8280254777070162,-75.59207346544223,https://nsearchives.nseindia.com/today/GOLD1EQN.svg,https://nsearchives.nseindia.com/30d/GOLD1-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD1-EQ.svg,"{'symbol': 'GOLD1', 'companyName': 'Kotak Mutual Fund - Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1HJ8', 'listingDate': '2007-08-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
AONEGOLD,Domestic price of Gold,12.06,12.4,11.99,12.24,0.34,2.86,1423032,17346760.08,11.877,12.4,10,11.9,0,0,14.64,,16-Sep-2025,-,-,Infinity,17.919075144508664,1.2903225806451624,-22.400000000000002,https://nsearchives.nseindia.com/today/AONEGOLDEQN.svg,https://nsearchives.nseindia.com/30d/AONEGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/AONEGOLD-EQ.svg,"{'symbol': 'AONEGOLD', 'companyName': 'Angel One Mutual Fund - Angel One Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF1J2R01114', 'listingDate': '2025-09-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
MONEXT50,Nifty Next 50 Total Return Index,69,70.78,68.75,70.78,1.96,2.85,2421,167702.67,68.9493,71.15,63.54,68.82,0,0,0.31,,16-Sep-2025,-,-,Infinity,3.16280425593937,0.5200281096275537,-11.394397230091284,https://nsearchives.nseindia.com/today/MONEXT50EQN.svg,https://nsearchives.nseindia.com/30d/MONEXT50-EQ.svg,https://nsearchives.nseindia.com/365d/MONEXT50-EQ.svg,"{'symbol': 'MONEXT50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Next 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FD8', 'listingDate': '2025-05-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GROWWGOLD,Commodity,126,129,125.05,128.09,3.48,2.79,2199902,281719450.12,124.4393,129,73,124.61,0,0,14.25,,16-Sep-2025,-,-,Infinity,17.438342348950226,0.7054263565891447,-75.46575342465754,https://nsearchives.nseindia.com/today/GROWWGOLDEQN.svg,https://nsearchives.nseindia.com/30d/GROWWGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWGOLD-EQ.svg,"{'symbol': 'GROWWGOLD', 'companyName': 'Groww Mutual Fund - Groww Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IW1', 'listingDate': '2024-10-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
SETFGOLD,Gold,110.43,112,110.03,111.68,3,2.76,15043981,1677403881.5,108.501,112,62.85,108.68,0,63.72,14.28,16-Oct-2024,16-Sep-2025,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,06-JAN-22,68.24344682133174,17.434279705573097,0.28571428571427965,-77.69291964996023,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,"{'symbol': 'SETFGOLD', 'companyName': 'SBI-ETF Gold', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA16D8', 'listingDate': '2009-05-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDBEES,Gold,105.73,108.69,105.73,108.18,2.81,2.67,62619301,6774782175.19,105.3152,108.69,61.67,105.37,0,63.52,14.2,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,19-DEC-19,67.87709497206706,17.24287417362091,0.46922439966877444,-75.41754499756772,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,"{'symbol': 'GOLDBEES', 'companyName': 'NIPPON INDIA ETF GOLD BEES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB17I5', 'listingDate': '2007-03-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
SBIETFPB,Nifty Private Bank Index,284.01,294.38,282.05,294.38,7.64,2.66,7053,2032956.72,286.543,294.38,235.89,286.74,0,9.4,4.74,16-Oct-2024,16-Sep-2025,-,-,12.315909958031273,7.532144944476916,0,-24.795455508923656,https://nsearchives.nseindia.com/today/SBIETFPBEQN.svg,https://nsearchives.nseindia.com/30d/SBIETFPB-EQ.svg,https://nsearchives.nseindia.com/365d/SBIETFPB-EQ.svg,"{'symbol': 'SBIETFPB', 'companyName': 'SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1S22', 'slb_isin': 'INF200KA1S22', 'listingDate': '2020-10-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDETFADD,DSP Gold ETF,124.9,128.09,124.9,126.83,3.2,2.59,1271237,161218276.34,123.4203,128.09,72.2,123.63,0,64.03,14.02,16-Oct-2024,16-Sep-2025,-,-,68.27650258723628,16.969473392972414,0.9836833476461903,-75.66481994459834,https://nsearchives.nseindia.com/today/GOLDETFADDEQN.svg,https://nsearchives.nseindia.com/30d/GOLDETFADD-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDETFADD-EQ.svg,"{'symbol': 'GOLDETFADD', 'companyName': 'DSP Mutual Fund - DSP Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SW3', 'listingDate': '2023-05-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
EGOLD,Edelweiss Gold ETF,128.65,131.55,127.9,130.55,3.25,2.55,1389423,181222441.89,127.1133,131.55,75,127.3,0,63.21,14.27,16-Oct-2024,16-Sep-2025,-,-,67.37179487179489,17.190305206463197,0.7601672367920942,-74.06666666666668,https://nsearchives.nseindia.com/today/EGOLDEQN.svg,https://nsearchives.nseindia.com/30d/EGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/EGOLD-EQ.svg,"{'symbol': 'EGOLD', 'companyName': 'Edelweiss Mutual Fund -Edelweiss Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SE6', 'listingDate': '2023-11-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
HDFCGOLD,Gold,111,112.8,110.88,111.56,2.75,2.53,12613809,1407574946.31,108.6264,112.8,63.6,108.81,0,63.94,14.3,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,17-FEB-21,68.08799156245291,17.18487394957983,1.0992907801418395,-75.40880503144653,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,"{'symbol': 'HDFCGOLD', 'companyName': 'HDFC Mutual Fund-HDFC Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1981', 'listingDate': '2010-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDETF,Mirae Asset Gold ETF,124.52,127.99,124.52,126.6,3.11,2.52,3669285,464458095.3,123.5231,127.99,72.6,123.49,0,63.98,14.16,16-Oct-2024,16-Sep-2025,-,-,68.105165316691,17.037995747434586,1.0860223454957423,-74.3801652892562,https://nsearchives.nseindia.com/today/GOLDETFEQN.svg,https://nsearchives.nseindia.com/30d/GOLDETF-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDETF-EQ.svg,"{'symbol': 'GOLDETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01JP9', 'listingDate': '2023-02-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
GOLDSHARE,Gold,108.95,110.15,108.65,109.7,2.7,2.52,1785903,195949277.16,106.1417,110.15,62.2,107,0,64.87,14.19,16-Oct-2024,16-Sep-2025, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,25-MAR-21,69.02927580893682,17.075773745997864,0.4085338175215641,-76.36655948553054,https://nsearchives.nseindia.com/today/GOLDSHAREEQN.svg,https://nsearchives.nseindia.com/30d/GOLDSHARE-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDSHARE-EQ.svg,"{'symbol': 'GOLDSHARE', 'companyName': 'UTI Mutual Fund - UTI Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUX7', 'listingDate': '2007-04-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '17-Oct-2025 16:00:00', 'preOpenTime': '17-Oct-2025 09:07:12', 'QuotePreOpenFlag': False}}"
