symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
UTISXN50,BSE Sensex Next 50,79.48,80,77.8,80,2.18,2.80,3085,243098,77.8706,96.27,66.72,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,7.787658313123149,-2.6053080107134168,77.82,0,16.900384335722443,-19.904076738609113,https://nsearchives.nseindia.com/today/UTISXN50EQN.svg,4.85,05-Mar-2024,https://nsearchives.nseindia.com/365d/UTISXN50-EQ.svg,03-Feb-2025,-5.26,https://nsearchives.nseindia.com/30d/UTISXN50-EQ.svg,"{'symbol': 'UTISXN50', 'companyName': 'UTI BSE Sensex Next 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUU3', 'slb_isin': 'INF789F1AUU3', 'listingDate': '2019-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
LICNMID100,LIC MF Nifty Midcap 100 ETF,50.98,50.99,49.5,50.99,1.38,2.78,4261,212666.51,49.2351,65,44.1,-,-,7.96104171077706,-13.104976141785954,49.61,0,21.553846153846152,-15.62358276643991,https://nsearchives.nseindia.com/today/LICNMID100EQN.svg,5.04,05-Mar-2024,https://nsearchives.nseindia.com/365d/LICNMID100-EQ.svg,03-Feb-2025,-15.46,https://nsearchives.nseindia.com/30d/LICNMID100-EQ.svg,"{'symbol': 'LICNMID100', 'companyName': 'LIC Mutual Fund - LIC MF Nifty Midcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01RN1', 'listingDate': '2024-02-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
OILIETF,Nifty Oil & Gas Index,10,10.15,9.91,10.15,0.26,2.63,7771887,78418339.83,9.8843,14,9.42,-,-,Infinity,-1.2645914396887064,9.89,0,27.499999999999996,-7.749469214437372,https://nsearchives.nseindia.com/today/OILIETFEQN.svg,-,-,-,03-Feb-2025,-3.79,https://nsearchives.nseindia.com/30d/OILIETF-EQ.svg,"{'symbol': 'OILIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18W3', 'listingDate': '2024-07-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,8.72,8.94,8.68,8.89,0.21,2.42,11884586,105297431.96,8.694,10.67,7.96,-,-,Infinity,8.812729498164021,8.68,0,16.682286785379564,-11.683417085427143,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,-,-,-,03-Feb-2025,6.24,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
PSUBANKADD,DSP Nifty PSU Bank ETF,61.53,61.53,59.07,60.3,1.42,2.41,2883,171077.22,58.928,82.9,55.47,-,-,-16.930706708913082,-1.6794390999510862,58.88,0,27.261761158021724,-8.707409410492154,https://nsearchives.nseindia.com/today/PSUBANKADDEQN.svg,-18.89,05-Mar-2024,https://nsearchives.nseindia.com/365d/PSUBANKADD-EQ.svg,03-Feb-2025,-3.99,https://nsearchives.nseindia.com/30d/PSUBANKADD-EQ.svg,"{'symbol': 'PSUBANKADD', 'companyName': 'DSP Mutual Fund - DSP Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SY9', 'slb_isin': 'INF740KA1SY9', 'listingDate': '2023-08-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
MNC,Kotak Nifty MNC ETF,26.13,26.42,25.67,26.4,0.61,2.37,18167,476157.07,25.909,33.48,24.6,-,-,Infinity,-4.555314533622565,25.79,0,21.146953405017918,-7.317073170731695,https://nsearchives.nseindia.com/today/MNCEQN.svg,-,-,-,03-Feb-2025,-6.76,https://nsearchives.nseindia.com/30d/MNC-EQ.svg,"{'symbol': 'MNC', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty MNC ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1JF2', 'slb_isin': 'INF174KA1JF2', 'listingDate': '2022-08-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,19.39,19.5,19.11,19.5,0.42,2.20,157132,3023219.68,18.9978,25.1,18.4,-,-,2.4159663865546266,-6.024096385542169,19.08,0,22.310756972111555,-5.978260869565226,https://nsearchives.nseindia.com/today/NIFTYQLITYEQN.svg,0.21,05-Mar-2024,https://nsearchives.nseindia.com/365d/NIFTYQLITY-EQ.svg,03-Feb-2025,-8.05,https://nsearchives.nseindia.com/30d/NIFTYQLITY-EQ.svg,"{'symbol': 'NIFTYQLITY', 'companyName': 'Aditya Birla Sun Life Mutual Fund - ABSL Nifty 200 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB15K4', 'slb_isin': 'INF209KB15K4', 'listingDate': '2022-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
GROWWEV,Nifty EV and New Age Automotive Index,26.38,26.6,26.1,26.6,0.55,2.11,400952,10573104.24,26.0137,36.06,25,-,-,Infinity,-6.9604756908009735,26.05,0,26.234054353854688,-6.400000000000006,https://nsearchives.nseindia.com/today/GROWWEVEQN.svg,-,-,-,03-Feb-2025,-8.88,https://nsearchives.nseindia.com/30d/GROWWEV-EQ.svg,"{'symbol': 'GROWWEV', 'companyName': 'Groww Mutual Fund - Groww Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IH2', 'listingDate': '2024-08-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,18.61,19.04,18.45,19,0.39,2.10,27880,520798.4,18.5403,23.41,17,-,-,Infinity,-4.37845998993458,18.61,0,18.83810337462623,-11.764705882352942,https://nsearchives.nseindia.com/today/LOWVOL1EQN.svg,-,-,-,03-Feb-2025,-6.34,https://nsearchives.nseindia.com/30d/LOWVOL1-EQ.svg,"{'symbol': 'LOWVOL1', 'companyName': 'Kotak Nifty 100 Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1IY5', 'slb_isin': 'INF174KA1IY5', 'listingDate': '2022-03-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
METAL,Nifty Metal Total Return Index,8.74,8.95,8.5,8.88,0.18,2.07,1152887,10203049.95,8.6961,10.84,7.9,-,-,Infinity,8.55745721271395,8.7,0,18.08118081180811,-12.405063291139246,https://nsearchives.nseindia.com/today/METALEQN.svg,-,-,-,03-Feb-2025,6.36,https://nsearchives.nseindia.com/30d/METAL-EQ.svg,"{'symbol': 'METAL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LY7', 'listingDate': '2024-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '06-Mar-2025 16:00:00', 'preOpenTime': '06-Mar-2025 09:07:34', 'QuotePreOpenFlag': False}}"
