symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,mpc,xdt,ypc,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
SILVERIETF,Domestic Price of Silver,158.86,163.6,149.51,162.99,4.13,2.60,19070614,3005719472.54,157.7754,170,86.01,158.86,0,76.92,26.52,09-Oct-2024,09-Sep-2025,29.81044918763938,-,81.523554961577,-,4.1235294117647,-89.50122078828042,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,"{'symbol': 'SILVERIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Y56', 'listingDate': '2022-01-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
ESILVER,Edelweiss Silver ETF,164.9,164.99,151.62,164.99,3.42,2.12,86448,13874039.52,158.2221,165.27,86.27,161.57,0,78.95,27.83,09-Oct-2024,09-Sep-2025,30.54039085370679,-,82.73341455310666,-,0.16941973739940772,-91.248406166686,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,https://nsearchives.nseindia.com/365d/ESILVER-EQ.svg,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'listingDate': '2023-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
PSUBANK,Nifty PSU Bank,758.12,773.49,754.65,770.2,15.86,2.10,92517,71234389.32,756.0756,773.49,552,754.34,0,14.77,9.7,09-Oct-2024,09-Sep-2025,12.011169122031388,09-MAR-17,17.185241536705977, DIVIVEND - RS 7/- PER UNIT,0.4253448654798334,-39.52898550724638,https://nsearchives.nseindia.com/today/PSUBANKEQN.svg,https://nsearchives.nseindia.com/30d/PSUBANK-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBANK-EQ.svg,"{'symbol': 'PSUBANK', 'companyName': 'Kotak Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF373I01023', 'slb_isin': 'INF373I01023', 'listingDate': '2007-11-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
GROWWRLTY,Index,10.05,10.14,9.9,10.13,0.19,1.91,176558,1777939.06,9.8836,10.44,9.85,9.94,0,0,0,,,Infinity,-,Infinity,-,2.969348659003819,-2.842639593908641,https://nsearchives.nseindia.com/today/GROWWRLTYEQN.svg,https://nsearchives.nseindia.com/30d/GROWWRLTY-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWRLTY-EQ.svg,"{'symbol': 'GROWWRLTY', 'companyName': 'Groww Mutual Fund - Groww Nifty Realty ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01MN2', 'listingDate': '2025-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
LICNFNHGP,Nifty 100,282.48,282.9,277.23,282.39,5.16,1.86,1229,346627.16,281.1158,298,242.47,277.23,0,-0.31,-0.16,09-Oct-2024,09-Sep-2025,1.6998595455036447,-,1.5462620015103066,-,5.238255033557052,-16.463892440301887,https://nsearchives.nseindia.com/today/LICNFNHGPEQN.svg,https://nsearchives.nseindia.com/30d/LICNFNHGP-EQ.svg,https://nsearchives.nseindia.com/365d/LICNFNHGP-EQ.svg,"{'symbol': 'LICNFNHGP', 'companyName': 'LIC MF - LIC MF ETF - Nifty 100', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01PC8', 'listingDate': '2016-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
BANKPSU,Nifty PSU Bank Total Return Index,76.19,77.7,76.19,77.42,1.37,1.80,132182,10224277.7,75.9704,77.7,55.29,76.05,0,14.91,10.03,09-Oct-2024,09-Sep-2025,12.008101851851848,-,16.983983076458134,-,0.3603603603603618,-40.02532103454514,https://nsearchives.nseindia.com/today/BANKPSUEQN.svg,https://nsearchives.nseindia.com/30d/BANKPSU-EQ.svg,https://nsearchives.nseindia.com/365d/BANKPSU-EQ.svg,"{'symbol': 'BANKPSU', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LZ4', 'slb_isin': 'INF769K01LZ4', 'listingDate': '2024-10-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
PSUBNKBEES,Nifty PSU Bank,84.4,86.13,84.34,85.87,1.47,1.74,3475241,298036668.16,84.349,86.13,61.54,84.4,0,14.47,10.2,09-Oct-2024,09-Sep-2025,12.116464290377335,19-DEC-19,16.46548216465482, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,0.3018692673864982,-39.53526161845954,https://nsearchives.nseindia.com/today/PSUBNKBEESEQN.svg,https://nsearchives.nseindia.com/30d/PSUBNKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBNKBEES-EQ.svg,"{'symbol': 'PSUBNKBEES', 'companyName': 'Nippon India ETF Nifty PSU Bank BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB16I7', 'slb_isin': 'INF204KB16I7', 'listingDate': '2007-11-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
MAFANG,NYSE FANG+ Total Return Index,171.9,171.9,171.9,171.9,2.84,1.68,171185,29426701.5,143.6842,171.9,94.1,169.06,0,77.04,3.16,09-Oct-2024,09-Sep-2025,4.893824749816946,-,80.01885014137608,-,0,-82.67800212539852,https://nsearchives.nseindia.com/today/MAFANGEQN.svg,https://nsearchives.nseindia.com/30d/MAFANG-EQ.svg,https://nsearchives.nseindia.com/365d/MAFANG-EQ.svg,"{'symbol': 'MAFANG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset NYSE FANG+ ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HF4', 'slb_isin': 'INF769K01HF4', 'listingDate': '2021-05-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
MOREALTY,Motilal Oswal Nifty Realty ETF,88.43,90.11,88.09,89.75,1.47,1.67,741805,66562162.65,88.2162,113.5,77,88.28,0,-16,0.78,09-Oct-2024,09-Sep-2025,2.4543378995433858,-,-14.605137963843955,-,20.92511013215859,-16.558441558441558,https://nsearchives.nseindia.com/today/MOREALTYEQN.svg,https://nsearchives.nseindia.com/30d/MOREALTY-EQ.svg,https://nsearchives.nseindia.com/365d/MOREALTY-EQ.svg,"{'symbol': 'MOREALTY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Realty ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01CI4', 'slb_isin': 'INF247L01CI4', 'listingDate': '2024-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
SBIBPB,BSE PSU Bank Index TRI,44.18,45.18,43.97,44.88,0.7,1.58,28249,1263012.79,44.1126,48.8,34.37,44.18,0,0,10.48,,09-Sep-2025,12.228057014253563,-,Infinity,-,8.03278688524589,-30.57899330811756,https://nsearchives.nseindia.com/today/SBIBPBEQN.svg,https://nsearchives.nseindia.com/30d/SBIBPB-EQ.svg,https://nsearchives.nseindia.com/365d/SBIBPB-EQ.svg,"{'symbol': 'SBIBPB', 'companyName': 'SBI Mutual Fund - SBI BSE PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1712', 'listingDate': '2025-03-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
GROWWPOWER,BSE Power Index - TRI,10.14,10.25,10.1,10.25,0.15,1.49,242426,2465472.42,10.096,10.7,9.44,10.1,0,0,2.85,,09-Sep-2025,4.378818737270873,-,Infinity,-,4.205607476635508,-8.580508474576277,https://nsearchives.nseindia.com/today/GROWWPOWEREQN.svg,https://nsearchives.nseindia.com/30d/GROWWPOWER-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWPOWER-EQ.svg,"{'symbol': 'GROWWPOWER', 'companyName': 'Groww Mutual Fund - Groww BSE Power ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LM6', 'listingDate': '2025-08-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
PHARMABEES,Nifty Pharma TRI,22.7,22.85,22.42,22.8,0.32,1.42,3859377,87492076.59,22.4742,24.65,19.47,22.48,0,-7.49,-0.35,09-Oct-2024,09-Sep-2025,1.0638297872340514,-,-6.172839506172839,-,7.505070993914798,-17.103235747303554,https://nsearchives.nseindia.com/today/PHARMABEESEQN.svg,https://nsearchives.nseindia.com/30d/PHARMABEES-EQ.svg,https://nsearchives.nseindia.com/365d/PHARMABEES-EQ.svg,"{'symbol': 'PHARMABEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty Pharma ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1089', 'slb_isin': 'INF204KC1089', 'listingDate': '2021-07-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
HEALTHY,Nifty Healthcare TRI,15.01,15.21,14.85,15.15,0.21,1.41,247577,3728509.62,14.9724,16.25,12.2,14.94,0,-2.1,0.13,09-Oct-2024,09-Sep-2025,1.5415549597855256,-,-0.7208387942332859,-,6.769230769230767,-24.18032786885247,https://nsearchives.nseindia.com/today/HEALTHYEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHY-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHY-EQ.svg,"{'symbol': 'HEALTHY', 'companyName': 'Aditya Birla Sun Life MF-Aditya Birla Sun Life Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB10C2', 'slb_isin': 'INF209KB10C2', 'listingDate': '2021-10-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
PSUBANKADD,DSP Nifty PSU Bank ETF,76.31,77.77,76.3,77.44,1.05,1.37,244031,18941686.22,76.0917,77.77,55.47,76.39,0,15.01,10.66,09-Oct-2024,09-Sep-2025,12.18310879327828,-,16.591388136103575,-,0.42432814710042216,-39.6069947719488,https://nsearchives.nseindia.com/today/PSUBANKADDEQN.svg,https://nsearchives.nseindia.com/30d/PSUBANKADD-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBANKADD-EQ.svg,"{'symbol': 'PSUBANKADD', 'companyName': 'DSP Mutual Fund - DSP Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SY9', 'slb_isin': 'INF740KA1SY9', 'listingDate': '2023-08-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,76.65,78.11,76.64,77.69,1.05,1.37,151574,11775784.06,76.5366,78.11,55.8,76.64,0,14.39,10.11,09-Oct-2024,09-Sep-2025,11.62356321839081,-,15.955223880597012,-,0.5377032390218944,-39.229390681003586,https://nsearchives.nseindia.com/today/PSUBNKIETFEQN.svg,https://nsearchives.nseindia.com/30d/PSUBNKIETF-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBNKIETF-EQ.svg,"{'symbol': 'PSUBNKIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10S8', 'slb_isin': 'INF109KC10S8', 'listingDate': '2023-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
MONQ50,Nasdaq Q-50 Total Return Index,103.09,103.95,101.3,103.34,1.27,1.24,235987,24212266.2,86.7856,104.31,61.31,102.07,0,61.2,13.31,09-Oct-2024,09-Sep-2025,14.720248667850804,-,63.20277953253317,-,0.929920429489022,-68.55325395530909,https://nsearchives.nseindia.com/today/MONQ50EQN.svg,https://nsearchives.nseindia.com/30d/MONQ50-EQ.svg,https://nsearchives.nseindia.com/365d/MONQ50-EQ.svg,"{'symbol': 'MONQ50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nasdaq Q 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AU3', 'slb_isin': 'INF247L01AU3', 'listingDate': '2021-12-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
LICNMID100,LIC MF Nifty Midcap 100 ETF,58.78,58.8,58.07,58.74,0.71,1.22,8432,492934.72,58.6155,67.5,46.03,58.03,0,-3.33,0.35,09-Oct-2024,09-Sep-2025,1.5735777278229357,-,-2.1489255372313827,-,12.977777777777774,-27.612426678253314,https://nsearchives.nseindia.com/today/LICNMID100EQN.svg,https://nsearchives.nseindia.com/30d/LICNMID100-EQ.svg,https://nsearchives.nseindia.com/365d/LICNMID100-EQ.svg,"{'symbol': 'LICNMID100', 'companyName': 'LIC Mutual Fund - LIC MF Nifty Midcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01RN1', 'listingDate': '2024-02-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
MOCAPITAL,Nifty Capital Market Total Return Index,44.43,44.87,44.27,44.74,0.53,1.20,948211,42347103.26,44.1747,51.13,29.2,44.21,0,0,2.22,,09-Sep-2025,3.445086705202317,-,Infinity,-,12.497555251320163,-53.21917808219179,https://nsearchives.nseindia.com/today/MOCAPITALEQN.svg,https://nsearchives.nseindia.com/30d/MOCAPITAL-EQ.svg,https://nsearchives.nseindia.com/365d/MOCAPITAL-EQ.svg,"{'symbol': 'MOCAPITAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Capital Market ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01EV3', 'listingDate': '2025-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
SML100CASE,Nifty Smallcap 100 Index,10.18,10.25,10.13,10.23,0.12,1.19,485217,4958917.74,10.1361,11,9.69,10.11,0,0,0,,,Infinity,-,Infinity,-,6.9999999999999964,-5.5727554179566665,https://nsearchives.nseindia.com/today/SML100CASEEQN.svg,https://nsearchives.nseindia.com/30d/SML100CASE-EQ.svg,https://nsearchives.nseindia.com/365d/SML100CASE-EQ.svg,"{'symbol': 'SML100CASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty Smallcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01141', 'listingDate': '2025-09-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
UTISXN50,BSE Sensex Next 50,90.45,91.18,90.27,91.05,1.05,1.17,10569,960405.03,90.3321,102.25,66.72,90,0,-3.05,0.75,09-Oct-2024,09-Sep-2025,1.9254449792902708,17-FEB-21,-1.9174835721210828, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,10.953545232273841,-36.4658273381295,https://nsearchives.nseindia.com/today/UTISXN50EQN.svg,https://nsearchives.nseindia.com/30d/UTISXN50-EQ.svg,https://nsearchives.nseindia.com/365d/UTISXN50-EQ.svg,"{'symbol': 'UTISXN50', 'companyName': 'UTI BSE Sensex Next 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AUU3', 'slb_isin': 'INF789F1AUU3', 'listingDate': '2019-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
HEALTHIETF,Nifty Healthcare Index,149.56,151.72,148.74,151.33,1.7,1.14,66430,9997715,149.2959,157.7,120,149.63,0,-1.89,0.52,09-Oct-2024,09-Sep-2025,1.6661068189452592,-,-0.7802255441909243,-,4.039315155358261,-26.108333333333345,https://nsearchives.nseindia.com/today/HEALTHIETFEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHIETF-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHIETF-EQ.svg,"{'symbol': 'HEALTHIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Q72', 'slb_isin': 'INF109KC1Q72', 'listingDate': '2021-05-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
NPBET,Nifty Private Bank Index,284.32,286.84,282.91,286,3.09,1.09,5287,1511288.95,283.8845,296.7,240.38,282.91,0,7.93,3.74,09-Oct-2024,09-Sep-2025,4.877154382104882,-,9.106168694922369,-,3.606336366700367,-18.978284383060156,https://nsearchives.nseindia.com/today/NPBETEQN.svg,https://nsearchives.nseindia.com/30d/NPBET-EQ.svg,https://nsearchives.nseindia.com/365d/NPBET-EQ.svg,"{'symbol': 'NPBET', 'companyName': 'Tata Nifty Private Bank Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277K010X4', 'slb_isin': 'INF277K010X4', 'listingDate': '2019-09-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
MIDSELIETF,S&P BSE Midcap Select Index,18.23,18.23,17.3,17.89,0.19,1.07,227168,4050405.44,17.7405,20,13.86,17.7,0,-5.04,1.32,09-Oct-2024,09-Sep-2025,2.404121350887245,10-MAY-24,-4.023605150214592,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,10.549999999999997,-29.076479076479085,https://nsearchives.nseindia.com/today/MIDSELIETFEQN.svg,https://nsearchives.nseindia.com/30d/MIDSELIETF-EQ.svg,https://nsearchives.nseindia.com/365d/MIDSELIETF-EQ.svg,"{'symbol': 'MIDSELIETF', 'companyName': 'ICICI Prudential BSE Midcap Select ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC10W0', 'slb_isin': 'INF109KC10W0', 'listingDate': '2016-07-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,28.01,28.31,27.92,28.22,0.29,1.04,104144,2934777.92,27.9625,29.39,23.66,27.93,0,8.59,4.41,09-Oct-2024,09-Sep-2025,5.495327102803734,02-FEB-24,9.720062208398135,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 216.75/- PER SHARE TO RS 21.675/- PER SHARE,3.9809458999659806,-19.273034657650037,https://nsearchives.nseindia.com/today/HDFCPVTBANEQN.svg,https://nsearchives.nseindia.com/30d/HDFCPVTBAN-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCPVTBAN-EQ.svg,"{'symbol': 'HDFCPVTBAN', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Private Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HZ7', 'slb_isin': 'INF179KC1HZ7', 'listingDate': '2022-11-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '10-Oct-2025 16:00:00', 'preOpenTime': '10-Oct-2025 09:07:32', 'QuotePreOpenFlag': False}}"
