symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,219.23,221.51,217.9,221.5,0.53,0.24,20353939,4470539161.96,222.029,360,106.64,-,-,99.10112359550561,6.485265131484068,220.97,0,98.62,6.23,13-Aug-2025,14-Jul-2026,-,6.485265131484068,-,99.10112359550561,38.47222222222222,-107.70817704426106,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,999.99,1000.01,999,1000.01,0.02,0.00,2686770,2686743132.3,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.0009999999999990906,999.99,0,0,0,13-Aug-2025,14-Jul-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.0009999999999990906,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
GOLDBEES,Gold,124.54,125.2,123.81,125.18,-0.3,-0.24,21344677,2654637478.49,125.3751,148.14,80.02,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,50.47481668469769,7.932402138299708,125.48,0,50.84,8.19,13-Aug-2025,14-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,7.932402138299708,19-DEC-19,50.47481668469769,15.498852436884018,-56.4358910272432,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,115.5,115.5,115.48,115.48,0.05,0.04,17379135,2007116301.15,115.444,115.5,102,-,-,5.048667333757844,0.42612401078355433,115.43,0,5,0.38,13-Aug-2025,14-Jul-2026,-,0.42612401078355433,-,5.048667333757844,0.01731601731601387,-13.215686274509808,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
LIQUIDPLUS,Nifty 1D Rate Index,1098.63,1099.58,1098.63,1099.09,0.46,0.04,887203,975098201.21,1098.6276,1127.08,1045.52,-,-,5.123766164205366,0.44231208590357945,1098.63,0,5.08,0.4,13-Aug-2025,14-Jul-2026,-,0.44231208590357945,-,5.123766164205366,2.483408453703376,-5.123766164205366,https://nsearchives.nseindia.com/today/LIQUIDPLUSEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDPLUS-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDPLUS-EQ.svg,EQ
NIFTYBEES,Nifty 50,279.99,279.99,277.24,278.62,0.46,0.17,3170444,881224909.8,278.1711,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,0.21581181209985711,1.9279312237058648,278.16,0,0.05,1.76,13-Aug-2025,14-Jul-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,1.9279312237058648,19-DEC-19,0.21581181209985711,7.8180314309346555,-10.695272149384195,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1119,1119,1118.37,1118.39,0.48,0.04,757684,847371055.08,1117.9204,1136.66,1061.5,-,-,5.148406870810337,0.4499811385151512,1117.91,0,5.1,0.41,13-Aug-2025,14-Jul-2026,-,0.4499811385151512,-,5.148406870810337,1.6073408055179192,-5.359397079604343,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,22.38,22.49,22.07,22.49,0.08,0.36,30782811,686456685.3,22.5447,35.1,10.56,-,-,99.73357015985789,6.436346426881209,22.41,0,99.02,6.06,13-Aug-2025,14-Jul-2026,-,6.436346426881209,-,99.73357015985789,35.92592592592593,-112.97348484848482,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
TATAGOLD,Tata Gold Exchange Traded Fund,14.74,14.74,14.26,14.7,-0.04,-0.27,45166414,660332972.68,14.7326,17.7,9.45,-,-,50.46059365404299,7.771260997067439,14.74,0,50.87,8.06,13-Aug-2025,14-Jul-2026,-,7.771260997067439,-,50.46059365404299,16.949152542372882,-55.55555555555556,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/TATAGOLD-EQ.svg,EQ
SILVERIETF,Domestic Price of Silver,235,235,227.56,231.13,0.26,0.11,2839963,651061517.75,231.7864,373.5,111.17,-,-,99.62860597685265,6.570453707119144,230.87,0,99.4,6.45,13-Aug-2025,14-Jul-2026,-,6.570453707119144,-,99.62860597685265,38.11780455153949,-107.90680939102276,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ
