symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,mpc,ypc,xdt,cact,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
IVZINGOLD,Gold,10563.7,12024.05,10307.05,12024.05,1718,16.67,1265,14091391.6,10227.2898,12024.05,6460,10306.05,0,54.87,13.17,01-Oct-2024,02-Sep-2025,31.807244764290278,80.6837221533491,-,-,0,-86.13080495356036,https://nsearchives.nseindia.com/today/IVZINGOLDEQN.svg,https://nsearchives.nseindia.com/30d/IVZINGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/IVZINGOLD-EQ.svg,"{'symbol': 'IVZINGOLD', 'companyName': 'Invesco India Gold Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF205K01361', 'listingDate': '2010-03-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
GOLD360,Commodity-Gold,115.85,125,112,123.9,8.05,6.95,26378,3066970.06,114.8999,125,78.2,115.85,0,0,12.04,,02-Sep-2025,20.466699076324755,Infinity,-,-,0.8799999999999955,-58.43989769820972,https://nsearchives.nseindia.com/today/GOLD360EQN.svg,https://nsearchives.nseindia.com/30d/GOLD360-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD360-EQ.svg,"{'symbol': 'GOLD360', 'companyName': '360 ONE Mutual Fund - 360 ONE Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BB5', 'listingDate': '2025-03-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MON100,Nasdaq100,223.84,230.99,220.5,229.31,7.8,3.52,1586437,360073605.89,214.7543,230.99,159.2,221.51,0,34.68,9.46,01-Oct-2024,02-Sep-2025,12.594520278896201,39.423603088709186,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,0.7273042123035659,-44.03894472361811,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,"{'symbol': 'MON100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal NASDAQ 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AP3', 'slb_isin': 'INF247L01AP3', 'listingDate': '2011-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MONQ50,Nasdaq Q-50 Total Return Index,100.93,102.69,100.21,102.65,3.15,3.17,709870,72733280.2,85.8064,102.69,61.31,99.5,0,55.23,17.78,01-Oct-2024,02-Sep-2025,21.421812159924293,60.14040561622467,-,-,0.038952186191442244,-67.42782580329472,https://nsearchives.nseindia.com/today/MONQ50EQN.svg,https://nsearchives.nseindia.com/30d/MONQ50-EQ.svg,https://nsearchives.nseindia.com/365d/MONQ50-EQ.svg,"{'symbol': 'MONQ50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nasdaq Q 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01AU3', 'slb_isin': 'INF247L01AU3', 'listingDate': '2021-12-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
EVIETF,Nifty EV & New Age Automotive ETF,31.73,31.8,30.94,31.8,0.84,2.71,79900,2478498,31.0221,33.75,23.56,30.96,0,0,0.78,,02-Sep-2025,4.091653027823241,Infinity,-,-,5.777777777777776,-34.97453310696096,https://nsearchives.nseindia.com/today/EVIETFEQN.svg,https://nsearchives.nseindia.com/30d/EVIETF-EQ.svg,https://nsearchives.nseindia.com/365d/EVIETF-EQ.svg,"{'symbol': 'EVIETF', 'companyName': 'ICICI Prudential MF-ICICI Prudential Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109K1A153', 'listingDate': '2025-04-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MOPSE,Nifty PSE Total Return Index,99.46,101.38,99.46,101.38,2.44,2.47,696,70080.24,98.9089,101.66,92.55,98.94,0,0,3.77,,02-Sep-2025,7.74790094590285,Infinity,-,-,0.275427896911274,-9.5407887628309,https://nsearchives.nseindia.com/today/MOPSEEQN.svg,https://nsearchives.nseindia.com/30d/MOPSE-EQ.svg,https://nsearchives.nseindia.com/365d/MOPSE-EQ.svg,"{'symbol': 'MOPSE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty PSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FO5', 'listingDate': '2025-06-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
METALIETF,Nifty Metal Index,10.25,10.46,10.11,10.4,0.25,2.46,32821468,339702193.8,10.1313,10.6,7.35,10.15,0,-0.88,7.75,01-Oct-2024,02-Sep-2025,11.111111111111121,1.5625000000000013,-,-,1.886792452830182,-41.49659863945579,https://nsearchives.nseindia.com/today/METALIETFEQN.svg,https://nsearchives.nseindia.com/30d/METALIETF-EQ.svg,https://nsearchives.nseindia.com/365d/METALIETF-EQ.svg,"{'symbol': 'METALIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19W1', 'slb_isin': 'INF109KC19W1', 'listingDate': '2024-08-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
HDFCBSE500,HDFC S&P BSE 500 ETF,37.12,38.48,36.96,38,0.89,2.40,53266,2008660.86,36.7872,39.55,31.14,37.11,0,-3.51,1.59,01-Oct-2024,02-Sep-2025,4.252400548696837,-1.1960478419136786,-,-,3.9190897597977177,-22.029543994861914,https://nsearchives.nseindia.com/today/HDFCBSE500EQN.svg,https://nsearchives.nseindia.com/30d/HDFCBSE500-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCBSE500-EQ.svg,"{'symbol': 'HDFCBSE500', 'companyName': 'HDFC Mutual Fund - HDFC S&P BSE 500 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1EZ4', 'slb_isin': 'INF179KC1EZ4', 'listingDate': '2023-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MAHKTECH,Hang Seng TECH Total Return Index,29.66,29.66,29.66,29.66,0.66,2.28,249051,7386852.66,24.7177,29.66,16.91,29,0,50.96,12.32,01-Oct-2024,02-Sep-2025,16.222570532915363,54.39875065070276,-,-,0,-75.39917208752217,https://nsearchives.nseindia.com/today/MAHKTECHEQN.svg,https://nsearchives.nseindia.com/30d/MAHKTECH-EQ.svg,https://nsearchives.nseindia.com/365d/MAHKTECH-EQ.svg,"{'symbol': 'MAHKTECH', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Hang Seng TECH ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01HS7', 'slb_isin': 'INF769K01HS7', 'listingDate': '2021-12-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MODEFENCE,Nifty India Defence Total Return Index,87.9,89.5,87.43,89.5,1.81,2.06,2809256,250192339.36,87.5113,102,55.21,87.69,0,20.72,4.23,01-Oct-2024,02-Sep-2025,7.442977190876354,23.210352422907487,-,-,12.254901960784315,-62.10831371128419,https://nsearchives.nseindia.com/today/MODEFENCEEQN.svg,https://nsearchives.nseindia.com/30d/MODEFENCE-EQ.svg,https://nsearchives.nseindia.com/365d/MODEFENCE-EQ.svg,"{'symbol': 'MODEFENCE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01DJ0', 'slb_isin': 'INF247L01DJ0', 'listingDate': '2024-08-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
GROWWRAIL,Nifty India Railways PSU Index,35.02,35.55,34.95,35.55,0.71,2.04,217181,7677348.35,35.1445,43.66,28.72,34.84,0,0,0.43,,02-Sep-2025,4.991139988186644,Infinity,-,-,18.575355016032983,-23.78133704735375,https://nsearchives.nseindia.com/today/GROWWRAILEQN.svg,https://nsearchives.nseindia.com/30d/GROWWRAIL-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWRAIL-EQ.svg,"{'symbol': 'GROWWRAIL', 'companyName': 'Groww Mutual Fund - Groww Nifty India Railways PSU ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01JJ6', 'listingDate': '2025-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MOTOUR,Nifty India Tourism Total Return Index,88.82,90.3,88.38,90.13,1.75,1.98,4806,428262.66,88.2704,97.2,85.82,88.38,0,0,-3.04,,02-Sep-2025,-1.0104338275672726,Infinity,-,-,7.273662551440336,-5.02213936145421,https://nsearchives.nseindia.com/today/MOTOUREQN.svg,https://nsearchives.nseindia.com/30d/MOTOUR-EQ.svg,https://nsearchives.nseindia.com/365d/MOTOUR-EQ.svg,"{'symbol': 'MOTOUR', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Tourism ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FP2', 'listingDate': '2025-06-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
METAL,Nifty Metal Total Return Index,10.34,10.42,10.19,10.34,0.2,1.97,3483026,36084149.36,10.1402,11.5,7.73,10.14,0,0,7.64,,02-Sep-2025,10.706638115631693,Infinity,-,-,10.08695652173913,-33.764553686934015,https://nsearchives.nseindia.com/today/METALEQN.svg,https://nsearchives.nseindia.com/30d/METAL-EQ.svg,https://nsearchives.nseindia.com/365d/METAL-EQ.svg,"{'symbol': 'METAL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Metal ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LY7', 'slb_isin': 'INF769K01LY7', 'listingDate': '2024-10-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MID150,Nifty Midcap 150 Index,21.84,21.84,21.45,21.73,0.38,1.78,23757,513863.91,,25.49,17.98,21.35,0,0,-0.37,,02-Sep-2025,1.8275538894095622,Infinity,-,-,14.750882699097676,-20.85650723025584,https://nsearchives.nseindia.com/today/MID150EQN.svg,https://nsearchives.nseindia.com/30d/MID150-EQ.svg,https://nsearchives.nseindia.com/365d/MID150-EQ.svg,"{'symbol': 'MID150', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1VW2', 'listingDate': '2025-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
GROWWDEFNC,Nifty India Defence Index- Total Return Index,79.7,81.4,79.68,81,1.3,1.63,412646,33391314.32,79.6577,93.89,49.83,79.7,0,0,4.06,,02-Sep-2025,6.817882104707903,Infinity,-,-,13.728831611460219,-62.5526791089705,https://nsearchives.nseindia.com/today/GROWWDEFNCEQN.svg,https://nsearchives.nseindia.com/30d/GROWWDEFNC-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWDEFNC-EQ.svg,"{'symbol': 'GROWWDEFNC', 'companyName': 'Groww Mutual Fund - Groww Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IO8', 'slb_isin': 'INF666M01IO8', 'listingDate': '2024-10-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
AXISVALUE,Nifty500 Value 50 TRI,30.24,30.24,28.85,29.99,0.48,1.63,209206,6179945.24,29.4574,30.24,22.84,29.51,0,0,4.53,,02-Sep-2025,6.840042750267183,Infinity,-,-,0.8267195767195767,-31.3047285464098,https://nsearchives.nseindia.com/today/AXISVALUEEQN.svg,https://nsearchives.nseindia.com/30d/AXISVALUE-EQ.svg,https://nsearchives.nseindia.com/365d/AXISVALUE-EQ.svg,"{'symbol': 'AXISVALUE', 'companyName': 'Axis Mutual Fund - Axis Nifty500 Value 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846KA1119', 'listingDate': '2025-03-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,244.06,248.25,236.74,247.97,3.91,1.60,14890,3669938.3,244.4825,267.99,191.97,244.06,0,-8.04,-1.46,01-Oct-2024,02-Sep-2025,0.020167796063250795,-6.5674453654860505,-,-,7.4704280010448185,-29.171224670521436,https://nsearchives.nseindia.com/today/MIDQ50ADDEQN.svg,https://nsearchives.nseindia.com/30d/MIDQ50ADD-EQ.svg,https://nsearchives.nseindia.com/365d/MIDQ50ADD-EQ.svg,"{'symbol': 'MIDQ50ADD', 'companyName': 'DSP  Mutual Fund - DSP Nifty Midcap 150 Quality 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1QL0', 'slb_isin': 'INF740KA1QL0', 'listingDate': '2021-12-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,10.11,10.5,10,10.25,0.15,1.49,216117,2204393.4,10.08,11.43,8,10.1,0,-10.54,4.23,01-Oct-2024,02-Sep-2025,6.993736951983299,-9.211691762621783,-,-,10.323709536307959,-28.125,https://nsearchives.nseindia.com/today/ABSLPSEEQN.svg,https://nsearchives.nseindia.com/30d/ABSLPSE-EQ.svg,https://nsearchives.nseindia.com/365d/ABSLPSE-EQ.svg,"{'symbol': 'ABSLPSE', 'companyName': 'Aditya Birla Sun Life Mutual Fund-Aditya Birla Sun Life Nifty PSE ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19Z4', 'slb_isin': 'INF209KB19Z4', 'listingDate': '2024-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,92.47,93.22,92.32,93.2,1.36,1.48,58910,5465669.8,92.6467,98.64,77.65,91.84,0,-6.31,-0.36,01-Oct-2024,02-Sep-2025,1.3263752989780375,-4.927063143935528,-,-,5.5150040551500386,-20.02575660012878,https://nsearchives.nseindia.com/today/INFRAIETFEQN.svg,https://nsearchives.nseindia.com/30d/INFRAIETF-EQ.svg,https://nsearchives.nseindia.com/365d/INFRAIETF-EQ.svg,"{'symbol': 'INFRAIETF', 'companyName': 'ICICI Prudential Mutual Fund-ICICI Prudential Nifty Infrastructure ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16E5', 'slb_isin': 'INF109KC16E5', 'listingDate': '2022-08-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
MOCAPITAL,Nifty Capital Market Total Return Index,42.49,42.89,42.08,42.89,0.61,1.44,418993,17823962.22,42.1915,51.13,29.2,42.28,0,0,-0.07,,02-Sep-2025,1.036513545347462,Infinity,-,-,16.115783297477023,-46.88356164383563,https://nsearchives.nseindia.com/today/MOCAPITALEQN.svg,https://nsearchives.nseindia.com/30d/MOCAPITAL-EQ.svg,https://nsearchives.nseindia.com/365d/MOCAPITAL-EQ.svg,"{'symbol': 'MOCAPITAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Capital Market ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01EV3', 'listingDate': '2025-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
SILVER360,Commodity-Silver,144.05,146.98,142.97,146,1.95,1.35,27474,4002687.06,143.1373,146.98,78.4,144.05,0,0,17.87,,02-Sep-2025,19.105890031000165,Infinity,-,-,0.6667573819567219,-86.22448979591834,https://nsearchives.nseindia.com/today/SILVER360EQN.svg,https://nsearchives.nseindia.com/30d/SILVER360-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER360-EQ.svg,"{'symbol': 'SILVER360', 'companyName': '360 ONE Mutual Fund - 360 ONE Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BC3', 'listingDate': '2025-04-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
EQUAL50ADD,NIFTY 50 Equal Weight Index,331.59,334,329,334,4.43,1.34,18325,6044684.5,330.0832,346.64,280.01,329.57,0,-3.97,0.83,01-Oct-2024,02-Sep-2025,2.6523649998463275,-2.683488243349547,-,-,3.646434341103158,-19.281454233777367,https://nsearchives.nseindia.com/today/EQUAL50ADDEQN.svg,https://nsearchives.nseindia.com/30d/EQUAL50ADD-EQ.svg,https://nsearchives.nseindia.com/365d/EQUAL50ADD-EQ.svg,"{'symbol': 'EQUAL50ADD', 'companyName': 'DSP  Mutual Fund - DSP Nifty 50 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1QK2', 'slb_isin': 'INF740KA1QK2', 'listingDate': '2021-11-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
NPBET,Nifty Private Bank Index,274.13,280.9,274.13,280.84,3.44,1.24,390,109184.4,278.4503,299,240.38,277.4,0,-2.88,2.63,01-Oct-2024,02-Sep-2025,3.5393009880548463,-1.6804369135975394,-,-,6.073578595317734,-16.831683168316825,https://nsearchives.nseindia.com/today/NPBETEQN.svg,https://nsearchives.nseindia.com/30d/NPBET-EQ.svg,https://nsearchives.nseindia.com/365d/NPBET-EQ.svg,"{'symbol': 'NPBET', 'companyName': 'Tata Nifty Private Bank Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277K010X4', 'slb_isin': 'INF277K010X4', 'listingDate': '2019-09-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,172,172.18,169.21,172,2.11,1.24,1737104,297079526.08,169.7198,189,135.21,169.89,0,-8.87,0.05,01-Oct-2024,02-Sep-2025,1.907808982106884,-7.7352215427529165,-,-,8.994708994708995,-27.20952592263885,https://nsearchives.nseindia.com/today/HDFCSML250EQN.svg,https://nsearchives.nseindia.com/30d/HDFCSML250-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSML250-EQ.svg,"{'symbol': 'HDFCSML250', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1FB2', 'slb_isin': 'INF179KC1FB2', 'listingDate': '2023-02-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '03-Oct-2025 16:00:00', 'preOpenTime': '03-Oct-2025 09:07:27', 'QuotePreOpenFlag': False}}"
