symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,xdt,ypc,cact,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series,meta
HDFCSILVER,HDFC Silver ETF,220,258.98,216.35,249.5,34.29,15.93,32961529,7977678863.87,237.9661,359,85.67,215.21,0,138.91,-3.48,01-Feb-2025,02-Jan-2026,-,175.62969509500667,-,10.208048058659841,30.501392757660167,-191.2338041321349,https://nsearchives.nseindia.com/today/HDFCSILVEREQN.svg,https://nsearchives.nseindia.com/30d/HDFCSILVER-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCSILVER-EQ.svg,EQ,"{'symbol': 'HDFCSILVER', 'companyName': 'HDFC Mutual Fund - HDFC Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DI2', 'listingDate': '2022-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERAG,Mirae Asset Silver ETF,224.77,263.28,224.76,255,34.65,15.72,1668474,411762698.46,241.8573,380,84.55,220.35,0,0,-1.49,,02-Jan-2026,-,Infinity,-,11.485157172211782,32.89473684210526,-201.5966883500887,https://nsearchives.nseindia.com/today/SILVERAGEQN.svg,https://nsearchives.nseindia.com/30d/SILVERAG-EQ.svg,,EQ,"{'symbol': 'SILVERAG', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KG6', 'listingDate': '2023-06-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GROWWSLVR,Commodity-Silver,227.21,264.69,226.97,257.16,34.64,15.57,4188127,1044602636.34,243.7201,362.99,94.2,222.52,0,0,-2.69,,02-Jan-2026,06-FEB-26,Infinity,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,11.23318482633333,29.15507314251081,-172.99363057324845,https://nsearchives.nseindia.com/today/GROWWSLVREQN.svg,https://nsearchives.nseindia.com/30d/GROWWSLVR-EQ.svg,,EQ,"{'symbol': 'GROWWSLVR', 'companyName': 'Groww Mutual Fund - Groww Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LA1', 'listingDate': '2025-05-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERBETA,UTI Silver Exchange Traded Fund (UTI Silver ETF),220.72,257.9,220.72,250.9,32.39,14.82,6324512,1548367027.84,242.5697,379.66,85.08,218.51,0,0,-2.74,,02-Jan-2026,-,Infinity,-,9.84632896983495,33.91455512827267,-194.8989186647861,https://nsearchives.nseindia.com/today/SILVERBETAEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBETA-EQ.svg,,EQ,"{'symbol': 'SILVERBETA', 'companyName': 'UTI Mutual Fund - UTI Silver Exchange Traded Fund (UTI Silver ETF)', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AYK6', 'listingDate': '2023-04-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVER1,Kotak Silver ETF,225.1,260.79,222.31,251.9,31.8,14.45,5024132,1225034105.56,241.0285,388,85.87,220.1,0,141.5,-2.39,01-Feb-2025,02-Jan-2026,-,175.66207047493984,-,10.346942351498162,35.077319587628864,-193.35041341562825,https://nsearchives.nseindia.com/today/SILVER1EQN.svg,https://nsearchives.nseindia.com/30d/SILVER1-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER1-EQ.svg,EQ,"{'symbol': 'SILVER1', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1KU9', 'listingDate': '2022-12-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SBISILVER,SBI SILVER ETF,223.65,262.83,223.65,252.5,30.95,13.97,12608798,3114499193.98,243.3197,362,86,221.55,0,139.51,-2.66,01-Feb-2025,02-Jan-2026,-,172.6781857451404,-,9.090123563466685,30.248618784530386,-193.6046511627907,https://nsearchives.nseindia.com/today/SBISILVEREQN.svg,https://nsearchives.nseindia.com/30d/SBISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SBISILVER-EQ.svg,EQ,"{'symbol': 'SBISILVER', 'companyName': 'SBI Mutual Fund - SBI SILVER ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1217', 'listingDate': '2024-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVER,Physical price of Silver,234.52,267.18,233.79,258.25,29.45,12.87,19018922,4813879347.42,247.8955,371.89,89,228.8,0,144.44,-0.94,01-Feb-2025,02-Jan-2026,-,174.17984924089606,-,9.711542546412343,30.557422893866462,-190.1685393258427,https://nsearchives.nseindia.com/today/SILVEREQN.svg,https://nsearchives.nseindia.com/30d/SILVER-EQ.svg,https://nsearchives.nseindia.com/365d/SILVER-EQ.svg,EQ,"{'symbol': 'SILVER', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB19F6', 'listingDate': '2022-02-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
TATSILV,Tata Silver Exchange Traded Fund,23.02,26.45,21.7,25.21,2.86,12.80,764259015,19007121703.05,24.1587,35.1,8.56,22.35,0,145.33,-0.97,01-Feb-2025,02-Jan-2026,-,175.51912568306014,-,10.183566433566442,28.176638176638175,-194.5093457943925,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ,"{'symbol': 'TATSILV', 'companyName': 'Tata Mutual Fund Tata Silver Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1984', 'listingDate': '2024-01-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,224.7,258.8,220.7,247.9,27.96,12.71,259120035,62979124506.75,237.8579,360,77.55,219.94,0,144.08,-0.87,01-Feb-2025,02-Jan-2026,-,173.8318789351596,-,9.9139842156602,31.13888888888889,-219.66473243068992,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'listingDate': '2022-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,228.56,258.78,224.02,250,27.01,12.11,2534957,622712187.05,239.7567,390,84.26,222.99,0,146.78,-0.54,01-Feb-2025,02-Jan-2026,-,175.11830086937383,-,9.919099542736546,35.8974358974359,-196.70068834559694,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERADD-EQ.svg,EQ,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'listingDate': '2022-08-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,238.91,263.78,237.71,256.95,25.04,10.80,6301285,1576140417.05,246.8382,390.01,86.48,231.91,0,148.56,0.43,01-Feb-2025,02-Jan-2026,-,173.96310907346194,-,9.620307167235486,34.11707392118151,-197.1207215541165,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,EQ,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'listingDate': '2022-09-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERCASE,Commodity-Silver,24.47,27.14,23.15,26.3,2.54,10.69,106369387,2761349286.52,23.2357,38.01,9,23.76,0,0,1.02,,02-Jan-2026,-,Infinity,-,9.766277128547578,30.807682188897655,-192.22222222222223,https://nsearchives.nseindia.com/today/SILVERCASEEQN.svg,https://nsearchives.nseindia.com/30d/SILVERCASE-EQ.svg,,EQ,"{'symbol': 'SILVERCASE', 'companyName': 'Zerodha Fund House - Zerodha Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01091', 'listingDate': '2025-03-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
MOSILVER,Domestic Price of Physical Silver,240.71,269.52,240.7,261,24.98,10.58,535775,136483323.5,245.5346,385,112.32,236.02,0,0,3.07,,02-Jan-2026,-,Infinity,-,12.200154758834149,32.20779220779221,-132.3717948717949,https://nsearchives.nseindia.com/today/MOSILVEREQN.svg,https://nsearchives.nseindia.com/30d/MOSILVER-EQ.svg,,EQ,"{'symbol': 'MOSILVER', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FZ1', 'listingDate': '2025-08-14', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERIETF,Domestic Price of Silver,235.35,268.8,235.35,257,23.32,9.98,56986573,14395948071.26,248.0529,373.5,88.8,233.68,0,149.6,0.86,01-Feb-2025,02-Jan-2026,-,172.7948200827938,-,9.069303569155034,31.191432396251674,-189.4144144144144,https://nsearchives.nseindia.com/today/SILVERIETFEQN.svg,https://nsearchives.nseindia.com/30d/SILVERIETF-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERIETF-EQ.svg,EQ,"{'symbol': 'SILVERIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1Y56', 'listingDate': '2022-01-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVER360,Commodity-Silver,265,268.72,236.71,257.5,22.95,9.78,358138,91135376.86,244.5425,358,78.4,234.55,0,0,3.3,,02-Jan-2026,-,Infinity,-,11.830105098584214,28.07262569832402,-228.4438775510204,https://nsearchives.nseindia.com/today/SILVER360EQN.svg,https://nsearchives.nseindia.com/30d/SILVER360-EQ.svg,,EQ,"{'symbol': 'SILVER360', 'companyName': '360 ONE Mutual Fund - 360 ONE Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BC3', 'listingDate': '2025-04-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
SILVERBND,Commodity - Silver,248.06,272.29,239.95,258,20.62,8.69,770859,198033677.1,248.7276,389,180,237.38,0,0,-1.11,,02-Jan-2026,-,Infinity,-,9.146289872239617,33.67609254498715,-43.333333333333336,https://nsearchives.nseindia.com/today/SILVERBNDEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBND-EQ.svg,,EQ,"{'symbol': 'SILVERBND', 'companyName': 'Bandhan Mutual Fund - Bandhan Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF194KB1KI9', 'listingDate': '2025-12-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
ESILVER,Edelweiss Silver ETF,240.9,269.98,236.36,255.2,20.17,8.58,1042953,265285525.08,248.0415,375,86.27,235.03,0,148.55,1.36,01-Feb-2025,02-Jan-2026,-,168.94298661608178,-,7.888729178997208,31.946666666666673,-195.8154630810247,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,https://nsearchives.nseindia.com/365d/ESILVER-EQ.svg,EQ,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'listingDate': '2023-11-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
IVZINGOLD,Gold,12351.05,13322,12351,13230,984,8.04,1634,21308258.7,12690.7505,15599.8,7202.05,12246,0,68.91,3.89,01-Feb-2025,02-Jan-2026,-,80.03306729807517,-,11.664415935178933,15.191220400261539,-83.69769718344082,https://nsearchives.nseindia.com/today/IVZINGOLDEQN.svg,https://nsearchives.nseindia.com/30d/IVZINGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/IVZINGOLD-EQ.svg,EQ,"{'symbol': 'IVZINGOLD', 'companyName': 'Invesco India Gold Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF205K01361', 'listingDate': '2010-03-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
AXISGOLD,Gold,121.92,127.95,120,126.8,8.85,7.50,5614859,698656905.37,123.224,150,68.1,117.95,0,69.76,4.47,01-Feb-2025,02-Jan-2026,23-JUL-20,81.40200286123032, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RE 1/- PER SHARE,11.072179397337072,15.46666666666667,-86.19676945668135,https://nsearchives.nseindia.com/today/AXISGOLDEQN.svg,https://nsearchives.nseindia.com/30d/AXISGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/AXISGOLD-EQ.svg,EQ,"{'symbol': 'AXISGOLD', 'companyName': 'Axis Mutual Fund - Axis Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01W80', 'listingDate': '2010-11-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GOLD360,Commodity-Gold,141.3,153.45,137.3,149,9.3,6.66,283710,41072696.7,144.0549,178,78.2,139.7,0,0,6.24,,02-Jan-2026,-,Infinity,-,11.90386781825009,16.292134831460675,-90.53708439897697,https://nsearchives.nseindia.com/today/GOLD360EQN.svg,https://nsearchives.nseindia.com/30d/GOLD360-EQ.svg,,EQ,"{'symbol': 'GOLD360', 'companyName': '360 ONE Mutual Fund - 360 ONE Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF579M01BB5', 'listingDate': '2025-03-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
HDFCGOLD,Gold,125,130.32,121.1,129.5,7.91,6.51,22623091,2899601573.47,126.1765,152.3,70.1,121.59,0,70.87,5.32,01-Feb-2025,02-Jan-2026,17-FEB-21,80.53812909521818, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,11.006343219612553,14.970453053184508,-84.73609129814552,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,EQ,"{'symbol': 'HDFCGOLD', 'companyName': 'HDFC Mutual Fund-HDFC Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1981', 'listingDate': '2010-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GROWWGOLD,Commodity,141.04,149.99,140.02,149,8.4,5.97,1866957,274778731.26,144.4012,179.96,80,140.6,0,70.78,6.29,01-Feb-2025,02-Jan-2026,06-FEB-26,80.47480620155038,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RE 1/- PER UNIT,11.62721006892419,17.203823071793735,-86.25,https://nsearchives.nseindia.com/today/GROWWGOLDEQN.svg,https://nsearchives.nseindia.com/30d/GROWWGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWGOLD-EQ.svg,EQ,"{'symbol': 'GROWWGOLD', 'companyName': 'Groww Mutual Fund - Groww Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IW1', 'listingDate': '2024-10-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GOLD1,Gold,120.11,129.7,120.11,126,6.92,5.81,12358625,1540379020,123.2215,155,68.01,119.08,0,71.63,6.01,01-Feb-2025,02-Jan-2026,22-JUL-21,79.89720159908622, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,10.905730129390019,18.70967741935484,-85.26687251874722,https://nsearchives.nseindia.com/today/GOLD1EQN.svg,https://nsearchives.nseindia.com/30d/GOLD1-EQ.svg,https://nsearchives.nseindia.com/365d/GOLD1-EQ.svg,EQ,"{'symbol': 'GOLD1', 'companyName': 'Kotak Mutual Fund - Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1HJ8', 'listingDate': '2007-08-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
GOLDBEES,Gold,120.1,126.8,120,125.3,6.63,5.59,219625720,27299476996,122.2663,148.14,65.85,118.67,0,72.11,6.13,01-Feb-2025,02-Jan-2026,19-DEC-19,79.92533026995979, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,10.963513992206869,15.417847981638985,-90.28094153378892,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ,"{'symbol': 'GOLDBEES', 'companyName': 'NIPPON INDIA ETF GOLD BEES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB17I5', 'listingDate': '2007-03-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '03-Feb-2026 16:00:00', 'preOpenTime': '03-Feb-2026 09:07:56', 'QuotePreOpenFlag': False}}"
