symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,CAct,MPC,XDt,YPC,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,series
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,235.87,235.91,233.83,234.8,-1.33,-0.56,14544062,3416400163.8,236.405,360,100.72,-,-,126.7065752631071,-7.25233054194975,236.13,0,127.99,-5.49,16-Jun-2025,15-May-2026,-,-7.25233054194975,-,126.7065752631071,34.77777777777777,-133.12152501985705,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,EQ
LIQUIDBEES,Government Securities,999.99,1000.01,998.09,1000.01,0.01,0.00,3391689,3391655083.11,1000,1029.99,969.99,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.002000020000198183,0.0009999999999990906,1000,0,0,0,16-Jun-2025,15-May-2026, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,0.0009999999999990906,19-SEP-17,0.002000020000198183,2.9107078709502052,-3.0948772667759443,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ
NIFTYBEES,Nifty 50,272.8,273.22,271.48,273.01,1.34,0.49,7353183,2004918876.78,272.1206,302.25,251.7,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,-2.3918484090096523,2.0292996487031942,271.67,0,-2.87,1.63,16-Jun-2025,15-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,2.0292996487031942,19-DEC-19,-2.3918484090096523,9.67411083540116,-8.466428287644021,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,EQ
GOLDBEES,Gold,124.01,124.01,123.32,123.75,-0.39,-0.31,14080501,1741476363.68,123.7775,148.14,79,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,48.934889878445055,-4.58750963762528,124.14,0,49.4,-4.07,16-Jun-2025,15-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,-4.58750963762528,19-DEC-19,48.934889878445055,16.464155528554063,-56.64556962025316,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,EQ
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,114.58,114.58,114.56,114.58,0.03,0.03,13556466,1553028744.96,114.5543,114.58,102,-,-,5.07106831728565,0.4206836108676635,114.55,0,5.04,0.4,16-Jun-2025,15-May-2026,-,0.4206836108676635,-,5.07106831728565,0,-12.33333333333333,https://nsearchives.nseindia.com/today/LIQUIDCASEEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDCASE-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDCASE-EQ.svg,EQ
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,1109.11,1111.57,1109.11,1109.25,0.14,0.01,927471,1028806481.46,1109.1066,1136.66,1030.28,-,-,5.138193812556874,0.41096758425287755,1109.11,0,5.12,0.41,16-Jun-2025,15-May-2026,-,0.41096758425287755,-,5.138193812556874,2.411451093554808,-7.664906627324614,https://nsearchives.nseindia.com/today/LIQUID1EQN.svg,https://nsearchives.nseindia.com/30d/LIQUID1-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID1-EQ.svg,EQ
TATSILV,Tata Silver Exchange Traded Fund,24.2,24.3,23.72,23.84,-0.12,-0.50,37854925,902082862.75,23.9949,35.1,10.11,-,-,127.04761904761905,-7.128944292948974,23.96,0,128.19,-5.15,16-Jun-2025,15-May-2026,-,-7.128944292948974,-,127.04761904761905,32.079772079772084,-135.8061325420376,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,https://nsearchives.nseindia.com/365d/TATSILV-EQ.svg,EQ
BANKBEES,Nifty Bank,590.61,594.98,590.28,593.65,3.03,0.51,1323314,784844300.26,591.4888,638.99,515.98,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,3.4269486741698243,7.282913165266098,590.62,0,2.9,6.69,16-Jun-2025,15-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,7.282913165266098,19-DEC-19,3.4269486741698243,7.095572700668248,-15.052909027481677,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,EQ
PSUBNKBEES,Nifty PSU Bank,95.91,97.65,95.54,97.23,1.33,1.39,6185580,600124971.6,95.7592,110.4,73.82,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,25.19958794746331,10.225598004761377,95.9,0,23.49,6.63,16-Jun-2025,15-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,10.225598004761377,19-DEC-19,25.19958794746331,11.929347826086959,-31.71227309672177,https://nsearchives.nseindia.com/today/PSUBNKBEESEQN.svg,https://nsearchives.nseindia.com/30d/PSUBNKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/PSUBNKBEES-EQ.svg,EQ
MON100,Nasdaq100,338.7,338.7,333.02,333.47,3.4,1.03,1660908,557932215.36,276.5269,342.55,177.99,17-JUN-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,84.614958755467,0.5578674386345887,330.07,0,82.73,0.31,16-Jun-2025,15-May-2026, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,0.5578674386345887,17-JUN-21,84.614958755467,2.650707925850236,-87.35322209112871,https://nsearchives.nseindia.com/today/MON100EQN.svg,https://nsearchives.nseindia.com/30d/MON100-EQ.svg,https://nsearchives.nseindia.com/365d/MON100-EQ.svg,EQ
